ОКПО;ИНН;Грузоотправитель;Холдинг грузоотправителя
7774963;7729634801;1470 УМТО, АО;Прочие
30495105;7701794058;17, РСП;Прочие
11860177;5404468202;32 ЗЕРНОПРОДУКТ, ООО;Прочие
48802654;5009002001;342 МЗ, АО;Прочие
81842100;2339016896;PROFF-СТАЛЬ, ООО;Прочие
28621117;5402043606;А 1, ООО;Прочие
93645824;5074032239;А ГРУПП ЛОГИСТИК, ООО;Прочие
33985944;2221223129;А ГРУПП, ООО;Прочие
87610460;7717625418;А ГРУПП, ООО;Прочие
26085471;3818014880;А-Т, АО;Прочие
32562107;2222870182;А-ТРАНС, ООО;Прочие
34300943;7839498929;А-ФОРВАРДИНГ, ООО;Прочие
35686138;2537009308;А.С.ЮНИОН, ООО;Прочие
69926892;4401126706;ААА ЛОГИСТИК-КОСТРОМА, ООО;Прочие
39890926;2543088347;ААРОН, ООО;Прочие
70449753;5020037784;АБ ИНБЕВ ЭФЕС, АО;"АО ""АБ ИНБЕВ ЭФЕС"""
31726570;2543127701;АБК, ООО;Прочие
79454321;7727558640;АВ-ТЕХНОЛОГИЯ, АО;Прочие
42881084;7720314451;АВАЛ, ООО;Прочие
25634303;5261009695;АВАНГАРД ( ООО );Прочие
64081326;2417003777;АВАНГАРД ПЛЮС, ООО;Прочие
43788754;3805735074;АВАНГАРД+, ООО;Прочие
15086964;2454026934;АВАНГАРД, ООО;Прочие
18281885;5029223200;АВАНГАРД, ООО;Прочие
90411149;1101089409;АВАНГАРД, ООО;Прочие
78750251;4607004691;АВАНГАРД-АГРО-КУРСК, ООО;Прочие
71961743;5722033156;АВАНГАРД-АГРО-ОРЕЛ, ООО;Прочие
39005031;7107553032;АВАНГАРД-АГРО-ТУЛА, ООО;Прочие
32610289;7728442744;АВАТАР, ООО;Прочие
50127160;4408003044;АВГУСТ, ООО;Прочие
15256573;2539057699;АВЕСТА, ООО;"ООО ""ПРИМОРСКОПТХИМПОЛИМЕР"""
55955281;5040174242;АВИА-ТЕРМИНАЛ, ООО;Прочие
58016916;7725172747;АВИАФЛЮИД ИНТЕРНЕШНЛ, ООО;Прочие
57812344;5911083593;АВИСМА, ООО;Прочие
20973058;6316001724;АВИТЕКС, ООО НПК;Прочие
67437551;7801525010;АВК, ООО;Прочие
65183299;7708712551;АВК-ТРАНС, ООО;Прочие
43406793;2536321867;АВРК, ООО;Прочие
56116625;2801270066;АВРОРА, ООО;Прочие
47800877;3618003426;АВС ФАРБЕН, ЗАО;Прочие
85963510;3016056653;АВС, ООО;Прочие
57823709;2311321681;АВТО ДВ, ООО;Прочие
6069665;5407960772;АВТО СИТИ, ООО;Прочие
232058;5702000280;АВТОАГРЕГАТ, АО;Прочие
232934;6320002223;АВТОВАЗ, АО;Прочие
76728508;1434031525;АВТОВИРАЖ, ООО;Прочие
79614805;2538098526;АВТОВОСТОК-2, ООО;Прочие
71097144;1101150406;АВТОДОР, ООО;Прочие
13409736;2901115427;АВТОДОРОГИ, ООО;Прочие
91206664;1650222771;АВТОЗАПЧАСТЬ КАМАЗ, ООО;Прочие
39391583;1841051245;АВТОКОМ, ООО;Прочие
40546275;6155008405;АВТОМИГ, ООО;Прочие
1076873;7733275753;АВТОМИР, ООО;Прочие
37982127;3661055879;АВТОН, ООО ТД;Прочие
1079966;7726372450;АВТОСТИЛЬ, ООО;Прочие
81806601;5300005087;АВТОСТРОЙДИЗАЙН, ООО;Прочие
71112990;3905053340;АВТОТОР-ТЕРМИНАЛ, ООО;Прочие
75236393;5047064016;АВТОШАТЛ, ООО;Прочие
39173337;7627041425;АГАТ, ООО;Прочие
54726696;2613006728;АГАТ, ООО;Прочие
80015406;0258011550;АГИДЕЛЬ, ООО;Прочие
74065498;6165234361;АГРЕГАТОР, ООО;Прочие
244676;4011003730;АГРИСОВГАЗ, ООО;Прочие
43669570;6725033780;АГРИТЕК, ООО;"ООО ""АГРИТЕК"""
90679343;7701912576;АГРО ВИТА, АО;Прочие
43398556;7017471113;АГРО ГРАНТ, ООО;Прочие
64756439;9723230531;АГРО ОПЕРАТОР, ООО;Прочие
60133960;5407981638;АГРО ОРГАНИК, КФХ;Прочие
40262402;5506177474;АГРО-АКТИВ, ООО;Прочие
87345472;7814413641;АГРО-АЛЬЯНС, ООО;Прочие
21903367;2455034180;АГРО-АЛЬЯНС-СИБИРЬ, ООО;Прочие
55588262;7708398840;АГРО-ЛОГИСТИКА, ООО;Прочие
29562859;2341017350;АГРО-ПРОДУКТ ЛКЗ, ООО;Прочие
59255445;5452109852;АГРО-СЕРВИС, ООО;Прочие
30433512;2630800433;АГРО-СТРОЙ, ООО ТПК;Прочие
75778579;1101121885;АГРО-ТОРГ ГРУПП, ООО;Прочие
22033247;2634094940;АГРО-ЭКСПО, ООО;Прочие
97665404;2222059168;АГРО22, ООО;Прочие
86284018;5259075228;АГРОАЛЬЯНС, ООО;Прочие
66602031;7215002561;АГРОАЛЬЯНС, ООО НПК;Прочие
56126629;2461048230;АГРОБАЛАНС, ООО;Прочие
96154179;4705036412;АГРОБАЛТ ТРЕЙД, ООО;Прочие
29733462;2204071469;АГРОБИЙСКПЕРЕРАБОТКА, ООО;Прочие
16024899;2801232166;АГРОБУМ, ООО;Прочие
42830187;7702157710;АГРОВИТ, ООО;Прочие
54538693;3435142133;АГРОВОЛГА, ООО;Прочие
48129163;5610249132;АГРОГРИН, ООО;Прочие
33981800;2223606624;АГРОГРУПП, ООО;Прочие
19190440;7901548878;АГРОДВ, ООО;Прочие
26846390;6455065370;АГРОДОМ, ООО;Прочие
22173899;2801206222;АГРОИМПОРТ, ООО;Прочие
32086865;5611082743;АГРОКАПИТАЛ, ООО;Прочие
41809558;5628005296;АГРОКОМПЛЕКС ДОМБАРОВСКИЙ, ООО;Прочие
3553136;2328000083;АГРОКОМПЛЕКС ИМ. Н.И.ТКАЧЕВА, АО ФИРМА;Прочие
5337431;4347004591;АГРОКОМПЛЕКТ, АО;Прочие
11843888;5406720129;АГРОЛИДЕР, ООО;Прочие
37738338;2801179258;АГРОЛОГИСТИКА-ДВ, ООО;"МКООО ""СОДРУЖЕСТВО РУС"""
19192628;6454114627;АГРОМАРКЕТ, ООО;Прочие
72397829;2607017369;АГРОМАРКЕТ, ООО;Прочие
71460975;3123099179;АГРОНОВА-БЕЛГОРОД, АО;Прочие
26896465;6445016969;АГРОПАРТНЕР, ООО;Прочие
1161550;6453145580;АГРОПЛОДОРОДИЕ, ООО;Прочие
74174856;6316095602;АГРОПОРТ-ХАЛЯЛЬ, ООО;Прочие
55402895;9724148209;АГРОПРАКТИКА, ООО;Прочие
27044422;3022003522;АГРОПРОДУКТ, СССПК;Прочие
12915006;5507281580;АГРОРЕГИОН, ООО;Прочие
13927626;2801229798;АГРОРЕСУРС ДВ, ООО;Прочие
88196146;2628052269;АГРОС, ООО;Прочие
50083959;3810083307;АГРОСЕВ, ООО;Прочие
52273606;5933271671;АГРОСЕРВИС, ООО;Прочие
16724697;4246018936;АГРОСИБ, ООО ПК;Прочие
19263848;7328094958;АГРОСИЛА-73, ООО;Прочие
33617112;2543051097;АГРОСМАК, ООО;Прочие
5337690;3125009011;АГРОСНАБ, АО;Прочие
41598162;4826141130;АГРОСНАБ, ООО;Прочие
93240501;4323003302;АГРОСНАБ, ООО;Прочие
93921336;4826050108;АГРОСНАБСАХАР, ООО;Прочие
32550430;7451381961;АГРОСОЮЗ, ООО;Прочие
54110831;7205009448;АГРОСОЮЗ, ООО;Прочие
63513663;5054091540;АГРОСОЯКОМПЛЕКТ, ООО;Прочие
25100553;0572006909;АГРОСТРОЙСЕРВИС, ООО;Прочие
97623423;2443030110;АГРОСФЕРА, ООО;Прочие
75883773;2310100665;АГРОТОП-ЮГ, ООО;Прочие
41912457;3015115835;АГРОТРАНС, ООО;Прочие
13867611;6452127194;АГРОТРАНС-ПОВОЛЖЬЕ, ООО;Прочие
87803791;7329005679;АГРОТРАНСКАПИТАЛ, АО;Прочие
15662994;7327083093;АГРОТРЕЙД, ООО;Прочие
25233946;7313009156;АГРОТРЕЙД, ООО;Прочие
88724763;3254503892;АГРОТРЕЙД, ООО;Прочие
13411727;7424030241;АГРОФИРМА АРИАНТ, ООО;Прочие
612306;4346000273;АГРОФИРМА ДОРОНИЧИ, АО;Прочие
40705549;4807056746;АГРОФИРМА ЕЛЕЦКИЙ, ООО;Прочие
51015575;7226003278;АГРОФИРМА КРИММ, ООО;Прочие
38659500;5229008930;АГРОФИРМА НИЖЕГОРОДСКАЯ, ООО;Прочие
33248703;6445005149;АГРОФИРМА РУБЕЖ, ООО;Прочие
3240584;6027171533;АГРОФОНД, ООО;Прочие
4191994;5260430540;АГРОФУД 52, ООО;Прочие
67170680;0269031541;АГРОХИМ, ООО ГК;Прочие
71208572;4312128282;АГРОХИМИКАТ, ООО КЧЗ;Прочие
70836131;5321095860;АГРОХИМИЧЕСКАЯ КОМПАНИЯ ЕВРОХИМСЕРВИС, ООО;Прочие
45039867;5321203876;АГРОЦЕНТР ТАМБОВ, ООО;Прочие
83910372;7717722732;АГРОЦЕНТР, АО;Прочие
96345577;5017067228;АГРОЦЕНТРСБЫТ, ООО;Прочие
13698717;2249012738;АГРОЭКСПОРТ, ООО;Прочие
54695180;2636219176;АГРОЮС, ООО;Прочие
16213117;1601009296;АГРЫЗНЕФТЕПРОДУКТ, ООО;Прочие
71091271;4000009385;АГС, ООО;Прочие
30849365;6678002831;АГТ, ООО;Прочие
24967050;5635042115;АДАЕВ, ООО ХПП;Прочие
72604494;9729341439;АДК АГРОХОЛДИНГ, ООО;Прочие
82521504;7704660006;АДЛЕРСТРОЙ, ООО;Прочие
73512541;2536332107;АДМИРАЛ, ООО;Прочие
22033448;2635215860;АДОРА, ООО;Прочие
74431269;5250018433;АЗ НАЗ, ООО;Прочие
51495473;7415029289;АЗ УРАЛ , АО АВТОМОБИЛЬНЫЙ ЗАВОД УРАЛ, АО;Прочие
28339616;5405022499;АЗИМУТ, ООО;Прочие
40220496;2460113470;АЗИМУТ, ООО;Прочие
63510860;5044071946;АЗИМУТ, ООО;Прочие
73117158;1101174894;АЗИМУТ, ООО;Прочие
27877234;2540193343;АЗИЯ ИНТЕР ГРУПП ДВ, ООО;Прочие
99819047;5407027693;АЗИЯ, ООО ТГ;Прочие
16825085;3827040069;АЗИЯВНЕШТРАНС, ООО;Прочие
97289007;5402072910;АЗИЯТРАНС, ООО;Прочие
86183501;3816032309;АЗИЯТРАНСГРУЗ, ООО;Прочие
12450406;7111504486;АЗК, ООО;Прочие
22498816;3457002820;АЗК, ООО;"ООО ""КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ЗАБОЛОТНЕВА Б.А."""
57614911;2801090909;АЗК, ООО;Прочие
42571359;2905014099;АЗЛЕС, ООО;Прочие
85075531;5911055740;АЗОТТЕХ, ООО;Прочие
46693089;3801046700;АЗП, АО;Прочие
95736703;6449102947;АЗРА ГРУПП, ООО;Прочие
335215;7830001596;АИСТ, АО;Прочие
39398131;1841051870;АЙРАТРАНС, ООО;Прочие
86248715;6168022580;АЙРОН, ООО;Прочие
46710209;3803302974;АЙСБЕРГ-СИБИРЬ, ООО;Прочие
40822893;1435073060;АК ЖДЯ, АО;Прочие
8620564;4501006138;АК КОРВЕТ, АО;Прочие
35038074;9701125149;АКАЛИКО, ООО;Прочие
57846047;5249061730;АКВА-РЕАГЕНТ, ООО;Прочие
27215013;6155074091;АКВА-УГЛЕРОД, ООО;Прочие
75030527;6382092763;АКВАЛОГИСТИКА, ООО;Прочие
19387757;1513066954;АКВАМИР, ООО;Прочие
29677386;2920015717;АКВИЛОН, ООО;Прочие
495668;7811169586;АКЕРА, ООО;Прочие
4577311;1644069973;АКЗПЗ, ООО;Прочие
67171449;0268054507;АКМЕ, ООО;Прочие
61460767;6672293920;АКОРТЕС, ООО;Прочие
23693454;5501020261;АКРИЛ, ООО НПФ;Прочие
49740748;3628007099;АКРИЛ, ООО ПКФ;Прочие
51580045;5263147348;АКРОН СКРАП НИЖНИЙ НОВГОРОД, ООО;Прочие
50992142;5403064430;АКРОН СКРАП НОВОСИБИРСК, ООО;Прочие
55788050;6382083857;АКРОН СКРАП САМАРА, ООО;Прочие
44989934;7802709926;АКРОН СКРАП СЕВЕРОЗАПАД, ООО;Прочие
53025299;6678113933;АКРОН СКРАП УРАЛ, ООО;Прочие
60197612;5611087332;АКРОН СКРАП ЮЖНЫЙ УРАЛ, ООО;Прочие
35256664;7721844966;АКРОНЦЕНТР, ООО;Прочие
89103170;7802459793;АКРОСС ЛОГИСТИЧЕСКИЕ РЕШЕНИЯ, ООО;Прочие
83959906;2901173676;АКС, ЗАО;Прочие
77182394;1642004265;АКСКИМ, ООО;Прочие
38674008;1101098971;АКТЕОН, ООО ТД;Прочие
19037661;7453312995;АКТИВПРОМ, ООО;Прочие
53498141;5911074937;АКТУМ, ООО;Прочие
83367778;6140026955;АКФ, ООО;Прочие
78356100;1674003017;АЛАБУГА ЭКСИМ, ООО;Прочие
4596706;6677009619;АЛАПАЕВСКОЕ ПЖТ, ООО;Прочие
62072027;2920013406;АЛАТЫРЬ, ООО;Прочие
98827234;2334020930;АЛБАШНЕФТЬ, ООО;Прочие
86596746;6229063594;АЛБИТЕК, ООО;Прочие
4949043;2920016220;АЛВУД, ООО;Прочие
45556580;1402026177;АЛДАНРЕСУРС, ООО;Прочие
31155133;2536270210;АЛДИС, ООО;Прочие
430829;2201000220;АЛЕЙСКИЙ МАСЛОСЫРКОМБИНАТ, АО;Прочие
62543923;5837042069;АЛЕКСАНДРИЯ, ООО;Прочие
84752939;7709776460;АЛИКОМ КАПИТАЛ, ООО;Прочие
63590149;7025006744;АЛИМАН, ООО;Прочие
93107989;3808280587;АЛИОТ, ООО;Прочие
36620267;6623130104;АЛЛЕГРО, ООО;Прочие
21705584;7604253279;АЛЛЮР, ООО;Прочие
67514837;7810801386;АЛМАЗ ДЕВЕЛОПМЕНТ, ООО;Прочие
36196786;2629012660;АЛМАЗ УДОБРЕНИЯ, ООО;Прочие
33624321;2511089370;АЛМАЗ, ООО;Прочие
6356927;2372019333;АЛМАЗСЕРВИС, ООО;Прочие
10057047;2224156262;АЛМЕТ, ООО;Прочие
71560793;6601008573;АЛМЕТПРОМ, ООО;Прочие
19506937;6732150647;АЛПИНА, ООО;Прочие
87011883;7606069243;АЛРОМ, ООО;Прочие
10982582;4401151741;АЛСЕЛ, ООО;Прочие
98328413;2204093208;АЛТАЙ СЕРВИС, ООО;Прочие
42342192;4223125811;АЛТАЙ ЦЕМЕНТ, ООО;Прочие
10060014;2281006070;АЛТАЙ, ООО;Прочие
55755599;4345033237;АЛТАЙ-СЕРВИС, ООО;Прочие
77064720;2277009776;АЛТАЙ-ФОРЕСТ, ООО;Прочие
34065637;2222871901;АЛТАЙ-ЭКСПОРТ, ООО;Прочие
729244;2208000010;АЛТАЙВАГОН, АО;Прочие
35019208;2208000010;АЛТАЙВАГОН, ФЛ РУБЦОВСКИЙ АО;Прочие
29737170;2221214999;АЛТАЙКОНТЕЙНЕР, ООО ТГ;Прочие
72946705;2204095188;АЛТАЙЛОМ, ООО;Прочие
29670968;2289004028;АЛТАЙМУКА, ООО;Прочие
67091118;2224140784;АЛТАЙСКАЯ МАРКА, ООО;Прочие
63889546;2224136058;АЛТАЙСКИЕ ЭЛЕВАТОРЫ, АО;Прочие
21438321;2224163460;АЛТАЙСКРАПМЕТАЛЛ, ООО;Прочие
3664692;2225177603;АЛТКАРАНТИН, ООО;Прочие
109777;2221000387;АЛТТРАНС, ОАО;Прочие
10190272;2460094026;АЛТЫН, ООО;Прочие
59662222;6323068663;АЛХИМ, ООО;Прочие
67361339;5504219418;АЛЬБАКОР СИБИРЬ, ООО;Прочие
1266622;3811433258;АЛЬБАТРОС, ООО;Прочие
60104970;2502064883;АЛЬБАТРОСТРАНССЕРВИС, ООО;Прочие
33630590;2526002854;АЛЬКОР, ООО;Прочие
36240323;2801247483;АЛЬТА, ООО;Прочие
57012916;7500004327;АЛЬТАИР 22, ООО;Прочие
52086689;2256005241;АЛЬТАИР, ООО;Прочие
39938248;6678046444;АЛЬТАЛОГОС, ООО;Прочие
21482256;7413001295;АЛЬТЕРНАТИВА, ООО;Прочие
21593168;7457004511;АЛЬТЕРНАТИВА, ООО;Прочие
97051330;2540125632;АЛЬТЕРНАТИВА-ВЛАД, ООО;Прочие
20113539;3812056362;АЛЬФА ГРУПП, ООО;Прочие
51394213;3808284503;АЛЬФА ГРУПП, ООО;Прочие
24746230;9721061415;АЛЬФА ГРУПП, ООО ПК;Прочие
66508728;0326493496;АЛЬФА ТРАНС, ООО;Прочие
38597259;2454022337;АЛЬФА, ООО;Прочие
51538899;2907018638;АЛЬФА, ООО;Прочие
80361189;6165137520;АЛЬФА, ООО;Прочие
94988124;2224102250;АЛЬФА, ООО;Прочие
30050936;3808222779;АЛЬФА-ВУД, ООО;Прочие
47807827;3018013180;АЛЬФА-ПОРТ, ООО;Прочие
54918326;7710360635;АЛЬФА-СТРОЙ XXI ВЕК, ООО;Прочие
65145146;4217122354;АЛЬФА-ТРАНС, ООО;Прочие
73758911;0277064766;АЛЬФА-ХИМ, ООО;Прочие
71113371;3905053269;АЛЬФАТРАНС, ООО;Прочие
90402570;1105021602;АЛЬФАТРАНС, ООО;Прочие
12284528;6679014558;АЛЬФАЭНЕРГЕТИКА, ООО;Прочие
3806910;6658490027;АЛЬЯНС ГРУПП, ООО;Прочие
64441859;7723740666;АЛЬЯНС КАРГО ЭКСПРЕСС, ООО;Прочие
41821944;7816700546;АЛЬЯНС ПЛЮС, ООО;Прочие
61168564;0266032603;АЛЬЯНС+, ООО;Прочие
9066176;5643021285;АЛЬЯНС, ООО;Прочие
17520212;7723873190;АЛЬЯНС, ООО;Прочие
36149574;2464117193;АЛЬЯНС, ООО;Прочие
41169633;7604358810;АЛЬЯНС, ООО;Прочие
74956079;6680010011;АЛЬЯНС, ООО;Прочие
57653224;5406833563;АЛЬЯНС, ООО МК;Прочие
6419645;1648045010;АЛЬЯНС, ООО УК;Прочие
91790545;2538146586;АЛЬЯНС-ДВ, ООО;Прочие
15688367;4711014128;АЛЬЯНС-ЛЕС, ООО;Прочие
47721155;0323417049;АЛЬЯНСГРУПП, ООО;Прочие
77401175;5410089890;АЛЬЯНСЛЕС, ООО;Прочие
30828446;6673246930;АЛЬЯНСПРОМИНЖИНИРИНГ, ООО УИК;Прочие
56335876;9703188881;АЛЬЯНСУГОЛЬ, АО;Прочие
13969033;4205353290;АЛЭНСИ, ООО;Прочие
36425175;6660085435;АЛЮМИНИЕВАЯ ПРОДУКЦИЯ, ЗАО;Прочие
54163419;9709108762;АЛЮМРЕС, АО;Прочие
63492524;5003074521;АЛЮМЭКС, ООО;Прочие
82892910;7449072437;АМ-СЕРВИС, ООО;Прочие
66451684;7709853749;АМ-ТЕХ, ООО;Прочие
339141;6831000321;АМБЕР ТАЛВИС, АО;Прочие
54830560;2901305241;АМГ, ООО;Прочие
99479947;2122005916;АМЗ, АО;Прочие
75004990;6601008911;АМЗ-ТЕХНОГЕН, ООО;Прочие
19304889;3811448617;АМИГО ТРАНС, ООО;Прочие
96457359;7721559817;АМИЛКО, ООО;Прочие
34936144;7205027920;АМИНОСИБ, АО;Прочие
50796731;0276054807;АМКАРД, ООО;Прочие
417266;3122000035;АМКК, ЗАО;Прочие
96259850;3015075526;АМП, АО;Прочие
88973395;2308151510;АМТ, ООО;Прочие
79849336;2901311982;АМТП, ООО;Прочие
77260705;2721125810;АМУР МИНЕРАЛС, ООО;"АО ""Русская медная компания"""
46084031;3526037496;АМУР ПЛЮС, ООО;Прочие
85115746;2801134017;АМУРАГРОКОМПЛЕКС, ООО;Прочие
57600978;2801081020;АМУРАГРОЦЕНТР, ООО;"ООО ""АМУРАГРОЦЕНТР"""
3256527;2801018275;АМУРГАЗ, ОАО;Прочие
87146287;2700035027;АМУРЛЕСТОРГ, ООО;Прочие
77268919;2711006684;АМУРМЕТАЛЛ-РЕСУРС, ООО;Прочие
59570425;2801273170;АМУРСКИЙ ВТОРМЕТ, ООО;Прочие
22181976;2801211656;АМУРСОЯ, ООО;Прочие
67915068;2722099514;АМУРТОРГ, ООО;Прочие
15080944;2420008503;АНГАРА ЛЕС, ООО;Прочие
16833297;3805717195;АНГАРА ПЛЮС, ООО;Прочие
90992815;3823033906;АНГАРА ФОРЕСТ, ООО;Прочие
35828853;3849072219;АНГАРА, ООО;Прочие
64850658;3815015364;АНГАРА, ООО;Прочие
6768937;3808198491;АНГАРА-ЛОГИСТИКА, ООО;Прочие
55573556;3801059241;АНГАРА-РЕАКТИВ, ООО;Прочие
39539689;4803000975;АНГЕЛ ИСТ РУС, ООО;Прочие
97692298;3805704929;АНГРИ, ООО;Прочие
50370587;6913008843;АНДРЕАПОЛЬНЕФТЕПРОДУКТ, ООО;Прочие
15006149;3834009447;АНДРЕЕВСКИЙ ЛПХ, ООО;Прочие
165480;4201000625;АНЖЕРОМАШ, ОАО;Прочие
3558547;1121025562;АНЗАРЛЕС, ООО;Прочие
77066742;2222049667;АНИКОМ, ООО;Прочие
47254713;2465337730;АНКОР, ООО;Прочие
28333602;6670466976;АНКОР-ТРАНС, ООО;Прочие
98299901;2827010337;АННОВСКОЕ, ООО;Прочие
95465078;5452112527;АНОЗИТ, ФКП;Прочие
31786595;2455039069;АНТАРЕС, ООО;Прочие
32201183;4252014930;АНТАРЕС, ООО;Прочие
5548642;9718035609;АНТАРУС, ООО;Прочие
555985;3805730083;АНТЕЙ, ООО;Прочие
27188248;6155072827;АНТР-АКТИВ, ООО;Прочие
27223834;6164105892;АНТРАЦИТ ТРЕЙД, ООО;Прочие
79618507;2511047122;АНУР, ООО;Прочие
88518236;2918009096;АНЮТА, ООО;Прочие
8629890;2706000260;АПЗ ВЫМПЕЛ ИМ. П.В.ФИНОГЕНОВА, ФКП;Прочие
18472478;9723032635;АПИ ТРАНЗИТ, ООО;Прочие
21619413;7451355129;АПИКА, ООО;Прочие
33375100;5708006707;АПК ЮНОСТЬ, ООО;Прочие
68633202;7422046510;АПК, ООО;Прочие
81748743;4609004168;АПК-КУРСК, ООО;Прочие
51154621;1316105019;АПО ЭЛЕКОМ, ОАО;Прочие
56368031;7453070834;АППАРЕЛЬ-СЕРВИС, ООО УТФ;Прочие
58419063;1500001117;АРАГАЦ ПЕРЛИТ РУС, ООО;Прочие
22777628;3509011233;АРАГОН, ООО;Прочие
93258464;4326008669;АРАЗ, ООО;Прочие
6722993;1639057845;АРАЙ-ЛОГИСТИК, ООО;Прочие
50604246;1658029258;АРАКЧИНСКИЙ ГИПС, ООО;Прочие
78634266;3917025379;АРБАТ ТРЕЙД, ООО;Прочие
48739051;8612008240;АРБАТ, ООО;Прочие
4484503;6685119044;АРБОНИТ, ООО;Прочие
85922190;6319705623;АРБОР, ООО;Прочие
65375656;2261009114;АРБУЗОВСКИЙ ЭЛЕВАТОР, ООО;Прочие
81799446;7531004912;АРГО, ООО;Прочие
13824524;5407963251;АРГОН-СЕРВИС, ООО;Прочие
2368419;4345443748;АРГУМЕНТ, ООО;Прочие
35078636;6680008541;АРГУС СФК, АО;Прочие
57527247;1500003280;АРДОН-ГРАНИТ, ООО;Прочие
52047459;6711002824;АРЕНА-ПРИНТ, ООО;Прочие
934079;6402005881;АРКАДАКХЛЕБОПРОДУКТ, ООО;Прочие
41668075;7751170859;АРКТИК ТРАНС, ООО;Прочие
34415089;7116512875;АРКТИКА, ООО;Прочие
37294479;2902086673;АРКТИКВТОРМЕТ, ООО;Прочие
87039261;3808179883;АРМ, ЗАО;Прочие
47808324;3018013253;АРМАДА, АО ГК;Прочие
34926855;7203355298;АРМАДА, ООО;Прочие
55927296;2450016580;АРМАДА, ООО;Прочие
84321075;5032178405;АРМАДА-А, ООО;Прочие
40634111;5452005067;АРМАДА-МЕТ, ООО;Прочие
47509722;5401138358;АРМАЗ, ООО;Прочие
47900403;4630020878;АРМЕТА, ООО;Прочие
37450548;1650232995;АРМОМЕТ, ООО;Прочие
59169421;2540267637;АРМУ, ООО;Прочие
28266952;0313316940;АРНИ ГЛОБАЛ, ООО;Прочие
13688481;4345055801;АРС-ГРУПП, ООО;Прочие
54108389;7202093339;АРС-ПРОМ, ООО ПФ;Прочие
2972954;7719448757;АРСЕНАЛ ЮГ, ООО;Прочие
26752358;7743246938;АРСЕНАЛМЕТ, ООО;Прочие
946214;1609001933;АРСКИЙ ЭЛЕВАТОР, АО;Прочие
488616;2543090716;АРТ ЛОДЖИСТИК, ООО;Прочие
52050680;5309005290;АРТ, ООО;Прочие
39164002;7604030410;АРТ-МАРКЕТ, ООО;Прочие
48381879;2801067681;АРТ-МАРКЕТ, ООО;Прочие
42419954;2308270370;АРТ-ТЕХ ЛОГИСТИК, ООО;Прочие
34075133;7430031050;АРТ-ТК, ООО;Прочие
42719840;7719407292;АРТ-ТЭК, ООО;Прочие
14866714;7536166530;АРТВЭЙ, ООО;Прочие
30869681;4616008727;АРТЕЛЬ ПЛЮС, ООО;Прочие
42764071;0313003232;АРТЕЛЬ СТАРАТЕЛЕЙ ЗАПАДНАЯ, ООО;Прочие
76800559;2801103033;АРТК, ООО;Прочие
78907764;2801111919;АРТК-СЕРВИС, ООО;Прочие
30397727;1659113921;АРТЛОК, ООО;Прочие
26652674;1901117990;АРХАГРУПП, ООО;Прочие
5807233;2903004722;АРХАНГЕЛЬСКИЙ ФАНЕРНЫЙ ЗАВОД, АО;Прочие
98003102;2801181296;АРХАРИНСКИЙ ХПП, ООО;Прочие
99035216;2919008151;АРХДОСКА, ООО;Прочие
33876687;2901294159;АРХФОРЕСТ, ООО;Прочие
90804417;7805547783;АРЭ, ООО;Прочие
8848824;2703000015;АСЗ, ПАО;Прочие
64108628;7002013826;АСИНОВСКАЯ ЛЕСОПРОМЫШЛЕННОСТЬ, ООО;Прочие
30416910;7002016464;АСИНОВСКИЙ ЗАВОД МДФ, ООО;Прочие
46625356;7002009428;АСИНОИНТЕРСЕРВИС, ООО;Прочие
1375096;7111000104;АСК, АО;Прочие
10016717;2224154875;АСК, ООО;Прочие
15860607;7730236636;АСК, ООО;Прочие
19780733;2801235600;АСК, ООО;Прочие
74569619;2721123073;АСКОНА, ООО;Прочие
25125748;0507015950;АСКОРАГРОТРЕЙД, ООО;Прочие
38743637;2224151521;АСЛЗ, ООО;Прочие
82163944;7456054446;АСМ, ООО;Прочие
5284640;4246020974;АСМК, ООО;Прочие
23978375;9705114564;АСП ЛОГИСТИК, ООО;Прочие
24948519;1101055248;АССОРТИ ЛТД, ООО;Прочие
23309160;1402045638;АССОЦИАЦИЯ СТРОИТЕЛЕЙ АЯМ, ООО;Прочие
54393987;5406591635;АССОЦИИРОВАННАЯ ТЕХНОЛОГИЧЕСКАЯ ГРУППА, ООО;Прочие
88440907;7717629959;АССТРА РУС, ООО;Прочие
19658908;7459005750;АСТ ЛОММЕТ, ООО;Прочие
343579;6225010432;АСТОН КРАХМАЛО-ПРОДУКТЫ, ООО;Прочие
33356775;6162015019;АСТОН, АО;Прочие
81057520;1657067099;АСТРА, АО;Прочие
23920654;5610211668;АСТРА, ООО;Прочие
65136526;5905278192;АСТРАТЭК, ООО;Прочие
34651269;3025034494;АСТРАХАНСКИЕ АПТЕКИ, ГАУ АО;Прочие
3144062;3015012854;АСТРАХАНСКИЙ ПОРТ, ПАО;Прочие
28731646;3023020834;АСТРАХАНСКИЙ РИСОВОД, ООО;Прочие
16047280;1101158010;АТАК, ООО;Прочие
86828116;5445256800;АТК СИБИРЬ, ООО;Прочие
19596372;2222861981;АТК, ООО;Прочие
33642096;2543058494;АТК, ООО;Прочие
40598622;2225200549;АТК, ООО;Прочие
41987225;2221245789;АТК, ООО;Прочие
6127533;2462052430;АТЛАНТ, ООО;Прочие
