ОКПО;ИНН;Грузоотправитель;Холдинг грузоотправителя
7777915;6164302805;ОСК ЮЖНОГО ВОЕННОГО ОКРУГА, ФКУ;Прочие
1503401;3618003708;ОСК, АО;Прочие
86753619;3128069308;ОСКОЛТРАНС, ООО;Прочие
38369435;7703763464;ОСМАТ, ООО;Прочие
26614314;5906124967;ОСНОВА-СИНТЕЗ, ООО;Прочие
40331238;7810769083;ОСНОВАНИЕ, ООО;Прочие
33713755;7728449443;ОСТРОВ, ООО;Прочие
57471972;4318004822;ОТИС-ЛЕС, ООО;Прочие
91516258;7730643247;ОТК МАГИСТРАЛЬ, ООО;Прочие
17326125;7701992187;ОТК ЮНИТРАНС, ООО;Прочие
28002880;2543123344;ОТК, ООО;Прочие
43854735;5614084812;ОТК, ООО;Прочие
75795678;2466126475;ОТК-ТЕРМИНАЛ, ООО;Прочие
91887026;2466242930;ОТК-ЭКСПРЕСС, ООО;Прочие
1839207;5053042571;ОТТ, ООО;Прочие
97728197;2352039652;ОТЭКО-ПОРТСЕРВИС, ООО;Прочие
367829;7729101200;ОЧАКОВО В СЕЛЕ ТЕРБУНЫ, ЛИПЕЦКОЙ ОБЛАСТИ, ФЛ АО МПБК;Прочие
158310624;110204458704;Одегов Дмитрий Александрович;Прочие
2013585330;663231639186;Олина Ксения Александровна;Прочие
189289368;245505928721;Орженевская Наталья Васильевна;Прочие
19562048;6670459150;ПАВЛИН, ООО;Прочие
47787775;3620005854;ПАВЛОВСКАГРОПРОДУКТ, АО;Прочие
32232077;2261004123;ПАВЛОВСКИЙ ДОК, ООО;Прочие
87765263;7327055515;ПАК, ООО;Прочие
91193602;3616014609;ПАНАМАКС, ООО;Прочие
51438146;2700009429;ПАНДА ДВ, ООО;Прочие
36967918;6686114433;ПАРАДИГМА, ООО ТЛК;Прочие
31657828;5257182506;ПАРАЛЛЕЛЬ, ООО ГК;Прочие
34031615;7709909416;ПАРАЛЛЕЛЬ, ОП В Г. ВОРОНЕЖ ООО;Прочие
2299670;5047184024;ПАРАЦЕЛЬС, ООО;Прочие
14484668;2508112692;ПАРИТЕТ ДВ, ООО;Прочие
54920795;5263146810;ПАРИТЕТ НН, ООО;Прочие
19733127;4011030710;ПАРК-ПРО, ООО;Прочие
37008002;5903069193;ПАРМА ЛОГИСТИК, АО;Прочие
97803450;6147026016;ПАРПА, ООО;Прочие
16716522;4205279791;ПАРТНЕР, ООО;Прочие
60640591;4312042363;ПАРТНЕР, ООО;Прочие
1611349;6112915293;ПАРТНЕР-АВТО, ООО;Прочие
75073695;3815003200;ПАРЧУМЛЕС, ООО;Прочие
1641528;2537123995;ПАСИФИК ФИШ, ООО;Прочие
14481492;2536132789;ПАСИФИКСТРОЙИНВЕСТ, ООО;Прочие
58949737;5249065037;ПАТРИОТ, ООО;Прочие
99787376;3525185558;ПАТРИОТ, ООО;Прочие
16385381;4202046213;ПАТРИОТ, ООО БАЗА;Прочие
21660663;1328010072;ПАЧЕЛМСКИЙ ЗЖБИ, ООО;Прочие
30809822;5828901130;ПАЧЕЛМСКОЕ ХОЗЯЙСТВО, ООО;Прочие
45322072;6685177864;ПГ ЧЗТИ, ООО;Прочие
5292444;5202002458;ПГЗ, ООО;Прочие
56738657;7725806898;ПГК, АО;Прочие
80573789;7807325240;ПДВ-ЭКСПЕДИТОР, ООО;Прочие
70629159;4708013050;ПДЗ, ООО;Прочие
50102639;3816031834;ПЕГАС, ООО;Прочие
62064602;2920013220;ПЕГАС, ООО;Прочие
6629006;7903529408;ПЕЛЕТ, ООО;Прочие
340693;5837003461;ПЕНЗЕНСКАЯ КОНДИТЕРСКАЯ ФАБРИКА, ЗАО;Прочие
68366830;5835089128;ПЕНЗЕНСКИЕ ЭЛЕКТРОДЫ, ООО;Прочие
29133911;5835128747;ПЕНЗЕНСКИЙ, ООО МАСЛОЗАВОД;Прочие
54349294;7825133660;ПЕНОПЛЭКС СПБ, ООО;Прочие
17998155;7705034202;ПЕПСИКО ХОЛДИНГС, ООО;Прочие
75296538;5012030136;ПЕРВАЯ ЗАГОТОВИТЕЛЬНАЯ КОМПАНИЯ, ООО;Прочие
629330;2341003252;ПЕРВОМАЙСКАЯ ИПС, ООО;Прочие
77426258;2537074836;ПЕРВОМАЙСКИЙ, ООО ВМП;"ПАО ""Соллерс"""
17550584;7719046832;ПЕРВОМАЙСКОЕ, ЗАО ПЗП;Прочие
39169123;7609029665;ПЕРЕВАЛРЕСУРС, ООО;Прочие
93757842;5225004927;ПЕРЕВОЗСКОЕ ХПП, ООО;Прочие
4650930;3621005470;ПЕРЕЛЕШИНСКИЙ САХАРНЫЙ КОМБИНАТ, ООО;Прочие
92240462;6732020542;ПЕРЕПРАВА, ООО;Прочие
31691423;2124045287;ПЕРКАРБОНАТ, ООО;Прочие
51763372;5250023659;ПЕРЛИТ, ООО;Прочие
1872067;5904015659;ПЕРММЕТАЛЛ, АО;Прочие
31543585;5948013987;ПЕРМСКАГРОПРОМХИМИЯ, ОАО;Прочие
7507802;5908006119;ПЕРМСКИЙ ПОРОХОВОЙ ЗАВОД, ФКП;Прочие
56794517;5904063444;ПЕРМЬ-ЛЕС, ООО;Прочие
15448002;1831184817;ПЕРСПЕКТИВА, ООО;Прочие
44671379;2724184645;ПЕРСПЕКТИВА, ООО;Прочие
72666667;7418012910;ПЕСЧАНЫЙ КАРЬЕР, ООО;Прочие
941903;7810229592;ПЕТЕРБУРГСКИЙ МЕЛЬНИЧНЫЙ КОМБИНАТ, АО;Прочие
3222055;7830000970;ПЕТЕРБУРГСКИЙ МЕТРОПОЛИТЕН, ГУП;Прочие
39448337;7805059867;ПЕТЕРБУРГСКИЙ ТРАКТОРНЫЙ ЗАВОД, АО;Прочие
61160663;0266034569;ПЕТРО ЛЮКС, ООО;Прочие
88158536;7531005754;ПЕТРОВСКИЙ ШПЗ, ООО;Прочие
47114722;7814786080;ПЕТРОКРЕПОСТЬ, ООО;Прочие
18011412;7805014746;ПЕТРОЛЕСПОРТ, АО;Прочие
33109479;7810925261;ПЕТРОМАКС, АО;Прочие
54651030;3123065420;ПЕТРОХИМ, АО;Прочие
79566880;2310109650;ПЕТРОХЛЕБ-КУБАНЬ, ООО;Прочие
23541164;5321003531;ПЕТСАМО, ООО;Прочие
90404528;1102068433;ПЕЧОРА СЕВЕР ЛЕС, ООО;Прочие
81036356;1115005208;ПЕЧОРАЭНЕРГОРЕСУРС, ООО;Прочие
70595265;7017487018;ПЖДИ, ООО;Прочие
41357914;5438112910;ПЖТ ИЗЫНСКОЕ, ООО;Прочие
59223178;5503070444;ПЖТ, ООО;Прочие
59280839;6673091980;ПЖТ-55, ООО;Прочие
5727729;2225177025;ПЗК, ООО;Прочие
24705768;7104067066;ПЗК, ООО;Прочие
25272952;7329020620;ПЗК, ООО;Прочие
4641635;6226006397;ПЗЦМ , АО ПРИОКСКИЙ ЗАВОД ЦВЕТНЫХ МЕТАЛЛОВ, АО;Прочие
5800142;6829000074;ПИГМЕНТ, АО;Прочие
12878624;1106007640;ПИЖМА, АО ТЛК;Прочие
30452484;2465259465;ПИК, ООО;"АО ""ДАЛЬИНВЕСТГРУПП"""
10690827;5257002344;ПИК, ООО ПРЕДПРИЯТИЕ;Прочие
79115999;9728050437;ПИК-ЛОГИСТИК, ООО;Прочие
74596971;1611006632;ПИЛОТ, ООО;Прочие
82591350;2225089570;ПИОНЕР ТРЕЙД, ООО;Прочие
22492156;3457002683;ПИОНЕР, ООО;Прочие
99927587;6634010521;ПИРАМИДА+, ООО;Прочие
44674573;2721206139;ПИРАМИДА, ООО;Прочие
9482609;5504234945;ПИТ, ООО;Прочие
72482358;7806534931;ПИТЕР ВТОРМЕТ, ООО;Прочие
60752114;2263025129;ПК ГЕРКУЛЕС, ООО;Прочие
70667680;6150040250;ПК НЭВЗ, ООО;Прочие
94086918;2130006695;ПК ПРОМТРАКТОР, ООО;Прочие
61219356;7017246206;ПК РАССВЕТ, ООО;Прочие
38385505;7702783394;ПК СТАЛЬПРОКАТ, ООО;Прочие
44799470;2312058673;ПК СТАНК, ООО;Прочие
26431298;6683004640;ПК СТИЛОБИТ, ООО;Прочие
98728503;7128029486;ПК СТРОЙИНДУСТРИЯ, ООО;Прочие
39476380;1650378955;ПК ТЕРМИНАЛ, ООО;Прочие
27027062;2543024865;ПК-ТРАНЗИТ ВОСТОК, ООО;Прочие
10391734;3015043771;ПКК АСТРАСОЛЬ, ООО;Прочие
6151148;1001322002;ПКНИ, ООО;Прочие
48428865;5918214887;ПКП МЕТЭС, ООО;Прочие
16436892;3817012104;ПКП НИКСВИК, ООО;Прочие
48962205;7805113497;ПКТ, АО;Прочие
17209498;7726044240;ПКФ ДИПОС, ООО;Прочие
94787331;7404045063;ПКФ ИРИСТОН, ООО;Прочие
24919357;5903136717;ПКФ ХИМАГРО-ПЕРМЬ, ООО;Прочие
26299479;6658438073;ПКЦ КАРКАСНЫЕ ТЕХНОЛОГИИ, ООО;Прочие
10238843;2536255389;ПЛ, ООО;"ПАО ""Соллерс"""
52842464;9701260853;ПЛ, ООО;Прочие
51156264;1308080071;ПЛАЙТЕРРА, АО;Прочие
48270157;3906403283;ПЛАНЕТА 1990, ООО;Прочие
95817258;0104011960;ПЛАНЕТА ГИПС, ООО;Прочие
35428869;4621002287;ПЛАСТ-ИМПУЛЬС, ООО;"ООО УК ""Металлоинвест"""
12615988;7424032753;ПЛАСТ-РИФЕЙ, ООО;Прочие
24678273;7117503376;ПЛАСТИК-ТРАНС, ООО;Прочие
46412423;7806578512;ПЛЕГ, ООО;Прочие
12638038;7525006439;ПЛЕМЕННОЙ ЗАВОД КОМСОМОЛЕЦ, АО;Прочие
5161848;7217000351;ПЛЕМЗАВОД-ЮБИЛЕЙНЫЙ, ЗАО;Прочие
47712481;2920007160;ПЛЕСЕЦКАЯ КМТС, ООО;Прочие
33370798;5835130009;ПЛЗК, ООО;Прочие
15605981;3525401287;ПЛИТВУД, ООО;Прочие
63471947;3327848161;ПЛИТНЫЙ МИР, ООО;Прочие
70848625;5907023055;ПЛИТПРОМ, ООО;Прочие
27457526;7805608041;ПЛК, ООО;Прочие
43902859;6318008860;ПЛК, ООО;Прочие
47814448;3805736409;ПЛК, ООО;Прочие
54502689;9729310800;ПЛК, ООО;Прочие
94231361;3805704213;ПЛК, ООО;Прочие
2957802;5904337159;ПЛС ГРУПП, ООО;Прочие
25382385;7107125020;ПЛТ, ООО;Прочие
31319103;4326004544;ПЛХ, ООО;Прочие
35081874;7806554279;ПМ-ИНВЕСТ, ООО;Прочие
77849256;0201008360;ПМИ, ЗАО;Прочие
22842573;3851006781;ПМК, ООО;Прочие
35948735;2124041081;ПМК, ООО;Прочие
48625169;1200000458;ПМК, ООО;Прочие
60237464;6317077370;ПМК, ООО;Прочие
21244731;6321000229;ПМК-2, ООО ФИРМА;Прочие
80913039;2536187717;ПМЛК, ООО;Прочие
77786850;7842324633;ПМТ, ООО;Прочие
36756202;2543070565;ПМТК, ООО;Прочие
69525213;6623073424;ПМХ ТАГИЛЬСКАЯ СТАЛЬ, ООО;Прочие
19395509;7105052009;ПМХ-ВТОРМЕТ, ООО;Прочие
282205;5934010175;ПМЦЗ, ОАО;Прочие
21157651;6315559594;ПНК ВОЛГА-АЛЬЯНС, ООО;Прочие
50297962;6671008440;ПНК, ООО ТК;Прочие
28298952;8911013810;ПНПЗ, ООО;ООО “Комплексное обеспечение регионов”
14338323;3232038930;ПО БЕЖИЦКАЯ СТАЛЬ, АО;Прочие
16943318;2364008970;ПО КМЗ РАДУГА, ООО;Прочие
75483238;4025082394;ПО МЕТАЛЛИСТ, ООО;Прочие
71365610;7838008963;ПО МЗТА, ЗАО;Прочие
35619256;3435135658;ПО НВТЗ, ООО;Прочие
7542856;2902059091;ПО СЕВМАШ, АО;Прочие
3171311;0273909123;ПО СТАН, ООО;Прочие
50626710;1639016045;ПО ТАТВТОРЧЕРМЕТ, ООО;Прочие
88398430;7716618190;ПО ЭНЕРГОЖЕЛЕЗОБЕТОНИНВЕСТ, ООО;Прочие
7623106;2453013555;ПО ЭХЗ, АО;Прочие
34059795;7805735579;ПОБЕДА, ООО;Прочие
48061933;5406838755;ПОБЕДА, ООО;Прочие
65567746;3444177492;ПОБЕДИТ ТРАНС ЮГ, ООО;Прочие
91820105;2525002354;ПОГРАНИЧНАЯ ТЭК, ООО;Прочие
943411;5649002024;ПОГРОМИНСКИЙ ЭЛЕВАТОР, ОАО;Прочие
32699289;4322012463;ПОГРУЗКА, ООО;Прочие
22789944;3624000695;ПОДГОРЕНСКИЙ ЗСМ, ЗАО;Прочие
7503307;1648032420;ПОЗИС, АО;Прочие
67882050;1001014826;ПОЗИТИВ, ООО ТД;Прочие
35038269;2818002192;ПОКРОВСКИЙ РУДНИК, АО;Прочие
37667360;2901230123;ПОЛАР ТРАНС, ООО;Прочие
12897337;1104013648;ПОЛАР, ООО;Прочие
78192087;8902011414;ПОЛАР, ООО;Прочие
71375945;7811144567;ПОЛАРК, ООО;Прочие
21346056;6903025159;ПОЛИГРАН, АО;Прочие
7510106;6335005315;ПОЛИМЕР, АО;Прочие
55363899;6445009915;ПОЛИМЕР-СЕРВИС, ООО;Прочие
64834369;5611059769;ПОЛИМЕРСТРОЙ, ООО;Прочие
34688551;4403006771;ПОЛИМЕТ, ООО;Прочие
21398356;2460106592;ПОЛИМЕТТРАНС, ООО;Прочие
59997402;7116019123;ПОЛИПЛАСТ НОВОМОСКОВСК, ООО;Прочие
51831493;6625021894;ПОЛИПЛАСТ-УРАЛСИБ, ООО;Прочие
45407331;6453164520;ПОЛИПРОФИЛЬ, ООО;Прочие
50565316;5402568522;ПОЛИТРЕЙД, ООО;Прочие
53501222;5908022689;ПОЛИЭКС, АО;Прочие
18947705;7810701046;ПОЛЯРНАЯ ЗВЕЗДА, ООО;Прочие
53322749;7716963358;ПОЛЯРНАЯ ЭКСПЕДИЦИЯ, ООО;Прочие
99892759;2904018911;ПОЛЯРНАЯ, ООО;Прочие
88522640;2901190375;ПОМОР-ЛЕС, ООО;Прочие
79617117;2539072263;ПОМОЩНИК ДВ, ООО;Прочие
1126163;2709001590;ПОРТ ВАНИНО, АО;Прочие
27036995;2508005500;ПОРТ ВОСТОЧНЫЕ ВОРОТА-ПРИМОРСКИЙ ЗАВОД, АО;"АО ""ПРИМОРСКИЙ ЗАВОД"""
70639962;4704056127;ПОРТ ВЫСОЦКИЙ, ООО;Прочие
39892670;2508125035;ПОРТ ЛИВАДИЯ, ООО;Прочие
9717490;7801582272;ПОРТ ЛОГИСТИК, ООО;Прочие
27445492;7805608651;ПОРТЭКСПРЕСС, ООО;Прочие
70625747;4707020432;ПОРТЭНЕРГО, ООО;Прочие
39147328;5440111550;ПОСЕВНИНСКОЕ ХПП, ООО;Прочие
44405991;2540256297;ПОСЕЙДОН, ООО;Прочие
46292060;2265002825;ПОСПЕЛИХИНСКАЯ МАКАРОННАЯ ФАБРИКА, ООО;Прочие
85379225;1101137250;ПОСРЕДНИК, ООО;Прочие
62962413;7810563565;ПОСТАВКА-СЕРВИС, ООО;Прочие
636376;2720033589;ППЗ ХАБАРОВСКИЙ, АО;Прочие
6870860;7328092767;ППК, ООО;Прочие
7535069;5835094907;ППО ЭВТ ИМ. В.А. РЕВУНОВА, АО;Прочие
69093802;6321260523;ПППО, ООО;Прочие
15364386;2257005893;ПР ТИМИРЯЗЕВСКИЙ, ООО;Прочие
80033692;2717015290;ПРАВОУРМИЙСКОЕ, ООО;Прочие
33025340;2801244281;ПРАЙД, ООО;Прочие
56358015;9718181960;ПРАЙМ ЛОГИСТИК, ООО;Прочие
50143897;2543165591;ПРАЙМ ТЕРМИНАЛ, ООО;Прочие
47731125;7730263213;ПРАЙМ, ООО;Прочие
45662968;7806580663;ПРАЙМ-ЛЕС, ООО;Прочие
56810998;5074019710;ПРАЙТ-ЛЮКС-Т, ООО;Прочие
88300388;7709804318;ПРАКСЭА РУС, ООО;Прочие
22183124;2801212392;ПРАКТИЧИ, ООО;Прочие
50302172;6663066293;ПРЕДПРИЯТИЕ СТРОЙКОМПЛЕКТ, ООО;Прочие
38450941;4501174291;ПРЕМИУМ ТРАНС, ООО;Прочие
58022029;1101176027;ПРЕМЛЕС, ООО;Прочие
43599496;0705004999;ПРЕСТИЖ, ООО;Прочие
63326932;5916023380;ПРЕСТИЖ, ООО;Прочие
90972824;3811145644;ПРИАНГАРЬЕ, ООО;Прочие
12620268;7536139582;ПРИАРГУНСКИЕ ПРОСТОРЫ, ООО;Прочие
44773005;6450110759;ПРИВОЛЖСК-ТРАНС, ООО;Прочие
24086615;5906121317;ПРИКАМСКИЙ КАРТОН, ООО;Прочие
20778821;2543020719;ПРИМ ЛОДЖИСТИК, ООО ТК;Прочие
65643602;3663082148;ПРИМА СЕРВИС, ООО;Прочие
15281418;1434029340;ПРИМОРВТОРСЫРЬЕ-ЯКУТИЯ, ООО;Прочие
3252446;2540007565;ПРИМОРГАЗ, АО;Прочие
97059520;1434031363;ПРИМОРСКАЯ ГЕНЕРАЦИЯ АО ДГК, ФЛ;Прочие
57825401;2536112729;ПРИМТЕПЛОЭНЕРГО, КГУП;Прочие
24492108;2543122005;ПРИМТЭО, ООО;Прочие
22112716;2465175310;ПРИНЦ, ООО;Прочие
44400918;2901080020;ПРИРОДА, ООО;Прочие
46080180;4345428080;ПРК 43, ООО;Прочие
79309060;6311193123;ПРО, ООО;Прочие
71543000;7810948565;ПРО-ТРЕЙД, ООО;Прочие
41124010;3528223096;ПРОГРЕСС М, ООО;Прочие
18008485;4826022365;ПРОГРЕСС, АО;Прочие
15009053;3815008575;ПРОГРЕСС, ООО;Прочие
22863138;3812117047;ПРОГРЕСС, ООО;Прочие
25359127;4345378143;ПРОГРЕСС, ООО;Прочие
38606291;2460237725;ПРОГРЕСС, ООО;Прочие
47675573;3812535380;ПРОГРЕСС, ООО;Прочие
50559468;5918219268;ПРОГРЕСС, ООО;Прочие
64360078;5405407019;ПРОГРЕСС, ООО;Прочие
14006934;6803001796;ПРОГРЕССАГРО, ООО;Прочие
38705699;1434044549;ПРОДИС-ДВ, ООО;Прочие
89185512;1655301120;ПРОДЛОГИСТИКА, ООО;Прочие
94951993;2100002573;ПРОДОВОЛЬСТВЕННЫЙ ФОНД ЧУВАШСКОЙ РЕСПУБЛИКИ, АО;Прочие
74764641;7839304884;ПРОДОВОЛЬСТВЕННЫЙ ФОНД, ГУП;Прочие
59185845;1820021056;ПРОДПРОМСНАБ, ООО;Прочие
78685140;1646017949;ПРОДЭКС, ООО;Прочие
19010745;7820057840;ПРОЕКТ ЭКСПРЕСС, ООО;Прочие
16195081;7716862945;ПРОЕКТМЕТАЛЛ, ООО;Прочие
333476;4346001245;ПРОИЗВОДСТВЕННЫЙ ХОЛДИНГ ЗДРАВА, ОАО;Прочие
56194358;7805666029;ПРОИЗВОДСТВО ЗАВОД ИМЕНИ ШАУМЯНА, ООО;Прочие
278882;3229000246;ПРОЛЕТАРИЙ, АО;Прочие
48605534;4205398510;ПРОЛОДЖИСТИК, ООО;Прочие
40696939;2224197621;ПРОЛОМ, ООО;Прочие
29870897;2713019960;ПРОМ ЭКСПОРТ, ООО;Прочие
96153553;4703091094;ПРОМБАЗА, ООО;Прочие
59921586;1650295530;ПРОМВЕСТ, ООО ПО;Прочие
38728744;1660166558;ПРОМВТОРРЕСУРС, ООО;Прочие
67860545;0268058124;ПРОМВТОРЧЕРМЕТ, ООО;Прочие
25958678;0323377406;ПРОМЕТЕЙ, ООО;Прочие
56629193;7606127495;ПРОМЕТЕЙ, ООО;Прочие
58416805;4345518866;ПРОМЕТЕЙ, ООО;Прочие
43240513;5048056184;ПРОМЖЕЛДОРТРАНС, ООО;Прочие
46214309;4823012270;ПРОМИЗДЕЛИЯ, ООО;Прочие
30916179;4345325920;ПРОМКАБЕЛЬ, ООО;Прочие
24899181;1002005165;ПРОМКОМПЛЕКТ, ООО;Прочие
46905731;2919007969;ПРОМЛЕС, ООО;Прочие
65459206;2506011709;ПРОМЛЕС, ООО;Прочие
89661036;1020016480;ПРОМЛЕС, ООО;Прочие
39685936;2130211126;ПРОМЛИТ, ООО;Прочие
85159624;4720028399;ПРОМЛОГИСТИКА, ООО;Прочие
15512835;6324081378;ПРОММАРКЕТ-Т, ООО;Прочие
14068183;6214007283;ПРОММЕТСЕРВИС, ООО;Прочие
72621802;0105045986;ПРОММОНТАЖ, ООО;Прочие
28104110;7817078938;ПРОМПУТЬ, ООО;Прочие
59548928;2129048891;ПРОМРЕМСТРОЙ, ООО;Прочие
94705439;5515011411;ПРОМРЕСУРСЫ, ООО;Прочие
74714301;5614020008;ПРОМРЕСУРСЭКОЛОГИЯ, ООО;Прочие
12768367;0313004349;ПРОМСЕРВИС, ООО;Прочие
43908744;6335007320;ПРОМСИНТЕЗ, АО;Прочие
97119067;5401275957;ПРОМСНАБСБЫТ, ООО;Прочие
21305117;6321344445;ПРОМСТАЛЬ, ООО;Прочие
72029216;7751276020;ПРОМСТАЛЬ, ООО;Прочие
29072983;7710957615;ПРОМСТРОЙ, ООО;Прочие
74307027;4202025502;ПРОМСТРОЙТРАНС, ООО;Прочие
38664056;1101094310;ПРОМТЕХ-ИНВЕСТ, ООО;Прочие
34368256;7801299900;ПРОМТЕХКОМПАНИЯ, ООО;Прочие
86345621;0326478995;ПРОМТЕХЛЕС, ООО;Прочие
80759242;7743640010;ПРОМТЕХУГОЛЬ, ООО НПК;Прочие
25932207;6652004513;ПРОМТРАНС, ЗАО;Прочие
1219887;7460017366;ПРОМТРАНС, ООО;Прочие
4221133;6658490740;ПРОМТРАНС, ООО;Прочие
25940253;6685034577;ПРОМТРАНС, ООО;Прочие
87055314;3810054120;ПРОМТРАНС, ООО;Прочие
38801607;5401357328;ПРОМТРАНССНАБ, ООО;Прочие
57678928;3812069428;ПРОМТЭК, ООО;Прочие
62447438;7730320990;ПРОМХИМИЯ, ООО;Прочие
96207622;0268041233;ПРОМХИМСЕРВИС, ООО;Прочие
55353725;5726003498;ПРОМЦЕОЛИТ, ОАО;Прочие
60858522;5404391486;ПРОМЦТР, ООО;Прочие
51856317;5260478398;ПРОМЫШЛЕННАЯ ЛОГИСТИКА, ООО;Прочие
32548923;7447245797;ПРОМЫШЛЕННЫЕ АКТИВЫ, ООО;Прочие
55921678;5402076810;ПРОМЭКСПОРТ, ООО;Прочие
35679844;3814038270;ПРОССВЕТ, ООО;Прочие
34743072;1647002617;ПРОТОН, АО;Прочие
10614252;3662061709;ПРОТЭК, ООО;Прочие
98126129;3702512911;ПРОФЕССИОНАЛ, ООО;Прочие
73262280;2511012440;ПРОФИ, ООО;Прочие
40979034;6167195781;ПРОФИКО, ООО;Прочие
34723336;7706462634;ПРОФИЛЬ-М, ООО;Прочие
23920855;5614071789;ПРОФИТ, ООО;Прочие
33703662;5836688501;ПРОФИТ, ООО;Прочие
79956285;1834035813;ПРОФИТ-УДМУРТИЯ, ООО;Прочие
41428017;4316006302;ПРОФЛЕС, ООО;Прочие
63118151;1647014186;ПРОФМАРКЕТ, ООО;Прочие
19164773;1218001124;ПРОФМЕТ, ООО;Прочие
82610538;3706015011;ПРОФМЕТ, ООО;Прочие
37375752;3435112308;ПРОФПОСТАВКА, ООО;Прочие
77622226;3827019733;ПРОФСТАЛЬ, АО;Прочие
5293811;2342005848;ПСЕБАЙСКИЙ ЗСМ, АО;Прочие
75957906;6449033965;ПСК ГЕОДОР, ООО;Прочие
5762016;6027007501;ПСКОВВТОРМЕТ, АО;Прочие
3529994;6027004571;ПСКОВСЕЛЬХОЗСНАБ, АО;Прочие
35481384;7842091989;ПСМ, ООО;Прочие
14097291;2704016699;ПСП ЗАВОД ЖБИ, ООО;Прочие
15979248;9723030229;ПСС-СЕРВИС, ООО;Прочие
49215485;0272922361;ПСТ, ООО;Прочие
76863956;1207007950;ПТИЦЕФАБРИКА АКАШЕВСКАЯ, ООО;Прочие
499442;3917017963;ПТИЦЕФАБРИКА ГУРЬЕВСКАЯ, ООО;Прочие
19546865;7810706887;ПТК ДЕКА, ООО;Прочие
47731260;6441008131;ПТК ХИМПРОДУКТ, ООО;Прочие
5749375;5835014041;ПТПА, АО;Прочие
35696541;2540208590;ПТС, ООО;Прочие
95298278;1832051369;ПТС, ООО;Прочие
25448902;7802656368;ПУЛЬСАР, ООО;Прочие
1060702;7708503727;ПУТЬРЕМ ОАО РЖД, ПМС N 88 ОКТЯБРЬСКОЙ ДИРЕКЦИИ;"ОАО ""РЖД"""
4733320;7708503727;ПУТЬРЕМ ЦДРП ОАО РЖД, ОПЫТНАЯ ПМС N 1 ОКТЯБРЬСКОЙ ДРП;"ОАО ""РЖД"""
32826184;7708503727;ПУТЬРЕМ ЦДРП ОАО РЖД, ПМС N 29 ОКТЯБРЬСКОЙ ДРП;"ОАО ""РЖД"""
1061943;7708503727;ПУТЬРЕМ ЦДРП ОАО РЖД, ПМС N 77 ОКТЯБРЬСКОЙ ДРП;"ОАО ""РЖД"""
92741750;5038086091;ПУШКИНСКАЯ ГРС, ООО;Прочие
35422996;1644093493;ПФ АЛ-МЕТ, ООО;Прочие
5839196;2255004140;ПФ АЛТАЙСКИЙ СТАНДАРТ, ООО;Прочие
44270396;3831003951;ПФК КИРЕНСКЛЕСИНВЕСТ, ООО;"ООО ""ЛЕСРЕСУРС"""
37231645;7713738097;ПФК РЫБИНСККОМПЛЕКС, АО;Прочие
41829689;2536320180;ПФК, АО;Прочие
32214079;2311263285;ПФКО ЭКСПРЕСС, АО;Прочие
43804281;3906389550;ПЯТЫЙ ЭЛЕМЕНТ, АО;Прочие
131446495;110310125721;Павлюк Алексей Сергеевич;Прочие
62023734;253700974795;Павлюк Сергей Валентинович;Прочие
102964432;380106857348;Панков Алексей Викторович;Прочие
195370589;290503221087;Папушин Сергей Альбертович;Прочие
105322334;750600899528;Парфентьева Елена Владимировна;Прочие
80788709;402900484091;Пахарьков Алексей Алексеевич;Прочие
121437183;591705007463;Пашаев Шамамед Ярмамед Оглы;Прочие
1105089;7708503727;Пензенский ОМТО;"ОАО ""РЖД"""
159261775;352605336803;Петряшев Игорь Анатольевич;Прочие
199885486;663204062005;Пименов Андрей Александрович;Прочие
2030143189;301510924049;Плотников Владимир Александрович;Прочие
1090519;7708503727;Полосухинская дистанция пути;"ОАО ""РЖД"""
68972776;430900037109;Поп Николай Николаевич;Прочие
91225469;381709949495;Попов Денис Вячеславович;Прочие
154527084;111300107524;Попов Николай Александрович;Прочие
155001337;290702235856;Порохин Олег Борисович;Прочие
146645626;660101826870;Постовалова Галина Михайловна;Прочие
112346553;433800182500;Потапов Анатолий Дмитриевич;Прочие
89334981;7708503727;Приволжская дирекция по тепловодоснабжению;"ОАО ""РЖД"""
1090206;7708503727;Прокопьевская дистанция пути;"ОАО ""РЖД"""
124698913;272419616169;Пустовалов Виктор Семенович;Прочие
1062635;7708503727;Путьрем ЦДРП ОАО РЖД, ПМС-199 ОКТЯБРЬСКОЙ ДРП;"ОАО ""РЖД"""
173552994;591802119691;Пушкин Сергей Евгеньевич;Прочие
21886344;2466263552;Р-ТРАНС ЛОГИСТИКА, ООО ТК;Прочие
61070368;7802475153;Р.О.С.АЛЬЯНС, ООО;Прочие
16107237;7743215351;Р2, ООО;Прочие
7513263;5835049799;РАДИОЗАВОД, АО;Прочие
76596544;7404075572;РАДУГА ЛОГИСТИКИ, ООО;Прочие
22445808;3461011585;РАДУГА ЦИНК ЛИСТ, ООО;Прочие
61141967;0202007993;РАЕВСАХАР, ООО;Прочие
39284002;2724210020;РАЗВИТИЕ, ООО;Прочие
32239866;2225160303;РАЗДОЛЬЕ, ООО ПК;Прочие
15730193;0278930464;РАЗНОИМПЕКС, ООО;Прочие
