index;Группа груза;Код группы;Груз;Холдинг грузоотправителя;Грузоотправитель;Дорога отправления;Станция отправления;Код ЕСР станции отправления;Дорога назначения;Станция назначения;Код ЕСР станции назначения;КЛЮЧ_КОД_МАРШРУТА;vid;Полигон;Вид сообщения;Род вагона;Тип отправки;Расстояние перевозки (гружёный рейс), км;Расстояние перевозки (порожний рейс), км;Загрузка в вагон, т.;Возврат порожних вагонов,%;Срок доставки, гружёный рейс;Срок доставки,порожний рейс;Срок доставки, погр./выгр.;Ставка на вагон, руб. за вагон в сутки;"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (груженый пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (порожний пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (итого)";Расходы по оплате услуг операторов_2024, руб. за тонну;Расходы на перевалку_2024, руб. за тонну;Акциз/пошлина;Общие транспортные расходы, руб. за тонну ;Себестоимость добычи/производства, руб. т.;Общие расходы, руб. за тонну;Стоимость 1 тонны на рынке, руб./т.;fraht_2024;fraht_2025;fraht_2026;fraht_2027;fraht_2028;fraht_2029;fraht_2030;fraht_2031;fraht_2032;fraht_2033;fraht_2034;fraht_2035;ipem_gr;ipem_pr;key;typical_index;price_coeff_2025;price_coeff_2026;price_coeff_2027;price_coeff_2028;price_coeff_2029;price_coeff_2030;price_coeff_2031;price_coeff_2032;price_coeff_2033;price_coeff_2034;price_coeff_2035;elastic_category
179;Уголь каменный;1;УГОЛЬ СС;"ООО ""МелТЭК""";МЕЛТЭК, ООО;ЗСБ;УГЛЕРОД;86290;ДВС;ХАБАРОВСК 1;97040;86290_97040;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;маршрутная;5 130;5 130;69;;12;13;4;2 470,00;1 583,42;977,58;2 561,00;1 038,12;;;3 599,12;3 342,25;6 941,37;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1373923;26688;Уголь каменныйВнутр. перевозкиВосток;24;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
180;Уголь каменный;1;УГОЛЬ Д;"АО ХК ""СДС-Уголь""";СДС-УГОЛЬ, АО ХК;ЗСБ;МЕРЕТЬ;86220;СКВ;ВЫШСТБЛ-ЭКС;52520;86220_52520;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;4 452;4 452;75;;14;15;4;3 032,00;1 869,75;868,36;2 738,11;1 334,08;872,24;;4 944,43;6 138,59;11 083,02;6895,2;0;0;0;0;0;0;0;0;0;0;0;0;1370974;26688;Уголь каменныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
181;Уголь каменный;1;УГОЛЬ Д;"АО ХК ""СДС-Уголь""";СДС-УГОЛЬ, АО ХК;ЗСБ;ТЕРНТЬЕВСКАЯ;86210;ЮУР;ЭЛЕКТРОСТАН.;80140;86210_80140;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 821;1 821;75;;8;9;4;3 032,00;944,11;539,90;1 484,01;848,96;;;2 332,97;6 138,59;8 471,56;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1371163;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
182;Уголь каменный;1;УГ БУР НЕПОДМОС;"АО ""Русский уголь""";РУССКИЙ УГОЛЬ, АО;КРС;КИЛЬЧУГ;88900;ДВС;ХАБАРОВСК 2;97000;88900_97000;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;маршрутная;4 335;4 335;69;;10;10;4;2 470,00;1 561,43;850,44;2 411,87;859,13;;;3 271,00;459,65;3 730,65;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1367352;26688;Уголь каменныйВнутр. перевозкиВосток;24;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
183;Уголь каменный;1;УГОЛЬ Д;"АО ХК ""СДС-Уголь""";СДС-УГОЛЬ, АО ХК;ЗСБ;МЕРЕТЬ;86220;ВСБ;БАГУЛЬНАЯ;92450;86220_92450;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;1 480;1 480;75;;7;8;4;3 032,00;814,95;488,22;1 303,17;768,11;;;2 071,28;6 138,59;8 209,87;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1368828;26688;Уголь каменныйВнутр. перевозкиВосток;24;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
184;Уголь каменный;1;УГОЛЬ Т;"ООО ""Новая горная управляющая компания""";ТРАНСГРУЗ, ООО;ЗСБ;КИЙЗАК;86480;КРС;ЗЛОБИНО;89180;86480_89180;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;998;998;69;;6;7;4;2 470,00;743,88;385,69;1 129,57;608,55;;;1 738,12;8 811,99;10 550,11;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1365569;26688;Уголь каменныйВнутр. перевозкиВосток;24;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
185;Черные металлы;5;ПРОК ЧЕРМЕТ ПР;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;КБШ;КРУГЛОЕ ПОЛЕ;64840;43860_64840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 705;1 705;66;100%;8;8;4;2 470,00;3 257,64;596,62;3 854,26;748,48;0,00;0,00;4 602,74;38 400,00;43 002,74;60000;0;0;0;0;0;0;0;0;0;0;0;0;1429606;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
186;Черные металлы;5;ПРОК ЧЕРМЕТ ПР;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;ЮУР;ЗЛАТОУСТ;80620;43860_80620;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;2 015;2 015;66;100%;9;9;4;2 470,00;3 662,02;732,90;4 394,92;823,33;0,00;0,00;5 218,25;38 400,00;43 618,25;60000;0;0;0;0;0;0;0;0;0;0;0;0;1429871;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
187;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;ДВС;БЕРКАКИТ;91140;24360_91140;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;6 633;0;45;0%;19;0;4;2 470,00;11 318,82;0,00;11 318,82;1 272,80;0,00;0,00;12 591,62;58 618,00;71 209,62;74200;0;0;0;0;0;0;0;0;0;0;0;0;1420276;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
188;Черные металлы;5;РЕЛЬСЫ НОВ Р-65;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;СКВ;САМУР-ЭКСП;54490;80120_54490;Экспорт;Юг;Экспорт (Юг);Платформы;сцеп вагонов;2 798;2 798;65;100%;16;15;4;2 500,00;5 119,25;715,01;5 834,26;1 346,15;0,00;0,00;7 180,41;59 160,00;66 340,41;68000;0;0;0;0;0;0;0;0;0;0;0;0;1405723;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
189;Черные металлы;5;РЕЛЬСЫ НОВ Р-65;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;МСК;КРАСНОЕ-ЭКСП;17140;80120_17140;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Платформы;сцеп вагонов;2 476;2 476;65;100%;14;13;4;2 500,00;4 621,49;667,82;5 289,31;1 192,31;0,00;0,00;6 481,62;59 160,00;65 641,62;68000;0;0;0;0;0;0;0;0;0;0;0;0;1430066;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
190;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;КРС;БАЗАИХА;89210;59220_89210;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Прочие;контейнерная;4 113;0;57;0%;13;0;4;1 623,00;3 107,75;0,00;3 107,75;484,05;0,00;0,00;3 770,75;27 889,28;31 660,03;50500;0;0;0;0;0;0;0;0;0;0;0;0;1434869;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
191;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""ПМХ""";ТУЛАЧЕРМЕТ, АО;МСК;ПРИСАДЫ;21190;ГОР;НАВАШИНО;24360;21190_24360;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;480;0;69;0%;5;0;4;2 470,00;922,68;0,00;922,68;322,17;0,00;0,00;1 244,85;27 645,00;28 889,85;29100;0;0;0;0;0;0;0;0;0;0;0;0;1404520;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
192;Черные металлы;5;КОЛЕСА ВАГ НОВ;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;ЗСБ;АЛТАЙСКАЯ;84000;24360_84000;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;3 052;0;65;0%;11;0;4;2 470,00;4 844,66;0,00;4 844,66;570,00;0,00;0,00;5 414,66;142 990,00;148 404,66;181000;0;0;0;0;0;0;0;0;0;0;0;0;1423228;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
193;Черные металлы;5;ТРУБЫ МЕТ ПР;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;СВР;КОГАЛЫМ;79820;24360_79820;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;2 537;2 537;45;100%;10;10;4;2 470,00;5 547,31;1 013,36;6 560,67;1 328,14;0,00;0,00;7 888,81;52 535,00;60 423,81;66500;0;0;0;0;0;0;0;0;0;0;0;0;1417548;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
194;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"АО ""ОМК""";ВМЗ, АО;ГОР;НАВАШИНО;24360;ВСБ;ЛЕНА;92710;24360_92710;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;4 785;0;45;0%;15;0;4;2 470,00;9 443,33;0,00;9 443,33;1 051,44;0,00;0,00;10 494,77;58 618,00;69 112,77;74200;0;0;0;0;0;0;0;0;0;0;0;0;1420234;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
195;Черные металлы;5;РЕЛЬСЫ НОВ Р-65;"ПАО ""Мечел""";ЧМК, ПАО;ЮУР;МЕТАЛЛУРГИЧ.;80120;МСК;КРАСНОЕ-ЭКСП;17140;80120_17140;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Платформы;группа вагонов;2 529;2 529;65;100%;14;13;4;2 500,00;4 507,54;650,31;5 157,85;1 195,18;0,00;0,00;6 353,03;59 160,00;65 513,03;68000;0;0;0;0;0;0;0;0;0;0;0;0;1430066;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
196;Черные металлы;5;СТАЛЬ ЛИСТ ТРАН;"ПАО ""НЛМК""";ВИЗ-СТАЛЬ, ООО;СВР;ЕКАТЕРИН-ТОВ;78030;ДВС;М.ЧУРКИН-ЭКС;98090;78030_98090;Экспорт;Восток;Экспорт (Восток);Прочие;контейнерный поезд;7 510;0;66;0%;20;0;4;1 623,00;3 658,88;0,00;3 658,88;590,18;727,27;0,00;5 194,52;27 889,28;33 083,79;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1436408;26688;Черные металлыЭкспортВосток;0;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
197;Черные металлы;5;ЗАГОТ Д/ПЕР РЯД;"ООО УК ""Металлоинвест""";ФЕРМЕТТОРГ, ООО;ЮВС;КОТЕЛ;43860;ПРВ;ОЗИНКИ-Э-РОС;62850;43860_62850;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;1 133;1 133;67;100%;7;6;4;2 470,00;2 392,85;457,24;2 850,09;626,72;0,00;0,00;3 476,81;24 271,10;27 747,91;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405445;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
198;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;МСК;ЗЛЫНКА-ЭКСП;20120;30250_20120;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;контейнерная;1 292;0;63;0%;10;0;4;1 623,00;1 178,48;0,00;1 178,48;360,67;0,00;0,00;1 672,48;30 175,28;31 847,76;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1433500;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
199;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""ММК""";ММК, ПАО;ЮУР;МАГНИТОГ-ГР;81760;ДВС;УГОЛЬНАЯ;98210;81760_98210;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;группа вагонов;7 752;7 752;64;100%;21;21;4;2 470,00;4 681,52;1 528,92;6 210,44;1 775,31;0,00;0,00;7 985,75;34 290,09;42 275,85;50500;0;0;0;0;0;0;0;0;0;0;0;0;1435582;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
200;Черные металлы;5;КРЕМНИЙ КРИСТАЛ;ОК РУСАЛ;КРЕМНИЙ, АО;ВСБ;ГОНЧАРОВО;93290;КРС;КАМЫШТА;88760;93290_88760;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Прочие;контейнерная;1 410;0;56;0%;7;0;4;1 623,00;1 190,29;0,00;1 190,29;318,80;0,00;0,00;1 626,95;77 616,00;79 242,95;100800;0;0;0;0;0;0;0;0;0;0;0;0;1054665;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
201;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;ОКТ;НОВ.ПОРТ-ЭКС;3590;59220_3590;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Прочие;контейнерная;1 546;0;57;0%;8;0;4;1 623,00;1 495,58;0,00;1 495,58;341,68;715,79;0,00;2 679,37;27 889,28;30 568,64;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1405793;26688;Черные металлыЭкспортСеверо-Запад;201;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
202;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""НЛМК""";НЛМК, ПАО;ЮВС;НОВОЛИПЕЦК;59220;СКВ;ТУАПСЕ-СОР-Э;53310;59220_53310;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;1 315;1 315;65;100%;7;7;4;2 470,00;2 775,08;514,66;3 289,74;684,00;1 100,00;0,00;5 073,74;27 889,28;32 963,02;40940,25;0;0;0;0;0;0;0;0;0;0;0;0;1405797;26688;Черные металлыЭкспортЮг;261;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
203;Черные металлы;5;ЗАГОТ Д/ПЕР КАЧ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ОКТ;КОЛПИНО;3160;30250_3160;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;маршрутная;475;0;64;0%;4;0;4;2 470,00;1 121,81;0,00;1 121,81;308,75;0,00;0,00;1 430,56;25 029,58;26 460,14;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405396;26688;Черные металлыВнутр. перевозкиСеверо-Запад;203;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
204;Черные металлы;5;ЗАГОТ СТ ПР;"ООО УК ""УРАЛЬСКАЯ СТАЛЬ""";УРАЛЬСКАЯ СТАЛЬ, АО;ЮУР;НОВОТРОИЦК;81420;ГОР;НАВАШИНО;24360;81420_24360;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 517;0;61;0%;7;0;4;2 470,00;3 098,16;0,00;3 098,16;445,41;0,00;0,00;3 543,57;29 580,41;33 123,98;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405711;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
205;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ВСБ;ИРКУТСК-ПАСС;93010;30250_93010;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Прочие;контейнерная;4 991;0;63;0%;16;0;4;1 623,00;3 048,60;0,00;3 048,60;515,24;0,00;0,00;3 754,32;30 175,28;33 929,60;50500;0;0;0;0;0;0;0;0;0;0;0;0;1433119;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
206;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;КБШ;КРУГЛОЕ ПОЛЕ;64840;30250_64840;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 320;1 320;65;100%;7;7;4;2 470,00;2 695,69;539,99;3 235,68;684,00;0,00;0,00;3 919,68;30 175,28;34 094,96;50500;0;0;0;0;0;0;0;0;0;0;0;0;1433359;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
207;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ГОР;ЙОШКАР-ОЛА;25240;30250_25240;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 331;1 331;65;100%;7;7;4;2 470,00;2 695,69;538,99;3 234,68;684,00;0,00;0,00;3 918,68;30 175,28;34 093,96;50500;0;0;0;0;0;0;0;0;0;0;0;0;1433162;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
208;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;ОКТ;КОЛПИНО;3160;СВР;КОРОТЧ(СТР);79860;3160_79860;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Прочие;повагонная;3 754;3 754;54;100%;15;15;4;2 500,00;9 134,13;6 069,63;15 203,76;1 577,40;0,00;0,00;16 781,16;48 972,00;65 753,16;74200;0;0;0;0;0;0;0;0;0;0;0;0;1420965;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
209;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;ОКТ;КОЛПИНО;3160;ЗСБ;ТОМСК-ГРУЗ.;87430;3160_87430;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Прочие;повагонная;3 937;3 937;54;100%;14;14;4;2 500,00;9 566,63;6 388,37;15 955,00;1 484,62;0,00;0,00;17 439,62;48 972,00;66 411,62;74200;0;0;0;0;0;0;0;0;0;0;0;0;1420880;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
210;Черные металлы;5;СТАЛЬ ЛИСТ ПР;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;СЕВ;ЧЕРЕПОВЕЦ 2;30250;ПРВ;ВОЛЖСКИЙ;61040;30250_61040;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 657;1 657;65;100%;8;8;4;2 470,00;3 174,62;591,47;3 766,09;760,00;0,00;0,00;4 526,09;30 175,28;34 701,37;50500;0;0;0;0;0;0;0;0;0;0;0;0;1433756;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
211;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"ПАО ""СЕВЕРСТАЛЬ""";СЕВЕРСТАЛЬ, ПАО;ОКТ;КОЛПИНО;3160;СВР;ПРИОБЬЕ;77940;3160_77940;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Прочие;повагонная;2 731;2 731;54;100%;12;12;4;2 500,00;7 107,94;4 578,69;11 686,63;1 299,04;0,00;0,00;12 985,67;48 972,00;61 957,67;74200;0;0;0;0;0;0;0;0;0;0;0;0;1420942;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
212;Черные металлы;5;ЗАГОТ Д/ПЕР РЯД;"ООО УК ""Металлоинвест""";ОЭМК ИМ. А.А. УГАРОВА, АО;ЮВС;КОТЕЛ;43860;СКВ;АБИНСКАЯ;52350;43860_52350;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 171;1 171;67;100%;6;6;4;2 470,00;2 295,48;477,73;2 773,21;589,85;0,00;0,00;3 363,06;24 271,10;27 634,16;37923,6;0;0;0;0;0;0;0;0;0;0;0;0;1405452;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
213;Черные металлы;5;ЧУГУН ПЕР РЯД;"ООО УК ""ПМХ""";ТУЛАЧЕРМЕТ, АО;МСК;ПРИСАДЫ;21190;СВР;РЕВДА;78140;21190_78140;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;маршрутная;1 792;1 792;69;100%;6;6;4;2 470,00;2 114,09;509,72;2 623,81;572,75;0,00;0,00;3 196,56;27 645,00;30 841,56;29100;0;0;0;0;0;0;0;0;0;0;0;0;1404556;26688;Черные металлыВнутр. перевозкиЮг;278;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
214;Черные металлы;5;ТРУБЫ СТ БОЛЬШ;"ПАО ""ТМК""";ВТЗ, АО;ПРВ;ТРУБНАЯ;61010;ЗАБ;СИВАКИ;95300;61010_95300;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;повагонная;7 617;0;54;0%;21;0;4;2 470,00;10 562,81;0,00;10 562,81;1 143,92;0,00;0,00;11 706,73;69 006,00;80 712,73;74200;0;0;0;0;0;0;0;0;0;0;0;0;1421014;26688;Черные металлыВнутр. перевозкиВосток;221;1;1;1;1;1;1;1;1;1;1;1;Черные металлы
