Код;Наименование;Код группы груза
721643;ФОРМАЛЬГЛИКОЛЬ (1,3-ДИОКСОЛАН);10
721662;ЦИКЛОГЕКСАНОЛ;10
721677;ЭТИЛЕНГЛИКОЛЬ (ЭТАНДИОЛ);10
721681;ЭТИЛКАРБИТОЛ;10
722006;ФЕНОЛЫ, ФЕНОЛОСПИРТЫ И ИХ ПРОИЗВОДНЫЕ;10
722010;АЛКИЛФЕНОЛ;10
722025;ДИКРЕЗОЛ;10
722035;АГИДОЛ;10
722044;ДИФЕНИЛОЛ ПРОПАН;10
722059;КРЕОЛИН;10
722063;КСИЛЕНОЛ ТЕХНИЧЕСКИЙ;10
722078;"ЛИЗОЛ САНИТАРНЫЙ ""АЛКИЛИН""";10
722082;ЛИЗОЛ;10
722097;МАСЛО ФЕНОЛЬНОЕ;10
722101;МОНОАЛКИЛФЕНОЛЫ;10
722129;ПЕНТАХЛОРФЕНОЛ;10
722133;4-ПЕНТЕНОЛ;10
722148;ПИРРОГАЛЛОЛ;10
722152;ТРИКРЕЗОЛ;10
722167;ФЕНОЛ РАСПЛАВЛЕННЫЙ;10
722171;ФЕНОЛОСПИРТЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
722186;ФЕНОЛКСИМЕТАНОЛ;10
722190;ФЕНОЛ (КИСЛОТА КАРБОЛОВАЯ, ОКСИБЕНЗОЛ, КАРБОЛКА ЧЕРНАЯ) РАСТВОР;10
722203;ФЕНОЛ ТВЕРДЫЙ;10
722218;ФЕНОЛЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
722222;ФЕНОЛЯТЫ;10
722237;ФРАКЦИЯ ФЕНОЛЬНАЯ;10
722241;ХЛОРАМИНОФЕНОЛ;10
722256;2-ХЛОРФЕНОЛ;10
723009;АЛЬДЕГИДЫ, КЕТОНЫ И АНГИДРИДЫ;10
723013;АЛЬДЕГИД АКРИЛОВЫЙ (АКРОЛЕИН), ИНГИБИРОВАННЫЙ;10
723028;АЛЬДЕГИД ГЛУТАРОВЫЙ, ВОДНЫЙ РАСТВОР;10
723032;АЛЬДЕГИД КРОТОНОВЫЙ;10
723047;АЛЬДЕГИД МАСЛЯНЫЙ (БУТАНАЛЬ);10
723051;АЛЬДЕГИДЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
723066;АНГИДРИД МАЛЕИНОВЫЙ;10
723070;АНГИДРИД УКСУСНЫЙ;10
723085;АНГИДРИД ФТАЛЕВЫЙ ТЕХНИЧЕСКИЙ;10
723098;АЦЕТАЛЬДЕГИД (ЭТАНАЛЬ, АЛЬДЕГИД УКСУСНЫЙ);10
723102;АЦЕТОН (ПРОПАНОН);10
723121;БРОМАЦЕТОН;10
723136;ГЛИОКСАЛЬ (ДИФОРМИЛ);10
723140;ДИИЗОБУТИЛКЕТОН;10
723164;ДИКЕТЕН ИНГИБИРОВАННЫЙ;10
723174;ИЗОФОРОН;10
723189;МЕТИЛАЛЬ;10
723193;МЕТИЛИЗОБУТИЛКЕТОН;10
723206;N-МЕТИЛПИРРОЛИДОН;10
723210;МЕТИЛЭТИЛКЕТОН (БУТАНОН);10
723225;МОНОМЕРЫ ФУРФУРОЛЬНО-АЦЕТОНОВЫЕ ФА И ФАМ;10
723230;ПАРАЛЬДЕГИД;10
723244;ПАРАФОРМАЛЬДЕГИД;10
723259;МОНОМЕРЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
723263;ФОРМАЛИН (ФОРМАЛЬДЕГИД РАСТВОРЫ);10
723278;ФОРМАЛЬДЕГИД-РАСТВОРЫ ЛЕГКОВОСПЛАМЕНЯЮЩИЕСЯ;10
723282;ФРАКЦИЯ ЭФИРОАЛЬДЕГИДНАЯ;10
723297;ХЛОРАЛЬ БЕЗВОДНЫЙ ИНГИБИРОВАННЫЙ;10
723307;ХЛОРБЕНЗАЛЬХЛОРИД (ПАРА-);10
723314;ЦИКЛОГЕКСАНОН;10
724001;КИСЛОТЫ ОРГАНИЧЕСКИЕ И ИХ СОЛИ;10
724016;БЕНЗОЛСУЛЬФОКИСЛОТА;10
724020;ВОДНЫЙ СЛОЙ ДИКАРБОНОВЫХ КИСЛОТ;10
724035;КАЛИЯ АЦЕТАТ (КАЛИЙ УКСУСНОКИСЛЫЙ);10
724040;КИСЛОТА 1-ОКСИЭТИЛИДЕНДИФОСФОНОВАЯ, РАСТВОР (ОЭДФ-1);10
724054;КИСЛОТА АДИПИНОВАЯ;10
724069;КИСЛОТА АКРИЛОВАЯ (ПРОПЕНОВАЯ);10
724073;КИСЛОТА ИЗОФТАЛЕВАЯ;10
724088;КИСЛОТА МАЛЕИНОВАЯ;10
724092;КИСЛОТА МЕТАКРИЛОВАЯ ИНГИБИРОВАННАЯ;10
724105;КИСЛОТА МОНОХЛОРУКСУСНАЯ;10
724117;КИСЛОТА МУРАВЬИНАЯ (МЕТАНОВАЯ);10
724124;КИСЛОТА НАФТЕНОВАЯ;10
724139;КИСЛОТА НИТРИЛАКРИЛОВАЯ;10
724143;КИСЛОТА НИТРИЛОТРИМЕТИЛ-ФОСФОНОВАЯ;10
724158;КИСЛОТА ОЛЕИНОВАЯ (ОЛЕИН);10
724162;КИСЛОТА ПРОПИОНОВАЯ (ПРОПАНОВАЯ);10
724177;КИСЛОТА САЛИЦИЛОВАЯ;10
724181;КИСЛОТА СТЕАРИНОВАЯ (СТЕАРИН);10
724196;КИСЛОТА ТРИХЛОРУКСУСНАЯ;10
724209;КИСЛОТА УКСУСНАЯ КОНЦЕНТРАЦИИ БОЛЕЕ 80% ПО МАССЕ;10
724213;КИСЛОТА УКСУСНАЯ, РАСТВОР КОНЦЕНТРАЦИИ БОЛЕЕ 10%, НО НЕ БОЛЕЕ 80%;10
724228;КИСЛОТА ХЛОРУКСУСНАЯ ТВЕРДАЯ;10
724232;КИСЛОТА ЩАВЕЛЕВАЯ (ЭТАНДИОВАЯ);10
724247;КИСЛОТА ЭТИЛСЕРНАЯ;10
724251;КИСЛОТЫ ДИХЛОРКАРБОНОВЫЕ;10
724266;КИСЛОТЫ ЖИРНЫЕ СИНТЕТИЧЕСКИЕ;10
724270;КИСЛОТЫ ОРГАНИЧЕСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
724285;"КОНСЕРВАНТ ""СИЛОБЕН"" (ВОДНЫЙ РАСТВОР БЕНЗОАТА НАТРИЯ)";10
724293;КОНТАКТ ПЕТРОВА (СУЛЬФОКИСЛОТЫ), ВОДНЫЙ РАСТВОР;10
724302;МЕТИЛАТ НАТРИЯ (МЕТАНОЛЬНЫЙ РАСТВОР);10
724317;НАТРИЯ АЦЕТАТ (НАТРИЙ УКСУСНОКИСЛЫЙ);10
724321;НАТРИЯ ХЛОРАЦЕТАТ (НАТРИЙ МОНОХЛОРУКСУСНЫЙ);10
724336;НАТРИЯ ФОРМИАТ (НАТРИЙ МУРАВЬИНОКИСЛЫЙ);10
724340;СВИНЦА СТЕАРАТ (СВИНЕЦ СТЕАРИНОВОКИСЛЫЙ);10
724360;СОЛИ МУРАВЬИНОКИСЛЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
724374;СОЛИ ОРГАНИЧЕСКИХ КИСЛОТ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
724389;СОЛИ УКСУСНОЙ КИСЛОТЫ (АЦЕТАТЫ), НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
724393;ТРИХЛОРАЦЕТАТ НАТРИЯ;10
724406;ХРОМ УКСУСНОКИСЛЫЙ;10
724410;ИФХАНОЛ-2Т;10
724436;КОМПОЗИЦИЯ ДПФ-1, ИНГИБИРОВАННАЯ;10
724444;ИНКРЕДОЛ;10
725004;ЭФИРЫ И АЦЕТАЛИ;10
725019;АМИЛАЦЕТАТ;10
725023;АЦЕТАЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
725038;АЦЕТИЛЦЕЛЛЮЛОЗА;10
725042;АЦЕТОПРОПИЛАЦЕТАТ;10
725057;БЕНЗИЛАЦЕТАТ;10
725061;БУТИЛАКРИЛАТ ИНГИБИРОВАННЫЙ;10
725076;БУТИЛАЦЕТАТ;10
725080;БУТИЛЛАКТАТ;10
725095;БУТИЛМЕТАКРИЛАТ ИНГИБИРОВАННЫЙ;10
725108;БУТИЛЦЕЛЛОЗОЛЬВ;10
725112;ВИНИЛАЦЕТАТ ИНГИБИРОВАННЫЙ;10
725127;ДИМЕТИЛСУЛЬФАТ;10
725131;ДИМЕТИЛСУЛЬФИТ;10
725146;ЖИДКОСТИ ГИДРОТОРМОЗНЫЕ БСК И ЭСК;10
725150;ИЗОБУТИЛАЦЕТАТ;10
725165;ИЗОБУТИЛМЕТАКРИЛАТ;10
725170;ИЗОПРОПИЛАЦЕТАТ;10
725184;ИЗОПРОПИЛНИТРАТ;10
725199;КОЛЛОКСИЛИН (НИТРОЦЕЛЛЮЛОЗА);10
725201;КСАНТОГЕНАТ КАЛИЯ БУТИЛОВЫЙ;10
725216;ЛАПРОЛЫ;10
725220;МЕТИЛАКРИЛАТ ИНГИБИРОВАННЫЙ;10
725235;МЕТИЛАЦЕТАТ;10
725246;МЕТИЛМЕТАКРИЛАТ ИНГИБИРОВАННЫЙ;10
725254;МЕТИЛСАЛИЦИЛАТ;10
725269;МЕТИЛФОРМИАТ;10
725273;МЕТИЛЦИКЛОГЕКСИЛАЦЕТАТ;10
725288;НАФТОКСОЛ-7С;10
725292;НИТРОЦЕЛЛЮЛОЗА, СОДЕРЖАЩАЯ ВОДУ (НЕ МЕНЕЕ 25% ПО МАССЕ);10
725305;НИТРОЦЕЛЛЮЛОЗА, СО-ДЕРЖАЩАЯ ПЛАСТИФИ-ЦИРУЮЩИЕ ВЕЩЕСТВА (НЕ МЕНЕЕ 18% ПЛАСТИФИ-ЦИРУЮЩЕГО ВЕЩЕСТВА ПО МАССЕ), И НЕ БОЛЕЕ 12,6% АЗОТА НА СУХУЮ МАССУ;10
725312;НИТРОЦЕЛЛЮЛОЗА, СОДЕРЖАЩАЯ СПИРТ (НЕ МЕНЕЕ 25% СПИРТА ПО МАССЕ), И НЕ БОЛЕЕ 12,6% АЗОТА НА СУХУЮ МАССУ;10
725324;ОКТИЛАЦЕТАТ;10
725339;ПОЛИЭФИРЫ;10
725343;Н-ПРОПИЛАЦЕТАТ;10
725362;ЭТИЛАЦЕТАТ;10
725377;ЭТИЛСУЛЬФАТ;10
725381;ЭТИЛЦЕЛЛЮЛОЗА;10
725396;ЭФИР 2,2-ДИХЛОРДИЭТИЛОВЫЙ (ХЛОРЕКС);10
725409;ЭФИР N2;10
725413;ЭФИР БУТИЛОВЫЙ;10
725428;ЭФИР ВИНИЛ-Н-БУТИЛОВЫЙ;10
725432;ЭФИР ДИМЕТИЛОВЫЙ;10
725447;ЭФИР ДИМЕТИЛОВЫЙ ПЕРФТОРПРОБКОВОЙ КИСЛОТЫ;10
725451;ЭФИР ДИМЕТИЛОВЫЙ ПЕРФТОРАДИПИНОВОЙ КИСЛОТЫ;10
725466;ЭФИР ДИХЛОРИЗОПРОПИЛОВЫЙ;10
725470;ЭФИР ДИЭТИЛОВЫЙ (ЭФИР ЭТИЛОВЫЙ);10
725485;ЭФИР МЕТИЛОВЫЙ;10
725499;ЭФИР МЕТИЛОВЫЙ АЦЕТОУКСУСНОЙ КИСЛОТЫ;10
725502;ЭФИР МЕТИЛТРЕТБУТИЛОВЫЙ (МТБЭ);10
725517;ЭФИР МОНОМЕТИЛОВЫЙ ЭТИЛЕНГЛИКОЛЯ (МЕТИЛЦЕЛЛОЗОЛЬВ);10
725521;ЭФИР МОНОХЛОРДИМЕТИЛОВЫЙ;10
725536;ЭФИР ПЕРФТОРДИБУТИЛОВЫЙ;10
725540;ЭФИР ПЕТРОЛЕЙНЫЙ;10
725555;ЭФИР ХЛОРДИМЕТИЛОВЫЙ;10
725565;ЭФИРЫ МЕТИЛОВЫЕ СИНТЕТИЧЕСКИХ ЖИРНЫХ КИСЛОТ ФРАКЦИИ С10-С18;10
725574;ЭФИРЫ МЕТИЛОВЫЕ СИНТЕТИЧЕСКИХ ЖИРНЫХ КИСЛОТ ФРАКЦИИ С7-С9;10
725589;ЭФИРЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
725593;ЭФИР МОНОЭТИЛОВЫЙ ЭТИЛЕНГЛИКОЛЯ (ЭТИЛЦЕЛЛОЗОЛЬВ);10
725606;КСАНТОГЕНАТ КАЛИЯ ЭТИЛОВЫЙ;10
725610;КСАНТОГЕНАТЫ ЖИДКИЕ;10
725625;КСАНТОГЕНАТЫ ТВЕРДЫЕ;10
725631;ЖИДКОСТЬ ГИДРАВЛИЧЕСКАЯ ГЖ-ФК;10
725644;КОМПОНЕНТ А-391;10
725659;ЛАУРОКС-9;10
725663;ОКСАНОЛЫ;10
725678;ОЛЕОКСЫ;10
725682;СИНТАНОКС;10
725697;СИНТАНОЛЫ;10
725708;АЛКИЛСУЛЬФОНАТ;10
726007;ОКСИДЫ, ПЕРОКСИДЫ;10
726011;ГИДРОПЕРОКСИД КУМИЛА (ГИПЕРИЗ);10
726026;ГИДРОПЕРОКСИД ТРЕТИЧНОГО БУТИЛА;10
726030;ДИОКСАН;10
726045;ДИФЕНИЛОКСИД;10
726056;ОКСИД АЛКИЛДИМЕТИЛАМИНА;10
726064;ОКСИД МЕЗИТИЛА;10
726079;ОКСИД ПРОПИЛЕНА (МЕТИЛОКСИРАН);10
726083;ОКСИД ЭТИЛЕНА (ОКСИРАН);10
726098;ПЕРОКСИД АЦЕТИЛА НЕ БОЛЕЕ 27% В РАСТВОРЕ;10
726100;ПЕРОКСИД БЕНЗОИЛА;10
726115;ПЕРОКСИД ДИКУМИЛА (ПАСТА ФЛЕГМАТИЗИРОВАННАЯ, ПОРОШОК УВЛАЖНЕННЫЙ);10
726122;ПЕРОКСИД ДИТРЕТБУТИЛА;10
726134;ПЕРОКСИД ЛАУРОИЛА;10
726149;ПЕРОКСИД МЕТИЛЭТИЛКЕТОНА;10
726153;ПЕРОКСИД ТРЕТБУТИЛАБЕНЗОИЛА, РАСТВОР;10
726168;ПЕРОКСИДЫ ФРАКЦИИ ЖИРНЫХ КИСЛОТ В МАСЛЕ;10
726172;ПЕРОКСИДЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
726187;ПОЛИЭТИЛЕНОКСИД ПЭО-С;10
726191;ЭПИХЛОРГИДРИН;10
730002;АЗОТСОДЕРЖАЩИЕ ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ АМИНЫ, АМИДЫ И ИХ ПРОИЗВОДНЫЕ;10
731005;;10
731011;1-(2-АМИНОЭТИЛ), ПИПЕРАЗИН;10
731024;АКРИЛАМИД;10
731039;АМИНОНАФТОЛ;10
731043;АМИНЫ С17-С20 КУБОВЫЕ;10
731058;АМИНЫ С17-С20 ПЕРВИЧНЫЕ;10
731062;АМИНЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
731077;АНИЗИДИН (АМИНОАНИЗОЛ);10
731081;ГЕКСАМЕТИЛЕНДИАМИН, ВОДНЫЙ РАСТВОР;10
731096;ГЕКСАМЕТИЛЕНТЕТРАМИН (УРОТРОПИН), ВОДНЫЙ РАСТВОР;10
731109;ГЕКСАХЛОРМЕЛАМИН, ФЛЕГМАТИЗИРОВАННЫЙ;10
731113;ДИИЗОПРОПАНОЛАМИН;10
731128;ДИИЗОПРОПИЛАМИН;10
731132;ДИМЕТИЛЭТАНОЛАМИН;10
731151;ДИМЕТИЛАМИН, ВОДНЫЙ РАСТВОР;10
731166;N,N-ДИМЕТИЛАЦЕТАМИД;10
731170;N,N-ДИМЕТИЛФОРМАМИД;10
731185;ДИПРОКСАМИН;10
731198;ДИПРОКСАМИН, РАСТВОР В МЕТАНОЛЕ;10
731202;ДИФЕНИЛАМИН;10
731217;ДИХЛОРАМИНЫ;10
731221;ДИЦИАНДИАМИД;10
731236;ДИЦИКЛОГЕКСИЛАМИН;10
731240;ДИЭТАНОЛАМИН;10
731255;ДИЭТИЛЕНТРИАМИН;10
731264;ДИЭТИЛЭТАНОЛАМИН;10
731274;ЛИЗИН;10
731289;МЕЛАМИН;10
731293;МЕТИЛАМИН (МОНО-), БЕЗВОДНЫЙ;10
731306;МЕТИЛАМИН (МОНО-), ВОДНЫЙ РАСТВОР;10
731310;МЕТИЛДИЭТАНОЛАМИН;10
731325;МОНОИЗОПРОПИЛАМИН;10
731330;МОНОХЛОРАМИН ХБ, Б,Т;10
731344;МОНОЭТАНОЛАМИН;10
731359;ЭТИЛАМИН (МОНО-), БЕЗВОДНЫЙ;10
731363;ДИЭТИЛАМИН;10
731378;НАФТИЛАМИН;10
731382;ПАРААМИНОДИФЕНИЛАМИН (ПАДФА);10
731397;ПОЛИЭТИЛЕНПОЛИАМИНЫ;10
731407;ПРОДУКТ С-789 (N-АЛКИЛ-N-ФЕНИЛПАРАФЕНИЛЕНДИАМИН);10
731414;ПРОКСАМИН, ВОДНОМЕТАНОЛЬНЫЙ РАСТВОР;10
731433;ПРОПИЛАМИН;10
731448;ТРИМЕТИЛАМИН БЕЗВОДНЫЙ;10
731452;ТРИМЕТИЛАМИН, ВОДНЫЙ РАСТВОР С МАССОВОЙ ДОЛЕЙ НЕ БОЛЕЕ 50%;10
731467;ТРИЭТАНОЛАМИН;10
731471;ТРИЭТИЛАМИН;10
731486;ТРИЭТИЛЕНТЕТРАМИН;10
731490;ФЛОТАМИН;10
731503;ФЕНЕТИДИНЫ;10
731518;ЦИКЛОГЕКСИЛАМИН;10
731522;ЭТИЛАМИН, ВОДНЫЙ РАСТВОР;10
731537;ЭТИЛЕНДИАМИН;10
731541;ХИНОЛИН;10
731556;ПРОДУКТ АГМ-9;10
732008;НИТРОСОЕДИНЕНИЯ;10
732012;АДИПОДИНИТРИЛ;10
732027;АМИЛНИТРАТ;10
732031;АЦЕТОНИТРИЛ ТЕХНИЧЕСКИЙ;10
732046;ГУАНИДИН АЗОТНОКИСЛЫЙ (ГУАНИДИНА НИТРАТ);10
732050;ДИАЗОДИМЕТИЛАНИЛИН;10
732065;ДИАЗОДИЭТИЛАНИЛИН;10
732074;ДИНИТРОКСИЛОЛ;10
732084;ДИНИТРОНАФТАЛИН;10
732099;ДИНИТРОТОЛУОЛЫ;10
732101;НИТРОЛИГНИН;10
732116;НИТРОНАФТАЛИН;10
732120;НИТРОПРОПАН;10
732135;НИТРОФЕН;10
732140;НИТРОХЛОРАНИЛИН;10
732154;НИТРОЭТАН;10
732169;НИТРОТОЛУОЛЫ;10
732173;НИТРИЛ АКРИЛОВОЙ КИСЛОТЫ (АКРИЛОНИТРИЛ), ИНГИБИРОВАННЫЙ;10
732188;ХЛОРНИТРОБЕНЗОЛЫ;10
732192;N-ЭТИЛАНИЛИН (МОНОЭТИЛАНИЛИН, ЭКСТРАЛИН);10
740004;КРЕМНИЙСОДЕРЖАЩИЕ И ПРОЧИЕ ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ;10
741007;ХЛОРСИЛАНЫ;10
741026;ВИНИЛТРИХЛОРСИЛАН;10
741030;ДИМЕТИЛДИХЛОРСИЛАН;10
741050;ДИМЕТИЛХЛОРМЕТИЛХЛОРСИЛАН;10
741064;ДИМЕТИЛХЛОРСИЛАН;10
741079;ДИЭТИЛДИХЛОРСИЛАН;10
741083;МЕТИЛ (2-ЦИАНЭТИЛ) ДИХЛОРСИЛАН;10
741100;МЕТИЛВИНИЛДИХЛОРСИЛАН;10
741115;МЕТИЛДИФЕНИЛХЛОРСИЛАН;10
741127;МЕТИЛДИХЛОРСИЛАН;10
741149;МЕТИЛТРИХЛОРСИЛАН;10
741153;МЕТИЛФЕНИЛДИХЛОРСИЛАН;10
741168;МЕТИЛХЛОРМЕТИЛДИХЛОРСИЛАН;10
741172;МЕТИЛХЛОРСИЛАН;10
741187;СЛАВСИЛАН;10
741191;ТЕТРАЭТОКСИСИЛАН (ЭТИЛСИЛИКАТ), ТЕХНИЧЕСКИЙ;10
741204;ТРИМЕТИЛХЛОРСИЛАН;10
741219;ТРИФЕНИЛХЛОРСИЛАН;10
741223;ТРИХЛОРСИЛАН;10
741242;ТРИЭТИЛХЛОРСИЛАН;10
741257;ФЕНИЛТРИХЛОРСИЛАН;10
741261;ФЕНИЛХЛОРСИЛАН;10
741280;ХЛОРСИЛАНЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
741295;ЦИАНЭТИЛТРИХЛОРСИЛАН;10
741308;ЭТИЛДИХЛОРСИЛАН;10
741327;ЭТИЛТРИХЛОРСИЛАН;10
741331;ЭТИЛФЕНИЛДИХЛОРСИЛАН;10
741346;ЭТИЛХЛОРСИЛАН;10
741350;ЖИДКОСТИ КРЕМНИЙ-ОРГАНИЧЕСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
742003;ПРОЧИЕ ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ;10
742014;АЦЕТОНЦИАНГИДРИН;10
742029;БУТИРОЛАКТОН;10
742033;1,6-ГЕКСАМЕТИЛЕН-ДИИЗОЦИАНАТ;10
742048;ГОМОСЕРИН А;10
742052;ДИМЕТИЛВИНИЛКАРБИНОЛ;10
742067;ДИМЕТИЛСУЛЬФИД ТЕХНИЧЕСКИЙ УЛУЧШЕННЫЙ;10
742086;ДИМЕТИЛФОСФИТ;10
742090;ДИФЕНИЛ;10
742118;ДОДЕЦИЛМЕРКАПТАН ТРЕТИЧНЫЙ;10
742122;ЖЕЛЕЗО КАРБОНИЛЬНОЕ;10
742137;ЖИДКОСТЬ ЭТИЛОВАЯ;10
742156;КСИЛИТАН;10
742175;НАТРИЙ-ИХТИОЛ;10
742180;НАТРИЯ МЕТИЛАТ-МЕТАНОЛЬНЫЙ РАСТВОР;10
742194;НАФТАМ-2;10
742207;НЕРОЗИН;10
742211;ОДОРАНТ СПМ;10
742226;ОКСИФОС Б;10
742230;ОСНОВА АГМ-10 ДЛЯ КОНЦЕНТРАТА ВИНИПОЛА;10
742245;ПЕНТАХЛОРФЕНОЛЯТ НАТРИЯ;10
742256;ПИКОЛИН;10
742264;ПИНАКОЛИН;10
742279;ПРЕПАРАТ ВЗЖ;10
742300;РЕМАТОЛ;10
742315;САМИН;10
742322;СЕРОУГЛЕРОД (УГЛЕРОД СЕРНИСТЫЙ);10
742334;СИНТИН;10
742349;СМЕСИ А-6 ТЗ, А-6 ТН;10
742353;СОЛЬ ОРТОЛУИДИНОВАЯ (4-ХЛОР-О-ТОЛУИДИНА-ГИДРОХЛОРИД);10
742368;ТАНИЛИН, РАСТВОР;10
742387;ТЕТРАКАРБОНИЛ НИКЕЛЯ;10
742391;ТЕТРАМЕТИЛСВИНЕЦ;10
742404;ТРИИЗОБУТИЛАЛЮМИНИЙ;10
742419;ТРИНОНИЛФЕНИЛФОСФИТ;10
742423;ТРИПРОПИЛБОР;10
742438;ТРИС-(2,3-ДИБРОМПРОПИЛ) ФОСФАТ;7
742442;ТРИС-(БЕТА-ХЛОРПРОПИЛ) ФОСФАТ;7
742457;ТРИХЛОРПРОПИЛФОСФАТ;10
742461;ФРАКЦИЯ СЕРОУГЛЕРОДНАЯ;10
742476;ЭТИЛЕНХЛОРГИДРИН;10
742480;ЭТИЛМЕРКАПТАН (ОДОРАНТ);10
742495;ЭТИЛСИЛИКАТ-40;10
742508;ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ ПРОЧИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
750006;ХИМИКАТЫ РАЗЛИЧНОГО НАЗНАЧЕНИЯ;10
751009;ПЕСТИЦИДЫ;10
751013;АНАБАЗИН-СУЛЬФАТ;10
751028;АНТИСЕПТИКИ И СРЕДСТВА ДЕЗИНФИЦИРУЮЩИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
751032;АЭРОЗОЛИ ВОСПЛАМЕНЯЮЩИЕСЯ ЯДОВИТЫЕ;10
751047;ДЕЗИНФИЦИРУЮЩИЕ СРЕДСТВА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
751051;"МАССА ЛИПКАЯ ""МУХОЛОВ""";10
751066;ПЕСТИЦИДЫ ЖИДКИЕ ЛЕГКОВОСПЛАМЕНЯЮЩИЕСЯ ЯДОВИТЫЕ С ТЕМПЕРАТУРОЙ ВСПЫШКИ НИЖЕ 23 С;10
751070;ПЕСТИЦИДЫ ЖИДКИЕ ЛЕГКОВОСПЛАМЕНЯЮЩИЕСЯ ЯДОВИТЫЕ С ТЕМПЕРАТУРОЙ ВСПЫШКИ 23 С И ВЫШЕ;10
751085;ПЕСТИЦИДЫ ЖИДКИЕ ЯДОВИТЫЕ;10
751090;ПЕСТИЦИДЫ ТВЕРДЫЕ ЯДОВИТЫЕ;10
751102;ПОЛИКАРБОЦИН;10
751117;ПРОТРАВИТЕЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
751121;СОЛИ ДИ(ТРИ) ХЛОРИЗОЦИАНУРОВЫХ КИСЛОТ (СРЕДСТВА ДЕЗИНФИЦИРУЮЩИЕ);10
751136;СРЕДСТВА ДЕЗОДОРИРУЮЩИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
751140;ШАШКИ СЕРНЫЕ;10
751155;ДИМЕТОАТ;10
752001;ПЛАСТИФИКАТОРЫ И ПЕНООБРАЗОВАТЕЛИ;10
752016;ДИАЛЛИЛФТАЛАТ;10
752020;ДИБУТИЛСЕБАЦИНАТ;10
752035;ДИБУТИЛФТАЛАТ;10
752042;ДИИЗОБУТИЛФТАЛАТ;10
752054;ДИКАПРИЛФТАЛАТ;10
752069;ДИМЕТИЛТЕРЕФТАЛАТ;10
752073;ДИМЕТИЛФТАЛАТ;10
752088;ДИОКТИЛСЕБАЦИНАТ;10
752092;ДИОКТИЛФТАЛАТ;10
752105;ДИЭТИЛКАРБОНАТ (ДИАТОЛ);10
752119;МОДИФИКАТОР ЖКС;10
752124;МОДИФИКАТОР РУНП;10
752139;МОДИФИКАТОР ТК;10
752143;ПЕНООБРАЗОВАТЕЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
752158;ПЕНООБРАЗОВАТЕЛИ ТЭАС, ПО-1, ПО-6К, ПО-1Д;10
752162;ПЕНОРЕАГЕНТ;10
752177;ПЛАСТИФИКАТОР ДИАЛКИЛФТАЛАТ-789;10
752181;ПЛАСТИФИКАТОР ДИБУТИЛАДИПИНАТ;10
752196;ПЛАСТИФИКАТОР ДИКАПРИЛФТАЛАТ;10
752209;ПЛАСТИФИКАТОР ДИМЕТИЛСЕБАЦИНАТ;10
752228;ПЛАСТИФИКАТОР СБ-2А;10
752232;ПЛАСТИФИКАТОРЫ Л3-7, П-3;10
752247;ПЛАСТИФИКАТОРЫ ФОСФАТНЫЕ;10
752251;ПЛАСТИФИКАТОРЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
752266;"СУПЕРПЛАСТИФИКАТОР ""ДОФЕН"", С-3";10
752270;ТРИБУТИЛФОСФАТ;10
752285;ТРИКРЕЗИЛФОСФАТ;10
752295;ХЛОРПАРАФИН;10
753004;ПОВЕРХНОСТНО-АКТИВНЫЕ, ТЕКСТИЛЬНО-ВСПОМОГАТЕЛЬНЫЕ ВЕЩЕСТВА И ОТДЕЛОЧНЫЕ ПРЕПАРАТЫ;10
753019;БАКТЕРИЦИД МАРОК СНПХ, СНПХ-1002, ЛПЭ;10
