Код ЕСР;shortname;fullname;region_shortname;region_fullname;Тип региона;КОД дороги
361308;ПОДВОЛОЧИСК;ПОДВОЛОЧИСК ;Тернопольская;Тернопольская Область;Область;ЛЬВ
361519;ПРИОЗЕРНОЕ;ПРИОЗЕРНОЕ ;Ивано-Франковская;Ивано-Франковская Область;Область;ЛЬВ
361609;РОГАТИН;РОГАТИН ;Ивано-Франковская;Ивано-Франковская Область;Область;ЛЬВ
361613;ПУКОВ;ПУКОВ ;Ивано-Франковская;Ивано-Франковская Область;Область;ЛЬВ
361702;ПОДВЫСОКЕ;ПОДВЫСОКЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
361717;НАГРАБИЕ;НАГРАБИЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
361721;МЕЧИЩЕВ;МЕЧИЩЕВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362207;ПОТУТОРЫ;ПОТУТОРЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362211;ПОСУХИВ;ПОСУХИВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362226;ЖОВНОВКА;ЖОВНОВКА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362230;КРИВЕ;КРИВЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362245;ЙОСИПОВКА;ЙОСИПОВКА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362300;БЕРЕЖАНЫ;БЕРЕЖАНЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362404;КОЗОВА;КОЗОВА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362419;СЛОБОДА-ТЕОФ;СЛОБОДА-ТЕОФИПОЛЬСКАЯ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362423;ВЕСНИВКА;ВЕСНИВКА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362438;СТАВКИ;СТАВКИ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362508;ДЕНИСОВ-КУП.;ДЕНИСОВ-КУПЧИНЦЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362512;ХОДАЧКОВ-ВЕЛ;ХОДАЧКОВ-ВЕЛИКИЙ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362527;СЕРЕДИНКИ;СЕРЕДИНКИ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362531;БУЦНЕВ;БУЦНЕВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362601;БЕРЕЗВ-ОСТР;БЕРЕЗОВИЦА-ОСТРОВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362616;ПРОШОВА;ПРОШОВА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362809;МИКУЛИНЦ-СТР;МИКУЛИНЦЫ-СТРУСОВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
362902;ТРЕМБОВЛЯ;ТРЕМБОВЛЯ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363002;ДЕРЕНЕВКА;ДЕРЕНЕВКА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363106;ХОРОСТКОВ;ХОРОСТКОВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363110;ОП 65 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 65 КМ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363303;КОПЫЧИНЦЫ;КОПЫЧИНЦЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363318;КРУГУЛЕЦ;КРУГУЛЕЦ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363322;ВАСИЛЬКОВЦЫ;ВАСИЛЬКОВЦЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363337;ЧАБАРОВКА;ЧАБАРОВКА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363407;ГУСЯТИН;ГУСЯТИН ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363604;ГОДЫНКОВЦЫ;ГОДЫНКОВЦЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363708;ВЫГНАНКА;ВЫГНАНКА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363801;ШМАНКОВЧИКИ;ШМАНКОВЧИКИ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363816;ЗАЛЕСЬЕ;ЗАЛЕСЬЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363905;ОЗЕРЯНЫ-ПИЛ.;ОЗЕРЯНЫ-ПИЛАТКОВЦЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363910;ЖИЛЕНЦЫ;ЖИЛЕНЦЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
363924;ТЕРЕСИН;ТЕРЕСИН ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364005;СКАЛА-ПОДОЛ.;СКАЛА-ПОДОЛЬСКАЯ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364109;БОРЩЕВ;БОРЩЕВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364113;ВОЛКОВЦЫ-ТУР;ВОЛКОВЦЫ-ТУРИЛЬЧЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364128;ГЕРМАКОВКА;ГЕРМАКОВКА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364202;ИВАНЕ-ПУСТЕ;ИВАНЕ-ПУСТЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364400;БУЧАЧ;БУЧАЧ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364503;ПЫШКОВЦЫ;ПЫШКОВЦЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364518;ДЖУРЫН;ДЖУРЫН ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364607;БЕЛОБОЖНИЦА;БЕЛОБОЖНИЦА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364700;ЧЕРТКОВ;ЧЕРТКОВ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364804;БЕЛАЯ-ЧЕРТК.;БЕЛАЯ-ЧЕРТКОВСКАЯ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364819;ЧЕРКАВЩИНА;ЧЕРКАВЩИНА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
364908;ЯГЕЛЬНИЦА;ЯГЕЛЬНИЦА ;Тернопольская;Тернопольская Область;Область;ЛЬВ
365008;ТЛУСТЕ;ТЛУСТЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
365012;ВОРВОЛИНЦЫ;ВОРВОЛИНЦЫ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
365101;ТОРСКЕ;ТОРСКЕ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
365116;ДЗВИНЯЧ;ДЗВИНЯЧ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
365205;ЗАЛЕЩИКИ;ЗАЛЕЩИКИ ;Тернопольская;Тернопольская Область;Область;ЛЬВ
365309;КОСТРИЖЕВКА;КОСТРИЖЕВКА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
365313;ПРИЛИПЧЕ;ПРИЛИПЧЕ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
365402;СТЕФАНЕШТЫ;СТЕФАНЕШТЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
365807;ВЕРЕНЧАНКА;ВЕРЕНЧАНКА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
365811;ДАВИДОВЦЫ;ДАВИДОВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
365900;ЗАСТАВНА;ЗАСТАВНА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366000;ОКНА БУКОВИН;ОКНА БУКОВИНЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366208;КИЦМАНЬ;КИЦМАНЬ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366212;ЛАШКОВКА;ЛАШКОВКА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366301;ЛУЖАНЫ;ЛУЖАНЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366316;МАМАЕВЦЫ;МАМАЕВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366509;ЧЕРНОВЦЫ-СЕВ;ЧЕРНОВЦЫ-СЕВЕРНАЯ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366602;ЧЕРНОВЦЫ;ЧЕРНОВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366801;САДГОРА;САДГОРА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
366903;МАГАЛА;МАГАЛА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367003;БОЯНЫ;БОЯНЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367018;ЛЕХУЧЕНЫ;ЛЕХУЧЕНЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367107;НОВОСЕЛИЦА;НОВОСЕЛИЦА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367111;ПЛ 40 КМ;ПЛАТФОРМА 40 КМ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367126;ВАНЧИКОВЦЫ;ВАНЧИКОВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367130;ОП 49 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 49 КМ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367304;МАМАЛЫГА;МАМАЛЫГА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367408;МАМАЛЫГА-ЭКС;МАМАЛЫГА-ЭКСПОРТ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367501;ЛАРГА-ЭКСПОР;ЛАРГА-ЭКСПОРТ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367605;ЛАРГА;ЛАРГА ;Черновицкая;Черновицкая Область;Область;ЮЗП
367624;КЕЛЬМЕНЦЫ;КЕЛЬМЕНЦЫ ;Черновицкая;Черновицкая Область;Область;ЮЗП
367709;ИВАНОВЦЫ;ИВАНОВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367802;ВАСКАУЦЫ;ВАСКАУЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
367906;РОМАНКОВЦЫ;РОМАНКОВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368006;СОКИРЯНЫ;СОКИРЯНЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368102;СОКИРЯНЫ Э;СОКИРЯНЫ ЭКСПОРТ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368203;ЧЕРНОВЦЫ-ЮЖ;ЧЕРНОВЦЫ-ЮЖНАЯ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368218;ЧАГОР;ЧАГОР ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368222;КОСМИН;КОСМИН ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368237;ВОЛОКА;ВОЛОКА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368307;ВЕЛ.КУЧУРОВ;ВЕЛИКИЙ КУЧУРОВ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368311;ТИСОВЦЫ;ТИСОВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368326;КРАСНАЯ ДУБР;КРАСНАЯ ДУБРАВА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368400;ГЛУБОКАЯ-БУК;ГЛУБОКАЯ-БУКОВИНСКАЯ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368608;ВАДУЛ-СИРЕТ;ВАДУЛ-СИРЕТ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368612;БАГРИНОВКА;БАГРИНОВКА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368701;ВАДУЛ-СИР РМ;ВАДУЛ-СИРЕТ (В РУМЫНИЮ ) ;Черновицкая;Черновицкая Область;Область;ЛЬВ
368805;ВАДУЛ-СИР БЛ;ВАДУЛ-СИРЕТ (В БОЛГАРИЮ ) ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369403;БЕРЕГОМЕТ;БЕРЕГОМЕТ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369418;НИЖ.ЛУКАВЕЦ;НИЖНИЙ ЛУКАВЕЦ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369422;ЛУКАВЕЦ;ЛУКАВЕЦ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369437;ЖАДОВА;ЖАДОВА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369441;КОМАРИВЦЫ;КОМАРИВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369456;ПАНКА;ПАНКА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369507;СТОРОЖИНЕЦ;СТОРОЖИНЕЦ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369511;РОПЧА;РОПЧА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369600;КАРАПЧИВ;КАРАПЧИВ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369615;КУПКА;КУПКА ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369627;ВЕРХНИЕ ПЕТР;ВЕРХНИЕ ПЕТРОВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369649;ИЖИВЦЫ;ИЖИВЦЫ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
369704;МЕЖИРЕЧЬЕ;МЕЖИРЕЧЬЕ ;Черновицкая;Черновицкая Область;Область;ЛЬВ
370006;ЛЬВОВ;ЛЬВОВ ;Львовская;Львовская Область;Область;ЛЬВ
370010;БП 1479 КМ;БЛОК-ПОСТ 1479 КМ ;Львовская;Львовская Область;Область;ЛЬВ
370203;ПОДЗАМЧЕ;ПОДЗАМЧЕ ;Львовская;Львовская Область;Область;ЛЬВ
370218;ПОДБОРЦЫ;ПОДБОРЦЫ ;Львовская;Львовская Область;Область;ЛЬВ
370307;СКНИЛОВ;СКНИЛОВ ;Львовская;Львовская Область;Область;ЛЬВ
370311;ОБРОШИН;ОБРОШИН ;Львовская;Львовская Область;Область;ЛЬВ
370326;СТАВЧАНЫ;СТАВЧАНЫ ;Львовская;Львовская Область;Область;ЛЬВ
370330;МОСТКИ;МОСТКИ ;Львовская;Львовская Область;Область;ЛЬВ
370400;КЛЕПАРОВ;КЛЕПАРОВ ;Львовская;Львовская Область;Область;ЛЬВ
370415;РЯСНА;РЯСНА ;Львовская;Львовская Область;Область;ЛЬВ
370504;РЯСНА 2;РЯСНА 2 ;Львовская;Львовская Область;Область;ЛЬВ
370608;ДУБЛЯНЫ-ЛЬВ.;ДУБЛЯНЫ-ЛЬВОВСКИЕ ;Львовская;Львовская Область;Область;ЛЬВ
370701;ЗАПЫТОВ;ЗАПЫТОВ ;Львовская;Львовская Область;Область;ЛЬВ
370716;РУДАНЬЦЫ;РУДАНЬЦЫ ;Львовская;Львовская Область;Область;ЛЬВ
370720;КОЛОДНО;КОЛОДНО ;Львовская;Львовская Область;Область;ЛЬВ
370735;НОВЫЙ СТАВ;НОВЫЙ СТАВ ;Львовская;Львовская Область;Область;ЛЬВ
370805;В-ХОЛОЕВСКАЯ;ВОЛЯ-ХОЛОЕВСКАЯ ;Львовская;Львовская Область;Область;ЛЬВ
370909;САПЕЖАНКА;САПЕЖАНКА ;Львовская;Львовская Область;Область;ЛЬВ
370913;БАТЯТЫЧЕ;БАТЯТЫЧЕ ;Львовская;Львовская Область;Область;ЛЬВ
370928;КАМЕНКА-БУГС;КАМЕНКА-БУГСКАЯ ;Львовская;Львовская Область;Область;ЛЬВ
371009;ДОБРОТВОР;ДОБРОТВОР ;Львовская;Львовская Область;Область;ЛЬВ
371013;СТРЫХАНКА;СТРЫХАНКА ;Львовская;Львовская Область;Область;ЛЬВ
371102;СОСНОВКА;СОСНОВКА ;Львовская;Львовская Область;Область;ЛЬВ
371206;ГОРНЯК;ГОРНЯК ;Львовская;Львовская Область;Область;ЛЬВ
371305;ЧЕРВОНОГРАД;ЧЕРВОНОГРАД ;Львовская;Львовская Область;Область;ЛЬВ
371403;СОКАЛЬ;СОКАЛЬ ;Львовская;Львовская Область;Область;ЛЬВ
371598;ВУЗЛОВОЕ;ВУЗЛОВОЕ ;Львовская;Львовская Область;Область;ЛЬВ
371704;РАДЕХОВ;РАДЕХОВ ;Львовская;Львовская Область;Область;ЛЬВ
371808;СТОЯНОВ;СТОЯНОВ ;Львовская;Львовская Область;Область;ЛЬВ
372001;ЯНОВ-ЛЬВОВ.;ЯНОВ-ЛЬВОВСКИЙ ;Львовская;Львовская Область;Область;ЛЬВ
372105;БРЮХОВИЧИ;БРЮХОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
372115;ЗАВАДОВ;ЗАВАДОВ ;Львовская;Львовская Область;Область;ЛЬВ
372124;ЗАШКОВ;ЗАШКОВ ;Львовская;Львовская Область;Область;ЛЬВ
372209;КУЛИКОВ;КУЛИКОВ ;Львовская;Львовская Область;Область;ЛЬВ
372213;МАЦОШИН;МАЦОШИН ;Львовская;Львовская Область;Область;ЛЬВ
372302;ЖОВКВА;ЖОВКВА ;Львовская;Львовская Область;Область;ЛЬВ
372317;ГЛИНСКО;ГЛИНСКО ;Львовская;Львовская Область;Область;ЛЬВ
372406;ДОБРОСИН;ДОБРОСИН ;Львовская;Львовская Область;Область;ЛЬВ
372410;ЛАВРИКОВ;ЛАВРИКОВ ;Львовская;Львовская Область;Область;ЛЬВ
372425;ЛИПНИК;ЛИПНИК ;Львовская;Львовская Область;Область;ЛЬВ
372500;РАВА-РУССКАЯ;РАВА-РУССКАЯ ;Львовская;Львовская Область;Область;ЛЬВ
372514;ЗЕЛЕНАЯ;ЗЕЛЕНАЯ ;Львовская;Львовская Область;Область;ЛЬВ
372603;РАВА-РУС ПОЛ;РАВА-РУССКАЯ (В ПОЛЬШУ ) ;Львовская;Львовская Область;Область;ЛЬВ
372904;УХНОВ;УХНОВ ;Львовская;Львовская Область;Область;ЛЬВ
373004;БЕЛЗ;БЕЛЗ ;Львовская;Львовская Область;Область;ЛЬВ
373201;ЯВОРОВ;ЯВОРОВ ;Львовская;Львовская Область;Область;ЛЬВ
373305;ШКЛО-СТАРЖИС;ШКЛО-СТАРЖИСКА ;Львовская;Львовская Область;Область;ЛЬВ
373310;МОЛОШКОВИЧИ;МОЛОШКОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
373324;ДОБРОСТАНЫ;ДОБРОСТАНЫ ;Львовская;Львовская Область;Область;ЛЬВ
373339;ПЛ 5 КМ;ПЛАТФОРМА 5 КМ ;Львовская;Львовская Область;Область;ЛЬВ
373343;ЯНТАРНА;ЯНТАРНА ;Львовская;Львовская Область;Область;ЛЬВ
373502;МОСТИСКА 2;МОСТИСКА 2 ;Львовская;Львовская Область;Область;ЛЬВ
373517;ТЩЕНЕЦ;ТЩЕНЕЦ ;Львовская;Львовская Область;Область;ЛЬВ
373606;МОСТИСКА2ГЕР;МОСТИСКА 2 (В ГЕРМАНИЮ ) ;Львовская;Львовская Область;Область;ЛЬВ
373706;МОСТИСКА2ПОЛ;МОСТИСКА 2 (В ПОЛЬШУ ) ;Львовская;Львовская Область;Область;ЛЬВ
373803;МОСТИСКА 2 Ч;МОСТИСКА 2 ЧЕХИЯ ;Львовская;Львовская Область;Область;ЛЬВ
374204;МОСТИСКА 1;МОСТИСКА 1 ;Львовская;Львовская Область;Область;ЛЬВ
374219;ПОДГАТЬ;ПОДГАТЬ ;Львовская;Львовская Область;Область;ЛЬВ
374223;ВОРЛАМВ.ВОЛЯ;ВОРЛАМОВСКАЯ ВОЛЯ ;Львовская;Львовская Область;Область;ЛЬВ
374308;ХОРОСНИЦА;ХОРОСНИЦА ;Львовская;Львовская Область;Область;ЛЬВ
374312;ЗАРЕЧЬЕ;ЗАРЕЧЬЕ ;Львовская;Львовская Область;Область;ЛЬВ
374401;СУДОВ.ВИШНЯ;СУДОВАЯ ВИШНЯ ;Львовская;Львовская Область;Область;ЛЬВ
374416;КНЯЖИЙ МОСТ;КНЯЖИЙ МОСТ ;Львовская;Львовская Область;Область;ЛЬВ
374492;РОДАТЫЧЕ;РОДАТЫЧЕ ;Львовская;Львовская Область;Область;ЛЬВ
374609;ГОРОДОК-ЛЬВ.;ГОРОДОК-ЛЬВОВСКИЙ ;Львовская;Львовская Область;Область;ЛЬВ
374613;КАМЕНОБРОД;КАМЕНОБРОД ;Львовская;Львовская Область;Область;ЛЬВ
374628;ЗАТОКА;ЗАТОКА ;Львовская;Львовская Область;Область;ЛЬВ
374632;ЦУНЕВ;ЦУНЕВ ;Львовская;Львовская Область;Область;ЛЬВ
374647;МШАНА;МШАНА ;Львовская;Львовская Область;Область;ЛЬВ
374651;СУХОВОЛЯ;СУХОВОЛЯ ;Львовская;Львовская Область;Область;ЛЬВ
374666;ЗИМНАВОДА;ЗИМНАВОДА ;Львовская;Львовская Область;Область;ЛЬВ
374670;РУДНО;РУДНО ;Львовская;Львовская Область;Область;ЛЬВ
374685;ОП 5 ПАРК;ОСТАНОВОЧНЫЙ ПУНКТ 5 ПАРК ;Львовская;Львовская Область;Область;ЛЬВ
374793;СТАРЖАВА;СТАРЖАВА ;Львовская;Львовская Область;Область;ЛЬВ
374810;ЗАРЕЧНЫЙ;ЗАРЕЧНЫЙ ;Львовская;Львовская Область;Область;ЛЬВ
374901;ХЫРОВ;ХЫРОВ ;Львовская;Львовская Область;Область;ЛЬВ
374914;ГОРОДОВИЧИ;ГОРОДОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
374929;СКЕЛОВКА;СКЕЛОВКА ;Львовская;Львовская Область;Область;ЛЬВ
374933;СУСИДОВИЧИ;СУСИДОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
374948;НАДЫБЫ;НАДЫБЫ ;Львовская;Львовская Область;Область;ЛЬВ
374952;ВОЮТЫЧИ;ВОЮТЫЧИ ;Львовская;Львовская Область;Область;ЛЬВ
374967;БИСКОВИЧИ;БИСКОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
374990;НИЖАНКОВИЧИ;НИЖАНКОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
375029;ДОБРОМИЛЬ;ДОБРОМИЛЬ ;Львовская;Львовская Область;Область;ЛЬВ
375207;ТУРКА;ТУРКА ;Львовская;Львовская Область;Область;ЛЬВ
375211;ЯБЛОНКА;ЯБЛОНКА ;Львовская;Львовская Область;Область;ЛЬВ
375226;ТУРОЧКИ;ТУРОЧКИ ;Львовская;Львовская Область;Область;ЛЬВ
375230;СОКОЛИКИ;СОКОЛИКИ ;Львовская;Львовская Область;Область;ЛЬВ
375245;БЕНЬКОВО;БЕНЬКОВО ;Львовская;Львовская Область;Область;ЛЬВ
375300;ЯВОРА;ЯВОРА ;Львовская;Львовская Область;Область;ЛЬВ
375315;ЖОВТНЕВА;ЖОВТНЕВА ;Львовская;Львовская Область;Область;ЛЬВ
375326;ВОЛОСЯНКА;ВОЛОСЯНКА ;Львовская;Львовская Область;Область;ЛЬВ
375334;РОЗЛУЧ;РОЗЛУЧ ;Львовская;Львовская Область;Область;ЛЬВ
375349;ЯСЕНИЦА;ЯСЕНИЦА ;Львовская;Львовская Область;Область;ЛЬВ
375353;ЛОПУШАНКА;ЛОПУШАНКА ;Львовская;Львовская Область;Область;ЛЬВ
375512;ВЕРХНИЙ ЛУЖК;ВЕРХНИЙ ЛУЖОК ;Львовская;Львовская Область;Область;ЛЬВ
375527;БУСОВИСКО;БУСОВИСКО ;Львовская;Львовская Область;Область;ЛЬВ
375531;ТЕРЕШЕВ-СПАС;ТЕРЕШЕВ-СПАС ;Львовская;Львовская Область;Область;ЛЬВ
375546;СТРЫЛКИ;СТРЫЛКИ ;Львовская;Львовская Область;Область;ЛЬВ
375601;СТАР.САМБОР;СТАРЫЙ САМБОР ;Львовская;Львовская Область;Область;ЛЬВ
375616;ОП 83 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 83 КМ ;Львовская;Львовская Область;Область;ЛЬВ
375620;ВАНЬКОВИЧИ;ВАНЬКОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
375635;СТРЕЛКОВИЧИ;СТРЕЛКОВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
375705;САМБОР;САМБОР ;Львовская;Львовская Область;Область;ЛЬВ
375724;КУЛЬЧИЦЫ;КУЛЬЧИЦЫ ;Львовская;Львовская Область;Область;ЛЬВ
375739;ДУБЛЯНЫ;ДУБЛЯНЫ ;Львовская;Львовская Область;Область;ЛЬВ
375743;НОВОШИЧИ;НОВОШИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
375758;ДОРОЖЕВ;ДОРОЖЕВ ;Львовская;Львовская Область;Область;ЛЬВ
375809;РУДКИ;РУДКИ ;Львовская;Львовская Область;Область;ЛЬВ
375813;НОВОСЕЛКИ;НОВОСЕЛКИ ;Львовская;Львовская Область;Область;ЛЬВ
375828;ХЛОПЧИЦИ;ХЛОПЧИЦИ ;Львовская;Львовская Область;Область;ЛЬВ
375832;КОНЮШКИ;КОНЮШКИ ;Львовская;Львовская Область;Область;ЛЬВ
375847;КАЛИНОВ;КАЛИНОВ ;Львовская;Львовская Область;Область;ЛЬВ
375902;КОМАРНО;КОМАРНО ;Львовская;Львовская Область;Область;ЛЬВ
375917;ХИШЕВИЧИ;ХИШЕВИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
375921;КОРОПУЖ;КОРОПУЖ ;Львовская;Львовская Область;Область;ЛЬВ
376002;ЛЮБЕНЬ-ВЕЛИК;ЛЮБЕНЬ-ВЕЛИКИЙ ;Львовская;Львовская Область;Область;ЛЬВ
376017;ПОРЕЧНОЕ;ПОРЕЧНОЕ ;Львовская;Львовская Область;Область;ЛЬВ
376197;ДОБРОВЛЯНЫ;ДОБРОВЛЯНЫ ;Львовская;Львовская Область;Область;ЛЬВ
376214;РЫХТИЧИ;РЫХТИЧИ ;Львовская;Львовская Область;Область;ЛЬВ
376303;ДРОГОБЫЧ;ДРОГОБЫЧ ;Львовская;Львовская Область;Область;ЛЬВ
376318;БОЛЕХОВЦЫ;БОЛЕХОВЦЫ ;Львовская;Львовская Область;Область;ЛЬВ
376322;ВЕРХНИЕ ГАИ;ВЕРХНИЕ ГАИ ;Львовская;Львовская Область;Область;ЛЬВ
376337;РАЙЛОВ;РАЙЛОВ ;Львовская;Львовская Область;Область;ЛЬВ
376341;НЕЖУХОВ;НЕЖУХОВ ;Львовская;Львовская Область;Область;ЛЬВ
376407;БОРИСЛАВ;БОРИСЛАВ ;Львовская;Львовская Область;Область;ЛЬВ
376500;СТЕБНИК;СТЕБНИК ;Львовская;Львовская Область;Область;ЛЬВ
376515;ТРУСКАВЕЦ;ТРУСКАВЕЦ ;Львовская;Львовская Область;Область;ЛЬВ
376708;ТУХЛЯ;ТУХЛЯ ;Львовская;Львовская Область;Область;ЛЬВ
376712;СЛАВСКО;СЛАВСКО ;Львовская;Львовская Область;Область;ЛЬВ
376727;ТЕРНАВКА;ТЕРНАВКА ;Львовская;Львовская Область;Область;ЛЬВ
376801;ГРЕБЕНОВ;ГРЕБЕНОВ ;Львовская;Львовская Область;Область;ЛЬВ
376905;СКОЛЕ;СКОЛЕ ;Львовская;Львовская Область;Область;ЛЬВ
376917;ВЕРХНЕСИНЕВД;ВЕРХНЕСИНЕВИДНОЕ ;Львовская;Львовская Область;Область;ЛЬВ
377012;НИЖНЕСИНЕВИД;НИЖНЕСИНЕВИДНОЕ ;Львовская;Львовская Область;Область;ЛЬВ
377024;СТИНАВА-НИЖН;СТИНАВА-НИЖНЯЯ ;Львовская;Львовская Область;Область;ЛЬВ
