Код ЕСР;shortname;fullname;region_shortname;region_fullname;Тип региона;КОД дороги
267619;ШАКАЛИ;ШАКАЛИ ;Кировская;Кировская Область;Область;ГОР
267708;КОТЕЛЬНИЧ 2;КОТЕЛЬНИЧ 2 ;Кировская;Кировская Область;Область;ГОР
267801;КОТЕЛЬНИЧ 1;КОТЕЛЬНИЧ 1 ;Кировская;Кировская Область;Область;ГОР
267816;МОКРИЦЫ;МОКРИЦЫ ;Кировская;Кировская Область;Область;ГОР
267905;КОТЕЛНЧ1-ПЕР;КОТЕЛЬНИЧ 1-ПЕРЕВАЛКА ;Кировская;Кировская Область;Область;ГОР
268113;РОНЖИНО;РОНЖИНО ;Кировская;Кировская Область;Область;ГОР
268128;АЦВЕЖ;АЦВЕЖ ;Кировская;Кировская Область;Область;ГОР
268132;КАПИДАНЦЫ;КАПИДАНЦЫ ;Кировская;Кировская Область;Область;ГОР
268147;ЮМА;ЮМА ;Кировская;Кировская Область;Область;ГОР
268151;ДАРОВИЦА;ДАРОВИЦА ;Кировская;Кировская Область;Область;ГОР
268202;МАРАДЫКОВСКИ;МАРАДЫКОВСКИЙ ;Кировская;Кировская Область;Область;ГОР
268310;ОП 901 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 901 КМ ;Кировская;Кировская Область;Область;ГОР
268325;БЫСТРЯГИ;БЫСТРЯГИ ;Кировская;Кировская Область;Область;ГОР
268414;ОП 907 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 907 КМ ;Кировская;Кировская Область;Область;ГОР
268429;ШАЛЕГОВО;ШАЛЕГОВО ;Кировская;Кировская Область;Область;ГОР
268503;ОРИЧИ;ОРИЧИ ;Кировская;Кировская Область;Область;ГОР
268518;СОЦИАЛИСТЧСК;СОЦИАЛИСТИЧЕСКАЯ ;Кировская;Кировская Область;Область;ГОР
268607;ПОЛОГОВКА;ПОЛОГОВКА ;Нижегородская;Нижегородская Область;Область;ГОР
268611;СОЛОВЕЙКО;СОЛОВЕЙКО ;Нижегородская;Нижегородская Область;Область;ГОР
268626;ЛОМОВКА;ЛОМОВКА ;Нижегородская;Нижегородская Область;Область;ГОР
268700;СЕРЕЖА;СЕРЕЖА ;Нижегородская;Нижегородская Область;Область;ГОР
268715;ЧЕРЕМАС;ЧЕРЕМАС ;Нижегородская;Нижегородская Область;Область;ГОР
268804;СЕЧУГА;СЕЧУГА ;Нижегородская;Нижегородская Область;Область;ГОР
268908;СУРОВАТИХА;СУРОВАТИХА ;Нижегородская;Нижегородская Область;Область;ГОР
268912;РЗД 281 КМ;РАЗЪЕЗД 281 КМ ;Нижегородская;Нижегородская Область;Область;ГОР
269012;РЗД 296 КМ;РАЗЪЕЗД 296 КМ ;Нижегородская;Нижегородская Область;Область;ГОР
269027;ЗИМЕНКИ;ЗИМЕНКИ ;Нижегородская;Нижегородская Область;Область;ГОР
269031;РЗД 310 КМ;РАЗЪЕЗД 310 КМ ;Нижегородская;Нижегородская Область;Область;ГОР
269046;ЧАГЛОВО;ЧАГЛОВО ;Нижегородская;Нижегородская Область;Область;ГОР
269050;ПОСТ 323 КМ;ПОСТ 323 КМ(ПОСТ 324 КМ ПО ГР) ;Нижегородская;Нижегородская Область;Область;ГОР
269065;ШОНИХА;ШОНИХА ;Нижегородская;Нижегородская Область;Область;ГОР
269101;МЕТАЛЛИСТ;МЕТАЛЛИСТ ;Нижегородская;Нижегородская Область;Область;ГОР
269116;АБАБКОВО;АБАБКОВО ;Нижегородская;Нижегородская Область;Область;ГОР
269205;ВОРСМА;ВОРСМА ;Нижегородская;Нижегородская Область;Область;ГОР
269216;УБЕЖИЦЫ;УБЕЖИЦЫ ;Нижегородская;Нижегородская Область;Область;ГОР
269224;ВЫБОЛОВО;ВЫБОЛОВО ;Нижегородская;Нижегородская Область;Область;ГОР
269309;КОЖЕВЕННОЕ;КОЖЕВЕННОЕ ;Нижегородская;Нижегородская Область;Область;ГОР
269313;СТРЕЛКОВО;СТРЕЛКОВО ;Нижегородская;Нижегородская Область;Область;ГОР
269328;ЕФИМЬЕВО;ЕФИМЬЕВО ;Нижегородская;Нижегородская Область;Область;ГОР
269332;КОПНИНО;КОПНИНО ;Нижегородская;Нижегородская Область;Область;ГОР
269347;БУРЕВЕСТНИК;БУРЕВЕСТНИК ;Нижегородская;Нижегородская Область;Область;ГОР
269402;КУДЬМА;КУДЬМА ;Нижегородская;Нижегородская Область;Область;ГОР
269417;БОРИСОВСКАЯ;БОРИСОВСКАЯ ;Нижегородская;Нижегородская Область;Область;ГОР
269421;РОЙКА;РОЙКА ;Нижегородская;Нижегородская Область;Область;ГОР
269436;ПЛ 341 КМ;ПЛАТФОРМА 341 КМ ;Нижегородская;Нижегородская Область;Область;ГОР
269440;БОЛЬШАЯ ЕЛЬН;БОЛЬШАЯ ЕЛЬНЯ ;Нижегородская;Нижегородская Область;Область;ГОР
269455;АНКУДИНОВКА;АНКУДИНОВКА ;Нижегородская;Нижегородская Область;Область;ГОР
269469;ПИОНЕРСКИЙ;ПИОНЕРСКИЙ ;Нижегородская;Нижегородская Область;Область;ГОР
269506;КСТОВО;КСТОВО ;Нижегородская;Нижегородская Область;Область;ГОР
269510;ОП 12 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 12 КМ ;Нижегородская;Нижегородская Область;Область;ГОР
269601;ЗЕЛЕЦИНО;ЗЕЛЕЦИНО ;Нижегородская;Нижегородская Область;Область;ГОР
269703;МЫЗА;МЫЗА ;Нижегородская;Нижегородская Область;Область;ГОР
270005;ЛЯНГАСОВО;ЛЯНГАСОВО ;Кировская;Кировская Область;Область;ГОР
270018;ЛЯНГАСЫ;ЛЯНГАСЫ ;Кировская;Кировская Область;Область;ГОР
270109;ЧУХЛОМИНСКИЙ;ЧУХЛОМИНСКИЙ ;Кировская;Кировская Область;Область;ГОР
270113;ОП 951 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 951 КМ ;Кировская;Кировская Область;Область;ГОР
270202;КИРОВ;КИРОВ ;Кировская;Кировская Область;Область;ГОР
270217;КРАСНОСЕЛЬСК;КРАСНОСЕЛЬСКИЙ ;Кировская;Кировская Область;Область;ГОР
270306;КИРОВ-КОТЛС;КИРОВ-КОТЛАССКИЙ ;Кировская;Кировская Область;Область;ГОР
270403;КИРОВ-ЗАВОДС;КИРОВ-ЗАВОДСКАЯ ;Кировская;Кировская Область;Область;ГОР
270503;КИРОВ-ПЕРЕВ.;КИРОВ-ПЕРЕВАЛКА ;Кировская;Кировская Область;Область;ГОР
270804;СТРИЖИ;СТРИЖИ ;Кировская;Кировская Область;Область;ГОР
270819;ЦАПЕЛИ;ЦАПЕЛИ ;Кировская;Кировская Область;Область;ГОР
270823;ОП 932 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 932 КМ ;Кировская;Кировская Область;Область;ГОР
270908;МАТАНЦЫ;МАТАНЦЫ ;Кировская;Кировская Область;Область;ГОР
270912;ОП 9 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 9 КМ ;Кировская;Кировская Область;Область;ГОР
271008;СЛОБОДСКОЕ;СЛОБОДСКОЕ ;Кировская;Кировская Область;Область;ГОР
271101;БЕЛКА-СЛОБ.;БЕЛКА-СЛОБОДСКАЯ ;Кировская;Кировская Область;Область;ГОР
271205;ВАХРУШЕВО;ВАХРУШЕВО ;Кировская;Кировская Область;Область;ГОР
271309;ДОЛГУШИНО;ДОЛГУШИНО ;Кировская;Кировская Область;Область;ГОР
271402;ГИРСОВО;ГИРСОВО ;Кировская;Кировская Область;Область;ГОР
271417;ОП 32 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 32 КМ ;Кировская;Кировская Область;Область;ГОР
271421;МЕДЯНКА;МЕДЯНКА ;Кировская;Кировская Область;Область;ГОР
271436;ОП 46 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 46 КМ ;Кировская;Кировская Область;Область;ГОР
271440;ЧАЩИНСКИЙ;ЧАЩИНСКИЙ ;Кировская;Кировская Область;Область;ГОР
271455;ОП 62 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 62 КМ ;Кировская;Кировская Область;Область;ГОР
271466;ОП 50 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 50 КМ ;Кировская;Кировская Область;Область;ГОР
271474;ОП 41 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 41 КМ ;Кировская;Кировская Область;Область;ГОР
271489;ОП 44 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 44 КМ ;Кировская;Кировская Область;Область;ГОР
271609;ЮРЬЯ;ЮРЬЯ ;Кировская;Кировская Область;Область;ГОР
271614;МЕЧКИНО;МЕЧКИНО ;Кировская;Кировская Область;Область;ГОР
271629;ОП 79 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 79 КМ ;Кировская;Кировская Область;Область;ГОР
271703;МОСИНСКИЙ;МОСИНСКИЙ ;Кировская;Кировская Область;Область;ГОР
271807;ВЕЛИКАЯ;ВЕЛИКАЯ ;Кировская;Кировская Область;Область;ГОР
271811;ОП 98 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 98 КМ ;Кировская;Кировская Область;Область;ГОР
271826;ПАХАРЬ;ПАХАРЬ ;Кировская;Кировская Область;Область;ГОР
271830;ДОЛИНИЧИ;ДОЛИНИЧИ ;Кировская;Кировская Область;Область;ГОР
271900;МУРАШИ;МУРАШИ ;Кировская;Кировская Область;Область;ГОР
271915;КОМСОМОЛЬСК;КОМСОМОЛЬСКИЙ ;Кировская;Кировская Область;Область;ГОР
271928;ОП 130 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 130 КМ ;Кировская;Кировская Область;Область;ГОР
272000;БЕЗБОЖНИК;БЕЗБОЖНИК ;Кировская;Кировская Область;Область;ГОР
272015;ОП 140 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 140 КМ ;Кировская;Кировская Область;Область;ГОР
272023;РОГОЗИНО;РОГОЗИНО ;Кировская;Кировская Область;Область;ГОР
272104;СТАРОВЕРЧЕСК;СТАРОВЕРЧЕСКАЯ ;Кировская;Кировская Область;Область;ГОР
272119;ОП 157 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 157 КМ ;Кировская;Кировская Область;Область;ГОР
272208;ВАЗЮК;ВАЗЮК ;Кировская;Кировская Область;Область;ГОР
272212;НАГИБИНО;НАГИБИНО ;Кировская;Кировская Область;Область;ГОР
272227;ОП 173 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 173 КМ ;Кировская;Кировская Область;Область;ГОР
272301;ОПАРИНО;ОПАРИНО ;Кировская;Кировская Область;Область;ГОР
272316;ОП 192 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 192 КМ ;Кировская;Кировская Область;Область;ГОР
272405;ЛАТЫШСКИЙ;ЛАТЫШСКИЙ ;Кировская;Кировская Область;Область;ГОР
272419;ОП 204 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 204 КМ ;Кировская;Кировская Область;Область;ГОР
272509;АЛЬМЕЖ;АЛЬМЕЖ ;Кировская;Кировская Область;Область;ГОР
272513;ОП 219 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 219 КМ ;Кировская;Кировская Область;Область;ГОР
272602;НОВЫЙ;НОВЫЙ ;Кировская;Кировская Область;Область;ГОР
272617;ОП 233 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 233 КМ ;Кировская;Кировская Область;Область;ГОР
272706;ПИНЮГ;ПИНЮГ ;Кировская;Кировская Область;Область;ГОР
272710;ОКТЯБРЬСКИЙ;ОКТЯБРЬСКИЙ ;Кировская;Кировская Область;Область;ГОР
272725;ПЛ 257 КМ;ПЛАТФОРМА 257 КМ ;Кировская;Кировская Область;Область;ГОР
272804;ПАНАСЮК;ПАНАСЮК ;Кировская;Кировская Область;Область;ГОР
272814;РЗД 15 КМ;РАЗЪЕЗД 15 КМ ;Кировская;Кировская Область;Область;ГОР
272829;МАЯЛОВО;МАЯЛОВО ;Кировская;Кировская Область;Область;ГОР
272903;ПОДОСИНОВЕЦ;ПОДОСИНОВЕЦ ;Кировская;Кировская Область;Область;ГОР
273003;ЛУНДАНКА;ЛУНДАНКА ;Кировская;Кировская Область;Область;ГОР
273018;ПЛ 281 КМ;ПЛАТФОРМА 281 КМ ;Кировская;Кировская Область;Область;ГОР
273022;МАКУХА;МАКУХА ;Кировская;Кировская Область;Область;ГОР
273037;КЕНТУС;КЕНТУС ;Кировская;Кировская Область;Область;ГОР
273107;ЛУЗА;ЛУЗА ;Кировская;Кировская Область;Область;ГОР
273111;ОП 302 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 302 КМ ;Кировская;Кировская Область;Область;ГОР
273126;ПЛ 309 КМ;ПЛАТФОРМА 309 КМ ;Кировская;Кировская Область;Область;ГОР
273130;БУМАЖНЫЙ;БУМАЖНЫЙ ;Кировская;Кировская Область;Область;ГОР
273145;ПЛ 316 КМ;ПЛАТФОРМА 316 КМ ;Вологодская;Вологодская Область;Область;ГОР
273152;ПЛ 321 КМ;ПЛАТФОРМА 321 КМ ;Вологодская;Вологодская Область;Область;ГОР
273200;СУСОЛОВКА;СУСОЛОВКА ;Вологодская;Вологодская Область;Область;ГОР
273215;ХРИСТОФОРОВО;ХРИСТОФОРОВО ;Вологодская;Вологодская Область;Область;ГОР
273229;ОП 25 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 25 КМ ;Вологодская;Вологодская Область;Область;ГОР
273304;ВЯТКА;ВЯТКА ;Кировская;Кировская Область;Область;ГОР
273408;ПОЗДИНО;ПОЗДИНО ;Кировская;Кировская Область;Область;ГОР
273501;ПОЛОЙ;ПОЛОЙ ;Кировская;Кировская Область;Область;ГОР
273516;МУТНИЦА;МУТНИЦА ;Кировская;Кировская Область;Область;ГОР
273520;БУМКОМБИНАТ;БУМКОМБИНАТ ;Кировская;Кировская Область;Область;ГОР
273605;ЧЕПЕЦКАЯ;ЧЕПЕЦКАЯ ;Кировская;Кировская Область;Область;ГОР
273709;ПРОСНИЦА;ПРОСНИЦА ;Кировская;Кировская Область;Область;ГОР
273713;КОНЫП;КОНЫП ;Кировская;Кировская Область;Область;ГОР
273728;ЛУГОВОЙ;ЛУГОВОЙ ;Кировская;Кировская Область;Область;ГОР
273732;АРДАШИ;АРДАШИ ;Кировская;Кировская Область;Область;ГОР
273747;БЕРЕГОВОЙ;БЕРЕГОВОЙ ;Кировская;Кировская Область;Область;ГОР
273751;ОП 1021 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 1021 КМ ;Кировская;Кировская Область;Область;ГОР
273802;РЕХИНО;РЕХИНО ;Кировская;Кировская Область;Область;ГОР
273910;КОРДЯГА;КОРДЯГА ;Кировская;Кировская Область;Область;ГОР
274006;ЗУЕВКА;ЗУЕВКА ;Кировская;Кировская Область;Область;ГОР
274105;КОСА;КОСА ;Кировская;Кировская Область;Область;ГОР
274114;ЧЕРНОУС;ЧЕРНОУС ;Кировская;Кировская Область;Область;ГОР
274129;ЛЕВАНЫ;ЛЕВАНЫ ;Кировская;Кировская Область;Область;ГОР
274203;ФАЛЕНКИ;ФАЛЕНКИ ;Кировская;Кировская Область;Область;ГОР
274218;КНЯЗИ;КНЯЗИ ;Кировская;Кировская Область;Область;ГОР
274222;САДА;САДА ;Удмуртская;Республика Удмуртская;Республика;ГОР
274237;БАЧУМОВО;БАЧУМОВО ;Удмуртская;Республика Удмуртская;Республика;ГОР
274307;ЯР;ЯР ;Удмуртская;Республика Удмуртская;Республика;ГОР
274311;ДИЗЬМИНО;ДИЗЬМИНО ;Удмуртская;Республика Удмуртская;Республика;ГОР
274326;БАЛЫШУР;БАЛЫШУР ;Удмуртская;Республика Удмуртская;Республика;ГОР
274330;ОП 8 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 8 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
274345;ПУДЕМСКИЙ;ПУДЕМСКИЙ ;Удмуртская;Республика Удмуртская;Республика;ГОР
274358;ОП 23 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 23 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
274364;ПЕРЕЛОМ;ПЕРЕЛОМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
274400;СТРУГОВСКОЙ;СТРУГОВСКОЙ ;Кировская;Кировская Область;Область;ГОР
274519;ШАХРОВСКИЙ;ШАХРОВСКИЙ ;Кировская;Кировская Область;Область;ГОР
274608;СТАЛЬНАЯ;СТАЛЬНАЯ ;Кировская;Кировская Область;Область;ГОР
274701;ОЗЕРНИЦА-КИР;ОЗЕРНИЦА-КИРОВСКАЯ ;Кировская;Кировская Область;Область;ГОР
274810;ОП 92 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 92 КМ ;Кировская;Кировская Область;Область;ГОР
274824;ТОНКИНО;ТОНКИНО ;Кировская;Кировская Область;Область;ГОР
274909;ЛЕСН.ПОЛЯНЫ;ЛЕСНЫЕ ПОЛЯНЫ ;Кировская;Кировская Область;Область;ГОР
275009;ШЛАКОВАЯ;ШЛАКОВАЯ ;Кировская;Кировская Область;Область;ГОР
275102;КОТЧИХА;КОТЧИХА ;Кировская;Кировская Область;Область;ГОР
275206;ПЕЩЕРА;ПЕЩЕРА ;Кировская;Кировская Область;Область;ГОР
275300;КИРС;КИРС ;Кировская;Кировская Область;Область;ГОР
275403;СВЕТЛОПОЛЯНС;СВЕТЛОПОЛЯНСК ;Кировская;Кировская Область;Область;ГОР
275418;ФОСФОРИТНАЯ;ФОСФОРИТНАЯ ;Кировская;Кировская Область;Область;ГОР
275422;ОП 173 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 173 КМ ;Кировская;Кировская Область;Область;ГОР
275507;ВЕРХНЕКАМСК;ВЕРХНЕКАМСКАЯ ;Кировская;Кировская Область;Область;ГОР
275511;ЛЕСНАЯ;ЛЕСНАЯ ;Кировская;Кировская Область;Область;ГОР
275600;КОЖИЛЬ;КОЖИЛЬ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275615;УБЫТЬ;УБЫТЬ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275620;ОП 1150 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 1150 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275634;ОП 1147 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 1147 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275704;ГЛАЗОВ;ГЛАЗОВ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275719;БЕЗУМ;БЕЗУМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275723;ТУКТЫМ;ТУКТЫМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275738;ОП 1169 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 1169 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275742;ОП 1177 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 1177 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275757;ОП 1185 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 1185 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
275808;БАЛЕЗИНО;БАЛЕЗИНО ;Удмуртская;Республика Удмуртская;Республика;ГОР
275812;ДИНЬШУР;ДИНЬШУР ;Удмуртская;Республика Удмуртская;Республика;ГОР
275827;ШУР;ШУР ;Удмуртская;Республика Удмуртская;Республика;ГОР
275901;ПИБАНЬШУР;ПИБАНЬШУР ;Удмуртская;Республика Удмуртская;Республика;ГОР
275916;ПОСТ 1217 КМ;ПОСТ 1217 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276016;ОП 142 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 142 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276020;КИЛЬМЕЗЬ;КИЛЬМЕЗЬ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276110;ПИЖИЛ;ПИЖИЛ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276124;ГУЛЯЕВО;ГУЛЯЕВО ;Удмуртская;Республика Удмуртская;Республика;ГОР
276139;ИНГА;ИНГА ;Удмуртская;Республика Удмуртская;Республика;ГОР
276143;СЮРЕК;СЮРЕК ;Удмуртская;Республика Удмуртская;Республика;ГОР
276213;КОКМОЖ;КОКМОЖ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276317;ОП 92 КМ;ОСТАНОВОЧНЫЙ ПУНКТ 92 КМ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276321;ТОРФЯНИЦА;ТОРФЯНИЦА ;Удмуртская;Республика Удмуртская;Республика;ГОР
276336;ВАВОЖ;ВАВОЖ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276406;УВА 1;УВА 1 ;Удмуртская;Республика Удмуртская;Республика;ГОР
276514;УВА 2;УВА II ;Удмуртская;Республика Удмуртская;Республика;ГОР
276618;КВАКА;КВАКА ;Удмуртская;Республика Удмуртская;Республика;ГОР
276622;КАРКАЛАЙ;КАРКАЛАЙ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276711;ОБЛАСТНАЯ;ОБЛАСТНАЯ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276815;КИЯИК;КИЯИК ;Удмуртская;Республика Удмуртская;Республика;ГОР
276825;СИНТЕК;СИНТЕК ;Удмуртская;Республика Удмуртская;Республика;ГОР
276834;АЗИНО;АЗИНО ;Удмуртская;Республика Удмуртская;Республика;ГОР
276904;ЛЮКШУДЬЯ;ЛЮКШУДЬЯ ;Удмуртская;Республика Удмуртская;Республика;ГОР
276919;ПЕСТОВКА;ПЕСТОВКА ;Удмуртская;Республика Удмуртская;Республика;ГОР
276923;УГЛОВОЙ;УГЛОВОЙ ;Удмуртская;Республика Удмуртская;Республика;ГОР
277004;ЧУР;ЧУР ;Удмуртская;Республика Удмуртская;Республика;ГОР
277019;КЕКОРАН;КЕКОРАН ;Удмуртская;Республика Удмуртская;Республика;ГОР
277108;ПАСТУХОВО;ПАСТУХОВО ;Удмуртская;Республика Удмуртская;Республика;ГОР
277112;ЛЫНГА;ЛЫНГА ;Удмуртская;Республика Удмуртская;Республика;ГОР
277127;ЛОЗА;ЛОЗА ;Удмуртская;Республика Удмуртская;Республика;ГОР
277305;КУШЬЯ;КУШЬЯ ;Удмуртская;Республика Удмуртская;Республика;ГОР
277409;ИГРА;ИГРА ;Удмуртская;Республика Удмуртская;Республика;ГОР
277517;МЕНЬИЛ;МЕНЬИЛ ;Удмуртская;Республика Удмуртская;Республика;ГОР
277593;ЛЮК;ЛЮК ;Удмуртская;Республика Удмуртская;Республика;ГОР
277714;АНДРЕЙШУР;АНДРЕЙШУР ;Удмуртская;Республика Удмуртская;Республика;ГОР
277818;ЗИЛАЙ;ЗИЛАЙ ;Удмуртская;Республика Удмуртская;Республика;ГОР
278100;ГАРЬ;ГАРЬ ;Кировская;Кировская Область;Область;ГОР
280007;СОЛЬВЫЧЕГОДС;СОЛЬВЫЧЕГОДСК ;Архангельская;Архангельская Область;Область;СЕВ
280026;ПЫРСКИЙ;ПЫРСКИЙ ;Архангельская;Архангельская Область;Область;СЕВ
280030;ВАТСА;ВАТСА ;Архангельская;Архангельская Область;Область;СЕВ
280100;КОТЛАС-ЮЖНЫЙ;КОТЛАС-ЮЖНЫЙ ;Архангельская;Архангельская Область;Область;СЕВ
280115;БОЛЬШ.СЛОБОД;БОЛЬШАЯ СЛОБОДКА ;Архангельская;Архангельская Область;Область;СЕВ
280123;ПЕКАРНЯ;ПЕКАРНЯ ;Архангельская;Архангельская Область;Область;СЕВ
280134;МОСТОЗАВОД;МОСТОЗАВОД ;Архангельская;Архангельская Область;Область;СЕВ
280149;КОТЛАС-УЗЛ.;КОТЛАС-УЗЛОВОЙ ;Архангельская;Архангельская Область;Область;СЕВ
280308;ЛИМЕНДА;ЛИМЕНДА ;Архангельская;Архангельская Область;Область;СЕВ
280505;КОТЛАС-СЕВ.;КОТЛАС-СЕВЕРНЫЙ ;Архангельская;Архангельская Область;Область;СЕВ
280613;ВЫЧЕГДА;ВЫЧЕГДА ;Архангельская;Архангельская Область;Область;СЕВ
280702;КОТЛ-СЕВ-ПЕР;КОТЛАС-СЕВЕРНЫЙ-ПЕРЕВАЛКА ;Архангельская;Архангельская Область;Область;СЕВ
280806;КОТЛ-СЕВ-ЭКС;КОТЛАС-СЕВЕРНЫЙ-ЭКСПОРТ ;Архангельская;Архангельская Область;Область;СЕВ
280904;НИЗОВКА;НИЗОВКА ;Архангельская;Архангельская Область;Область;СЕВ
281000;ЧЕРЕМУХА;ЧЕРЕМУХА ;Архангельская;Архангельская Область;Область;СЕВ
281014;ПОСНА;ПОСНА ;Архангельская;Архангельская Область;Область;СЕВ
281103;ВИЛЕДЬ;ВИЛЕДЬ ;Архангельская;Архангельская Область;Область;СЕВ
281211;ЧОКУР;ЧОКУР ;Архангельская;Архангельская Область;Область;СЕВ
281264;КИВЕР;КИВЕР ;Архангельская;Архангельская Область;Область;СЕВ
281315;СЛОБОДЧИКОВО;СЛОБОДЧИКОВО ;Архангельская;Архангельская Область;Область;СЕВ
281329;СВЕТИК;СВЕТИК ;Архангельская;Архангельская Область;Область;СЕВ
281404;УРДОМА;УРДОМА ;Архангельская;Архангельская Область;Область;СЕВ
281495;ТЫВА;ТЫВА ;Архангельская;Архангельская Область;Область;СЕВ
281714;ШИЕС;ШИЕС ;Архангельская;Архангельская Область;Область;СЕВ
281902;МАДМАС;МАДМАС ;Коми;Республика Коми;Республика;СЕВ
281917;БП 1264 КМ;БЛОК-ПОСТ 1264 КМ ;Коми;Республика Коми;Республика;СЕВ
281921;БП 1266 КМ;БЛОК-ПОСТ 1266 КМ ;Коми;Республика Коми;Республика;СЕВ
282002;МЕЖЕГ;МЕЖЕГ ;Коми;Республика Коми;Республика;СЕВ
282017;ГАМ;ГАМ ;Коми;Республика Коми;Республика;СЕВ
282106;ВЕЗДИНО;ВЕЗДИНО ;Коми;Республика Коми;Республика;СЕВ
282214;ШЕЖАМ;ШЕЖАМ ;Коми;Республика Коми;Республика;СЕВ
282318;АЙКИНО;АЙКИНО ;Коми;Республика Коми;Республика;СЕВ
282407;МИКУНЬ;МИКУНЬ ;Коми;Республика Коми;Республика;СЕВ
282500;МИКУНЬ 2;МИКУНЬ 2 ;Коми;Республика Коми;Республика;СЕВ
282604;ПЕВЪЮ;ПЕВЪЮ ;Коми;Республика Коми;Республика;СЕВ
282623;ПЕЛЫСЬ;ПЕЛЫСЬ ;Коми;Республика Коми;Республика;СЕВ
282708;АЙКИНО-ПЕР;АЙКИНО-ПЕРЕВАЛКА ;Коми;Республика Коми;Республика;СЕВ
282801;ВЕЖАЙКА;ВЕЖАЙКА ;Коми;Республика Коми;Республика;СЕВ
282910;ЕРИНЬ;ЕРИНЬ ;Коми;Республика Коми;Республика;СЕВ
283005;ВОЖСКАЯ;ВОЖСКАЯ ;Коми;Республика Коми;Республика;СЕВ
283109;МОЗЫНДОР;МОЗЫНДОР ;Коми;Республика Коми;Республика;СЕВ
283202;ЕДВА;ЕДВА ;Коми;Республика Коми;Республика;СЕВ
283306;УСВА;УСВА ;Коми;Республика Коми;Республика;СЕВ
283400;СЕЛЭГВОЖ;СЕЛЭГВОЖ ;Коми;Республика Коми;Республика;СЕВ
283503;КОСЛАН;КОСЛАН ;Коми;Республика Коми;Республика;СЕВ
283611;ЧИМ;ЧИМ ;Коми;Республика Коми;Республика;СЕВ
283700;ВЕНДИНГА;ВЕНДИНГА ;Коми;Республика Коми;Республика;СЕВ
283804;ЧОВЬЮ-ПЕРЕВ;ЧОВЬЮ-ПЕРЕВАЛКА ;Коми;Республика Коми;Республика;СЕВ
283908;СЫКТЫВКАР;СЫКТЫВКАР ;Коми;Республика Коми;Республика;СЕВ
