etsng_code;etsng_name;cargo_group_code;cargo_group_name
267002;СТЕКЛО ТЕХНИЧЕСКОЕ И СТРОИТЕЛЬНОЕ;10;Остальные грузы
267017;БЛОКИ СТЕКЛЯННЫЕ;10;Остальные грузы
267021;ЗЕРКАЛА;10;Остальные грузы
267036;КИРПИЧ СТЕКЛЯННЫЙ ПОЛЫЙ;5;Минерально-строит.
267040;КРОШКА СТЕКЛЯННАЯ;10;Остальные грузы
267055;ПЛИТЫ И ПЛИТКИ СТЕКЛЯННЫЕ;10;Остальные грузы
267068;СМАЛЬТА (СТЕКЛО ДЛЯ МОЗАИЧНЫХ РАБОТ);10;Остальные грузы
267074;СТЕКЛА АВТОМОБИЛЬНЫЕ;10;Остальные грузы
267089;СТЕКЛА ОПТИЧЕСКИЕ И ЧАСОВЫЕ;10;Остальные грузы
267093;"СТЕКЛО ""ТРИПЛЕКС""";10;Остальные грузы
267106;СТЕКЛО ДЛЯ КРЫШ, СТЕН, ПОТОЛКОВ ВСЯКОЕ;10;Остальные грузы
267110;СТЕКЛО ЗЕРКАЛЬНОЕ;10;Остальные грузы
267125;СТЕКЛО ЛИСТОВОЕ, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10;Остальные грузы
267134;"СТЕКЛО МУССЕЛИНОВОЕ И НАСТОЛЬНОЕ ""ФУРКО""";10;Остальные грузы
267144;СТЕКЛО ТЕХНИЧЕСКОЕ И СТРОИТЕЛЬНОЕ, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10;Остальные грузы
267159;ТРУБЫ СТЕКЛЯННЫЕ;10;Остальные грузы
268005;ИЗДЕЛИЯ САНИТАРНЫЕ КЕРАМИЧЕСКИЕ;10;Остальные грузы
268010;БАЧКИ СМЫВНЫЕ ПОЛУФАРФОРОВЫЕ;10;Остальные грузы
268024;БАЧКИ СМЫВНЫЕ ФАЯНСОВЫЕ;10;Остальные грузы
268039;ВАННЫ ФАЯНСОВЫЕ;10;Остальные грузы
268043;ИЗДЕЛИЯ САНИТАРНЫЕ ИЗ ПОЛУФАРФОРА И ФАЯНСА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
268058;РАКОВИНЫ ПОЛУФАРФОРОВЫЕ;10;Остальные грузы
268062;УМЫВАЛЬНИКИ ФАЯНСОВЫЕ;10;Остальные грузы
268077;УНИТАЗЫ ПОЛУФАРФОРОВЫЕ;10;Остальные грузы
268081;УНИТАЗЫ ФАЯНСОВЫЕ;10;Остальные грузы
270005;ШЛАКИ ГРАНУЛИРОВАННЫЕ;10;Остальные грузы
271008;ШЛАКИ ГРАНУЛИРОВАННЫЕ;10;Остальные грузы
280007;ЦЕМЕНТ;5;Минерально-строит.
281000;ЦЕМЕНТ;5;Минерально-строит.
281014;ЗАМАЗКА ЦЕМЕНТНАЯ;5;Минерально-строит.
281029;КАЛЬМАТРОН;10;Остальные грузы
281033;ПОРТЛАНДЦЕМЕНТ ДЕКОРАТИВНЫЙ;5;Минерально-строит.
281048;ПОРТЛАНДЦЕМЕНТ СТРОИТЕЛЬНЫЙ;5;Минерально-строит.
281052;ПОРТЛАНДЦЕМЕНТ СТРОИТЕЛЬНЫЙ ЭКСПОРТНЫЙ (БСС);5;Минерально-строит.
281067;ПУЦЦОЛАНЦЕМЕНТ;5;Минерально-строит.
281071;СПЕЦЦЕМЕНТ ДЛЯ БУРЕНИЯ;5;Минерально-строит.
281086;ТЕРМОЦЕМЕНТ;5;Минерально-строит.
281090;ЦЕМЕНТ ВОДОНЕПРОНИЦАЕМЫЙ РАСШИРЯЮЩИЙСЯ;5;Минерально-строит.
281103;ЦЕМЕНТ ВСЯКИЙ МАРКИ ДО М-400 В ТАРЕ;5;Минерально-строит.
281118;ЦЕМЕНТ ГИПСОГЛИНОЗЕ-МИСТЫЙ М-300, М-400;5;Минерально-строит.
281122;ЦЕМЕНТ ГЛИНОЗЕМИСТЫЙ РАЗНЫХ МАРОК;5;Минерально-строит.
281137;ЦЕМЕНТ ТАМПОНАЖНЫЙ;5;Минерально-строит.
281141;ЦЕМЕНТ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;5;Минерально-строит.
281156;ШЛАКОПОРТЛАНДЦЕМЕНТ М-200, М-300, М400;5;Минерально-строит.
290009;ФЛЮСЫ;10;Остальные грузы
291001;ИЗВЕСТНЯК ДЛЯ ФЛЮСОВАНИЯ. ДОЛОМИТ СЫРОЙ;10;Остальные грузы
291016;ДОЛОМИТ ДЛЯ СТЕКОЛЬНОЙ ПРОМЫШЛЕННОСТИ;10;Остальные грузы
291020;ДОЛОМИТ СЫРОЙ МЕТАЛЛУРГИЧЕСКИЙ;10;Остальные грузы
291035;ИЗВЕСТНЯК ДЛЯ ФЛЮСОВАНИЯ;10;Остальные грузы
291049;ДОБАВКИ ДЛЯ ПРОИЗВОДСТВА ЦЕМЕНТА;5;Минерально-строит.
291054;ФЛЮСЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
292004;ГИПС, ИЗВЕСТЬ И МЕЛ ДЛЯ ФЛЮСОВАНИЯ;5;Минерально-строит.
292019;ГИПС ДЛЯ ФЛЮСОВАНИЯ;5;Минерально-строит.
292023;ИЗВЕСТЬ ДЛЯ ФЛЮСОВАНИЯ;5;Минерально-строит.
292038;МЕЛ ДЛЯ ФЛЮСОВАНИЯ;10;Остальные грузы
300003;ОГНЕУПОРЫ, АСБЕСТ, СЛЮДА;10;Остальные грузы
301006;СЫРЬЕ ОГНЕУПОРНОЕ И КИСЛОТОУПОРНОЕ;10;Остальные грузы
301010;ГЛИНА КИСЛОТОУПОРНАЯ И ОГНЕУПОРНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;5;Минерально-строит.
301025;ГЛИНЫ ТУГОПЛАВКИЕ;10;Остальные грузы
301032;ДИНАС;10;Остальные грузы
301044;ДУНИТ;10;Остальные грузы
301059;КВАРЦИТЫ, КРОМЕ БАКАЛЬСКИХ, КРИВОРОЖСКИХ И КМА;10;Остальные грузы
301063;ЛОМ ОГНЕУПОРНЫХ ИЗДЕЛИЙ;10;Остальные грузы
301078;МАГНЕЗИТ СЫРОЙ ДЛЯ ПРОИЗВОДСТВА ОГНЕУПОРНЫХ МАТЕРИАЛОВ;10;Остальные грузы
301082;ОЛИВИНИТ;10;Остальные грузы
301097;ШАМОТ КУСКОВОЙ;10;Остальные грузы
302009;КИРПИЧ ОГНЕУПОРНЫЙ;5;Минерально-строит.
302013;КИРПИЧ ДИНАСОВЫЙ;5;Минерально-строит.
302028;КИРПИЧ ШАМОТНЫЙ;5;Минерально-строит.
302032;КИРПИЧ КИСЛОТОУПОРНЫЙ И ОГНЕУПОРНЫЙ (БОКСИ-ТОВЫЙ, МАГНЕЗИТОВЫЙ, СИФОННЫЙ, ТАЛЬКОВЫЙ, ФАСОННЫЙ, ХРОМОМАГНЕ­ЗИТОВЫЙ И ДР.), НЕ ПОИМЕ-НОВАННЫЙ В АЛФАВИТЕ;5;Минерально-строит.
303001;МАТЕРИАЛЫ И ИЗДЕЛИЯ ОГНЕУПОРНЫЕ И КИСЛОТОУПОРНЫЕ, КРОМЕ КИРПИЧА ОГНЕУПОРНОГО;5;Минерально-строит.
303016;ДОЛОМИТ ОБОЖЖЕННЫЙ МЕТАЛЛУРГИЧЕСКИЙ;10;Остальные грузы
303020;ИЗДЕЛИЯ АНДЕЗИТОВЫЕ;10;Остальные грузы
303035;ИЗДЕЛИЯ ГРАФИТОВЫЕ;10;Остальные грузы
303048;ИЗДЕЛИЯ ДИАТОМОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
303054;ИЗДЕЛИЯ ДИНАСОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
303069;ИЗДЕЛИЯ КИСЛОТОУПОРНЫЕ И ОГНЕУПОРНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
303073;ИЗДЕЛИЯ КИСЛОТОУПОРНЫЕ НЕМЕТАЛЛИЧЕСКИЕ;10;Остальные грузы
303088;ИЗДЕЛИЯ МАГНЕЗИТО-ХРОМИТОВЫЕ (ПЕРИКЛАЗО-ХРОМИТОВЫЕ);10;Остальные грузы
303092;ИЗДЕЛИЯ МАГНЕЗИТОВЫЕ;10;Остальные грузы
303105;ИЗДЕЛИЯ ОГНЕУПОРНЫЕ КАРБИДКРЕМНИЕВЫЕ;10;Остальные грузы
303114;ИЗДЕЛИЯ ФОРСТЕРИТОВЫЕ, КРОМЕ КИРПИЧА ОГНЕУПОРНОГО;5;Минерально-строит.
303124;ИЗДЕЛИЯ ШАМОТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
303139;КАМЕНЬ ШАМОТНЫЙ;5;Минерально-строит.
303143;ЛИТЬЕ ДИАБАЗОВОЕ;10;Остальные грузы
303158;МЕРТЕЛИ;10;Остальные грузы
