etsng_code;etsng_name;cargo_group_code;cargo_group_name
591038;ВИНА ШАМПАНСКИЕ И ИГРИСТЫЕ;7;Хлебные грузы
591042;ВИНОМАТЕРИАЛЫ, СОДЕРЖАЩИЕ МЕНЕЕ 24% СПИРТА ПО ОБЪЕМУ;10;Остальные грузы
591057;НАПИТКИ ФЕРМЕНТИРОВАННЫЕ;10;Остальные грузы
591061;СПИРТ ЭТИЛОВЫЙ ПИТЬЕВОЙ;10;Остальные грузы
592007;ПИВО;10;Остальные грузы
592011;БРАГА АЛКОГОЛЬНАЯ;10;Остальные грузы
592026;ПИВО ВСЯКОЕ;10;Остальные грузы
592030;СУСЛО ПИВНОЕ;10;Остальные грузы
593000;ВОДКА И ИЗДЕЛИЯ ЛИКЕРО-ВОДОЧНЫЕ;10;Остальные грузы
593014;ВОДКА;10;Остальные грузы
593029;ИЗДЕЛИЯ ВОДОЧНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
593033;"КОМПОЗИЦИЯ ДЛЯ КУПАЖА НАПИТКА ""ЛИМОНАД""";10;Остальные грузы
593048;КОНЬЯКИ;10;Остальные грузы
593052;ЛИКЕРЫ;10;Остальные грузы
593067;НАЛИВКИ;10;Остальные грузы
593071;НАСТОЙКИ;10;Остальные грузы
593086;РОМ;10;Остальные грузы
593090;САКЕ;10;Остальные грузы
593103;ПУНШИ;10;Остальные грузы
593118;НАПИТКИ СЛАБОАЛКОГОЛЬНЫЕ;10;Остальные грузы
594002;СПИРТ;10;Остальные грузы
594017;ДИСТИЛЛАТ ВИННЫЙ (СПИРТ КОНЬЯЧНЫЙ);10;Остальные грузы
594021;СПИРТ ЭТИЛОВЫЙ РЕКТИФИКОВАННЫЙ;10;Остальные грузы
594036;СПИРТ-СЫРЕЦ ЭТИЛОВЫЙ ВИНОГРАДНЫЙ;10;Остальные грузы
594040;СПИРТ ДЕНАТУРИРОВАННЫЙ;10;Остальные грузы
594055;СПИРТ ЭТИЛОВЫЙ АБСОЛЮТИРОВАННЫЙ;10;Остальные грузы
594074;СПИРТ ЭТИЛОВЫЙ СИНТЕТИЧЕСКИЙ;10;Остальные грузы
594089;СПИРТ НЕДЕНАТУРИРОВАННЫЙ;10;Остальные грузы
594093;СПИРТ ЭТИЛОВЫЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10;Остальные грузы
595005;НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ И ВОДЫ МИНЕРАЛЬНЫЕ;10;Остальные грузы
595016;ВОДЫ МИНЕРАЛЬНЫЕ, НАТУРАЛЬНЫЕ И ИСКУССТВЕННЫЕ;10;Остальные грузы
595024;КВАС ФРУКТОВЫЙ, ХЛЕБНЫЙ И ЯГОДНЫЙ В ЖИДКОМ ВИДЕ;10;Остальные грузы
595039;МОРСЫ ФРУКТОВЫЕ И ЯГОДНЫЕ ВСЯКИЕ;10;Остальные грузы
595043;НАПИТКИ ГАЗИРОВАННЫЕ ФРУКТОВЫЕ И ЯГОДНЫЕ;10;Остальные грузы
595058;НАПИТКИ ПЛОДОВО-ЯГОДНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
595062;НАПИТКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
595077;СИДРЫ;10;Остальные грузы
600006;БАРДА, ВОДА И ЛЕД;10;Остальные грузы
601009;БАРДА;10;Остальные грузы
601013;БАРДА ЖИДКАЯ;10;Остальные грузы
602001;ВОДА И ЛЕД;10;Остальные грузы
602016;ВОДА ОБЫКНОВЕННАЯ;10;Остальные грузы
602020;ЛЕД ЕСТЕСТВЕННЫЙ;10;Остальные грузы
610008;ВОЛОКНО ХЛОПКОВОЕ;10;Остальные грузы
611000;ВОЛОКНО ХЛОПКОВОЕ;10;Остальные грузы
611015;ВОЛОКНО ХЛОПКОВОЕ (ХЛОПОК-ВОЛОКНО);10;Остальные грузы
611028;ЛИНТ (ПУХ) ХЛОПКОВЫЙ;10;Остальные грузы
611034;ОТХОДЫ ХЛОПКОВЫЕ, КРОМЕ УЛЮКА;10;Остальные грузы
611049;УЛЮК ХЛОПКОВЫЙ;10;Остальные грузы
611053;ОТХОДЫ ВОЛОКНИСТЫЕ ХЛОПКООЧИСТИТЕЛЬНЫХ ЗАВОДОВ;10;Остальные грузы
620004;ПРОДУКЦИЯ ПЕРЕРАБОТКИ РАСТИТЕЛЬНЫХ ВОЛОКОН, ШЕРСТИ И ВОЛОСА;10;Остальные грузы
621002;ВОЛОКНА ЛУБЯНЫЕ;10;Остальные грузы
621017;ВОЛОКНА ЛУБЯНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
621021;ВОЛОКНО ДЖУТА (ДЖУТ-ВОЛОКНО);10;Остальные грузы
621036;ВОЛОКНО КЕНАФА;10;Остальные грузы
621040;ВОЛОКНО КЕНДЫРЯ;10;Остальные грузы
621055;ВОЛОКНО КОНОПЛИ;10;Остальные грузы
621067;ВОЛОКНО ЛЬНА-ДОЛГУНЦА (ЛЬНОВОЛОКНО);10;Остальные грузы
621074;КОТОНИН ПРЯДИЛЬНЫЙ;10;Остальные грузы
621089;ЛЕН ЧЕСАНЫЙ;10;Остальные грузы
621093;ЛУБ СУХОЙ;10;Остальные грузы
621106;ЛУБ ПЕНЬКОВЫЙ;10;Остальные грузы
621110;ОТХОДЫ ЛЬНЯНЫЕ И ПЕНЬКОВЫЕ;10;Остальные грузы
621125;ОЧЕСЫ ВОЛОКОН ДЖУТА, КЕНАФА, КЕНДЫРЯ И ДР., НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
621133;ОЧЕСЫ ЛЬНА;10;Остальные грузы
621144;ОЧЕСЫ ПЕНЬКОВЫЕ;10;Остальные грузы
621159;ПЕНЬКА ЧЕСАНАЯ;10;Остальные грузы
621163;ПЕНЬКОВОЛОКНО;10;Остальные грузы
621178;ПАКЛЯ;10;Остальные грузы
622005;ПРЯЖА И НИТКИ ВСЯКИЕ, ШЕЛК-СЫРЕЦ;10;Остальные грузы
622010;КОКОНЫ ШЕЛКОПРЯДА СУХИЕ;10;Остальные грузы
622024;КУКОЛКА ТУТОВОГО ШЕЛКОПРЯДА;10;Остальные грузы
622039;НИТКИ ИЗ СИНТЕТИЧЕСКОГО ШЕЛКА;10;Остальные грузы
622043;НИТКИ ЛЬНЯНЫЕ ВСЯКИЕ;10;Остальные грузы
622058;НИТКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
622062;НИТКИ ХЛОПЧАТОБУМАЖНЫЕ ВСЯКИЕ;10;Остальные грузы
622077;НИТКИ ШЕЛКОВЫЕ;10;Остальные грузы
622081;ПРЯЖА ВСЯКАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
622096;ПРЯЖА КАМВОЛЬНАЯ ВСЯКАЯ;10;Остальные грузы
622109;ПРЯЖА ЛЬНО-ДЖУТО-КЕНАФНАЯ;10;Остальные грузы
622113;ПРЯЖА ЛЬНЯНАЯ;10;Остальные грузы
622128;ПРЯЖА ПЕНЬКОВАЯ;10;Остальные грузы
622132;ПРЯЖА ХЛОПЧАТОБУМАЖНАЯ;10;Остальные грузы
622147;ПРЯЖА ШЕЛКОВАЯ;10;Остальные грузы
622151;ПРЯЖА ШЕРСТЯНАЯ ВСЯКАЯ;10;Остальные грузы
622166;ПРЯЖА ШТАПЕЛЬНАЯ;10;Остальные грузы
622170;ПУТАНКА И КОНЦЫ ПРЯЖИ;10;Остальные грузы
622185;ШЕЛК-СЫРЕЦ (ГРЕЖА);10;Остальные грузы
623008;ИЗДЕЛИЯ КРУЧЕНЫЕ, КРОМЕ ПРЯЖИ И НИТОК;10;Остальные грузы
623012;ВЕРЕВКИ ВСЯКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
623027;ИЗДЕЛИЯ КРУЧЕНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
623031;КАНАТИКИ ИЗ ЛУБЯНЫХ ВОЛОКОН;10;Остальные грузы
623046;КАНАТЫ ИЗ ХИМИЧЕСКИХ ВОЛОКОН;10;Остальные грузы
623050;КАНАТЫ ПЕНЬКОВЫЕ И ХЛОПЧАТОБУМАЖНЫЕ;10;Остальные грузы
623065;КОВРЫ ВЕРЕВОЧНЫЕ;10;Остальные грузы
623072;СЕТИ ВЕРЕВОЧНЫЕ, КРОМЕ РЫБОЛОВНЫХ И СПОРТИВНЫХ;10;Остальные грузы
623084;ТАКЕЛАЖ ВЕРЕВОЧНЫЙ;10;Остальные грузы
623099;ТРОСЫ ВЕРЕВОЧНЫЕ И КАНАТНЫЕ;10;Остальные грузы
623101;ШНУРЫ ПРОЧИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
623116;ШНУРЫ КРУЧЕНЫЕ;10;Остальные грузы
623120;ШПАГАТ ВСЯКИЙ, КРОМЕ БУМАЖНОГО;10;Остальные грузы
623135;ФИТИЛЬ ЗАЖИГАТЕЛЬНЫЙ ТЛЕЮЩИЙ (ФЗТ);10;Остальные грузы
624000;ВАТА ХЛОПЧАТОБУМАЖНАЯ;10;Остальные грузы
624015;ВАТА ХЛОПЧАТОБУМАЖНАЯ ВСЯКАЯ;10;Остальные грузы
624025;ВАТА ХЛОПКОВАЯ;10;Остальные грузы
625003;ВАТА ЛЬНЯНАЯ, ЩЕЛКОВАЯ И ШЕРСТЯНАЯ;10;Остальные грузы
625018;ВАТА ЛЬНЯНАЯ;10;Остальные грузы
625022;ВАТА ШЕЛКОВАЯ;10;Остальные грузы
625037;ВАТА ШЕРСТЯНАЯ;10;Остальные грузы
626006;ВОЙЛОК И ИЗДЕЛИЯ ВОЙЛОЧНЫЕ;10;Остальные грузы
626010;ВОЙЛОК, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10;Остальные грузы
626025;ВОЙЛОК СТРОИТЕЛЬНЫЙ;10;Остальные грузы
626030;ВОЙЛОК ТЕХНИЧЕСКИЙ, ГРУБОШЕРСТНЫЙ, ПОЛУГРУБОШЕРСТНЫЙ, ТОНКОШЕРСТНЫЙ;10;Остальные грузы
626044;ДЕТАЛИ ВОЙЛОЧНЫЕ ВСЯКИЕ;10;Остальные грузы
626059;ИЗДЕЛИЯ ВОЙЛОЧНЫЕ, КРОМЕ ОБУВИ;10;Остальные грузы
626063;КОВРЫ ВОЙЛОЧНЫЕ;10;Остальные грузы
626078;СТЕЛЬКИ ВОЙЛОЧНЫЕ;10;Остальные грузы
630001;ТКАНИ, ИЗДЕЛИЯ ШВЕЙНОЙ И ТРИКОТАЖНОЙ ПРОМЫШЛЕННОСТИ;10;Остальные грузы
631004;ТКАНИ;10;Остальные грузы
631019;БЕЛЬТИНГ (ТКАНЬ ПРОРЕЗИНЕННАЯ);10;Остальные грузы
631023;БРЕЗЕНТ;10;Остальные грузы
631038;КАРАКУЛЬ ИСКУССТВЕННЫЙ;10;Остальные грузы
631042;КЛЕЕНКА ВСЯКАЯ;10;Остальные грузы
631057;ЛЕДЕРИН;10;Остальные грузы
631061;ЛОСКУТ ТКАНЕВЫЙ МЕРНЫЙ;10;Остальные грузы
631076;МЕХ ИСКУССТВЕННЫЙ;10;Остальные грузы
631080;ПАРУСИНА БРЕЗЕНТОВАЯ;10;Остальные грузы
631095;ПОЛОТНО ЛЬНЯНОЕ, ПЕНЬКОВОЕ, ТРИКОТАЖНОЕ И ХЛОПЧАТОБУМАЖНОЕ;10;Остальные грузы
631108;СУКНО ШЕРСТЯНОЕ ВСЯКОЕ;10;Остальные грузы
631112;ТКАНИ БРЕЗЕНТОВЫЕ, МЕШОЧНЫЕ, УПАКОВОЧНЫЕ, ФИЛЬТРОПРЕССНЫЕ;10;Остальные грузы
631127;ТКАНИ БЯЗЕВЫЕ, ДЖУТО-ВЫЕ, КОРДНЫЕ, ЛЬНЯНЫЕ, ЛЬНОПЕНЬКОВЫЕ, ПЕНЬКО-ВЫЕ, ПЕНЬКО-ДЖУТОВЫЕ, ПОЛУШЕРСТЯНЫЕ, ХЛОПЧАТОБУМАЖНЫЕ, ШЕЛКОВЫЕ, ШЕРСТЯНЫЕ;10;Остальные грузы
631131;ТКАНИ ИЗ ИСКУССТВЕННОГО И СИНТЕТИЧЕСКОГО ВОЛОКНА;10;Остальные грузы
631146;ТКАНИ ЛЬНЯНЫЕ МЕШОЧНЫЕ;10;Остальные грузы
631150;ТКАНИ ПРОРЕЗИНЕННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
631165;ТКАНЬ ТЕХНИЧЕСКАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
631172;ТКАНИ ХЛОПЧАТОБУМАЖНЫЕ МАРЛЕВОЙ ГРУППЫ;10;Остальные грузы
631184;МАТЕРИАЛЫ НЕТКАНЫЕ;10;Остальные грузы
632007;ПРОЧИЕ ИЗДЕЛИЯ ШВЕЙНОЙ И ТЕКСТИЛЬНОЙ ПРОМЫШЛЕННОСТИ;10;Остальные грузы
632011;ВАТИНЫ ВСЯКИЕ;10;Остальные грузы
632026;ДОРОЖКИ ПЕНЬКОВЫЕ И ХЛОПЧАТОБУМАЖНЫЕ;10;Остальные грузы
632030;ИЗДЕЛИЯ ИЗ КЛЕЕНКИ, КРОМЕ ОДЕЖДЫ;10;Остальные грузы
632045;КОНЦЫ БУКСОПОДБИВОЧНЫЕ;10;Остальные грузы
632059;ЛЕНТА ИЗОЛЯЦИОННАЯ ПРОРЕЗИНЕННАЯ;10;Остальные грузы
632064;ЛЕНТА КИПЕРНАЯ;10;Остальные грузы
632079;МАТЕРИАЛ ОБТИРОЧНЫЙ;10;Остальные грузы
632083;МАТРАЦЫ, КРОМЕ ПЕРОВЫХ;10;Остальные грузы
632098;МЕШКИ ТКАНЕВЫЕ, В ТОМ ЧИСЛЕ ВОЗВРАТНЫЕ;10;Остальные грузы
632100;НАБИВКИ МЕБЕЛЬНЫЕ;10;Остальные грузы
632115;ОБРЕЗКИ И ОБРЫВКИ ТКАНЕЙ ВСЯКИХ;10;Остальные грузы
632125;ОДЕЯЛА ВАТНЫЕ, ПЕРОВЫЕ, ПУХОВЫЕ И ДР.;10;Остальные грузы
632134;ОСТАТКИ ПРЯДИЛЬНОГО ПРОИЗВОДСТВА, КРОМЕ ПРОМАСЛЕННЫХ;10;Остальные грузы
632149;ОЧЕСЫ ШЕЛКОВЫЕ ВСЯКИЕ ШЕЛКА-СЫРЦА;10;Остальные грузы
632153;ПАЛАТКИ;10;Остальные грузы
632168;ПЕРИНЫ И МАТРАЦЫ;10;Остальные грузы
632172;ПОДУШКИ ВАТНЫЕ, ВОЛОСЯНЫЕ, ПЕРОВЫЕ, ПУХОВЫЕ;10;Остальные грузы
632187;ПОЯСА БРЕЗЕНТОВЫЕ;10;Остальные грузы
632191;ПРОКЛАДКИ РЕЗИНОТКАНЕВЫЕ;10;Остальные грузы
632204;РЕМИЗЫ НИТЯНЫЕ;10;Остальные грузы
632219;РЕМНИ ТКАНЕВЫЕ, ВКЛЮЧАЯ ПРОРЕЗИНЕННЫЕ;10;Остальные грузы
632223;РУКАВА ТКАНЕВЫЕ;10;Остальные грузы
632238;САЛФЕТКИ ПРОРЕЗИНЕННЫЕ;10;Остальные грузы
632242;ТАРА ТКАНЕВАЯ ВОЗВРАТНАЯ, КРОМЕ МЕШКОВ;10;Остальные грузы
632257;РУКАВА БРЕЗЕНТОВЫЕ;10;Остальные грузы
632261;УГАРЫ ТЕКСТИЛЬНЫЕ;10;Остальные грузы
632276;ФИЛЬТРЫ ХЛОПЧАТОБУМАЖНЫЕ;10;Остальные грузы
632280;ЧЕХЛЫ ТКАНЕВЫЕ ВСЯКИЕ;10;Остальные грузы
632295;КНОП (ШЕРСТЯНАЯ, СУКОННАЯ И ХЛОПЧАТОБУМАЖНАЯ СТРИЖКА);10;Остальные грузы
633001;ИЗДЕЛИЯ ТРИКОТАЖНЫЕ;10;Остальные грузы
633014;ВАРЕЖКИ-ПЕРЧАТКИ;10;Остальные грузы
633029;ДЖЕМПЕРЫ, ЖАКЕТЫ, ЖИЛЕТЫ, ПУЛОВЕРЫ, СВИТЕРЫ ТРИКОТАЖНЫЕ;10;Остальные грузы
633033;ИЗДЕЛИЯ БЕЛЬЕВЫЕ ТРИКОТАЖНЫЕ;10;Остальные грузы
633048;ИЗДЕЛИЯ ПЛАТОЧНО-ШАРФОВЫЕ;10;Остальные грузы
633052;ИЗДЕЛИЯ СПОРТИВНЫЕ ТРИКОТАЖНЫЕ;10;Остальные грузы
633067;ИЗДЕЛИЯ ТРИКОТАЖНЫЕ (ТРИКОТАЖ), НЕ ПОИМЕНО-ВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
633071;ИЗДЕЛИЯ ТРИКОТАЖНЫЕ ДЛЯ ДЕТЕЙ ДОШКОЛЬНОГО И ШКОЛЬНОГО ВОЗРАСТА;10;Остальные грузы
633086;ИЗДЕЛИЯ ЧУЛОЧНО-НОСОЧНЫЕ;10;Остальные грузы
633090;КОСТЮМЫ ТРИКОТАЖНЫЕ ВСЯКИЕ;10;Остальные грузы
633103;КОФТЫ ТРИКОТАЖНЫЕ;10;Остальные грузы
633118;ПЛАТЬЯ ТРИКОТАЖНЫЕ ВСЯКИЕ;10;Остальные грузы
633122;РЕЙТУЗЫ;10;Остальные грузы
634002;ИЗДЕЛИЯ ШВЕЙНЫЕ;10;Остальные грузы
634017;БАХИЛЫ (БРЮКИ, ЧУЛКИ) КОЖАНЫЕ, ОДЕЖДА ДЛЯ РЫБНЫХ И ДРУГИХ ПРОМЫСЛОВ;10;Остальные грузы
634021;БЕЛЬЕ ПОСТЕЛЬНОЕ;10;Остальные грузы
634036;БЕЛЬЕ, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10;Остальные грузы
634040;БРЮКИ;10;Остальные грузы
634055;ГОЛОВНЫЕ УБОРЫ МЕХОВЫЕ;10;Остальные грузы
634064;ГОРЖЕТЫ, ВОРОТНИКИ, ПЕЛЕРИНЫ МЕХОВЫЕ;10;Остальные грузы
634074;ЖИЛЕТЫ ПРОРЕЗИНЕННЫЕ И РЕЗИНОВЫЕ;10;Остальные грузы
634089;ИЗДЕЛИЯ ШВЕЙНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
634093;КИТЕЛИ, МУНДИРЫ;10;Остальные грузы
634106;КОМБИНЕЗОНЫ;10;Остальные грузы
634110;КОСТЮМЫ, КРОМЕ ТРИКОТАЖНЫХ;10;Остальные грузы
634125;КУРТКИ ВАТНЫЕ РАБОЧИЕ;10;Остальные грузы
634130;МЕШКИ СПАЛЬНЫЕ;10;Остальные грузы
634144;МУФТЫ МЕХОВЫЕ;10;Остальные грузы
634159;ОДЕЖДА ВСЯКАЯ В ГОТОВОМ И РАСКРОЕННОМ ВИДЕ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
634163;ПАЛЬТО, КРОМЕ МЕХОВЫХ;10;Остальные грузы
634178;ПАЛЬТО МЕХОВЫЕ;10;Остальные грузы
634182;ПИДЖАКИ, КУРТКИ;10;Остальные грузы
634197;ПЛАТКИ НОСОВЫЕ;10;Остальные грузы
634207;ПЛАТКИ ПОЛУШЕРСТЯНЫЕ, СУКОННЫЕ, ХЛОПЧАТОБУМАЖНЫЕ, ШЕЛКОВЫЕ И ШЕРСТЯНЫЕ;10;Остальные грузы
634214;ПЛАТЬЯ ГОТОВЫЕ ВСЯКИЕ, КРОМЕ ТРИКОТАЖНЫХ;10;Остальные грузы
634229;ПЛАЩИ (ВКЛЮЧАЯ НАКИДКИ);10;Остальные грузы
634233;ПЛЕДЫ;10;Остальные грузы
634248;ПОЛОТЕНЦА ВСЯКИЕ;10;Остальные грузы
634252;ПОЛУПАЛЬТО МЕХОВЫЕ;10;Остальные грузы
634267;ПОЛУШУБКИ;10;Остальные грузы
634271;РУКАВИЦЫ;10;Остальные грузы
634286;САЛФЕТКИ СТОЛОВЫЕ;10;Остальные грузы
634290;СКАТЕРТИ СТОЛОВЫЕ;10;Остальные грузы
634303;СОРОЧКИ ВЕРХНИЕ;10;Остальные грузы
634318;ТУЛУПЫ;10;Остальные грузы
634322;УБОРЫ ГОЛОВНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
634337;УБОРЫ ГОЛОВНЫЕ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ (ШЛЕМЫ, КАСКИ И ДР.);10;Остальные грузы
634341;ФУРАЖКИ И КЕПИ;10;Остальные грузы
634356;ФУФАЙКИ;10;Остальные грузы
634360;ШАЛИ И ШАРФЫ ШВЕЙНЫЕ – ХЛОПЧАТОБУМАЖНЫЕ, ШЕЛКОВЫЕ И ШЕРСТЯНЫЕ;10;Остальные грузы
634375;ШАПКИ;10;Остальные грузы
634383;ШИНЕЛИ, БУШЛАТЫ ФОРМЕННЫЕ;10;Остальные грузы
635005;КОВРЫ И ИЗДЕЛИЯ КОВРОВЫЕ;10;Остальные грузы
635017;ВОРСОЛИН (ДОРОЖКА КОВРОВАЯ);10;Остальные грузы
635024;ИЗДЕЛИЯ КОВРОВЫЕ: ХЛОПЧАТОБУМАЖНЫЕ, ШЕРСТЯНЫЕ, ПОЛУШЕРСТЯНЫЕ, ШЕЛКОВЫЕ И ДР., НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
635039;КОВРЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
635043;КОВРЫ ШЕЛКОВЫЕ, ШЕРСТЯНЫЕ И ХЛОПАТОБУМАЖНЫЕ;10;Остальные грузы
640003;ГАЛАНТЕРЕЯ И ИЗДЕЛИЯ ЮВЕЛИРНЫЕ;10;Остальные грузы
641006;ГАЛАНТЕРЕЯ И ИЗДЕЛИЯ ЮВЕЛИРНЫЕ;10;Остальные грузы
641010;АБАЖУРЫ, КРОМЕ СТЕКЛЯННЫХ;10;Остальные грузы
641025;БРИТВЫ, В ТОМ ЧИСЛЕ ЭЛЕКТРИЧЕСКИЕ;10;Остальные грузы
641035;ВЕШАЛКИ-ПЛЕЧИКИ;10;Остальные грузы
641044;ГАЛАНТЕРЕЯ ТЕКСТИЛЬНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
641059;ГАЛАНТЕРЕЯ, КРОМЕ ТЕКСТИЛЬНОЙ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10;Остальные грузы
641063;ЗАНАВЕСИ ВСЯКИЕ;10;Остальные грузы
641078;ЗОНТЫ И ЗОНТИКИ;10;Остальные грузы
641082;ИЗДЕЛИЯ БИСЕРНЫЕ;10;Остальные грузы
641097;ИЗДЕЛИЯ БРОНЗОВЫЕ ГАЛАНТЕРЕЙНЫЕ;10;Остальные грузы
641101;ИЗДЕЛИЯ ГАЛАНТЕРЕЙНЫЕ ИЗ ВСЯКИХ МАТЕРИАЛОВ;10;Остальные грузы
641114;ИЗДЕЛИЯ ИЗ СТЕКЛЯРУСА;10;Остальные грузы
641129;ИЗДЕЛИЯ ИЗ ЯНТАРЯ;10;Остальные грузы
641133;ИЗДЕЛИЯ КАРБОЛИТОВЫЕ ГАЛАНТЕРЕЙНЫЕ;10;Остальные грузы
641148;ИЗДЕЛИЯ КОСТЯНЫЕ, РОГОВЫЕ;10;Остальные грузы
641152;ИЗДЕЛИЯ МИШУРНЫЕ;10;Остальные грузы
641167;ИЗДЕЛИЯ ПЕРЛАМУТРОВЫЕ И РАКУШЕЧНЫЕ;10;Остальные грузы
641171;ИЗДЕЛИЯ ПОЗУМЕНТНЫЕ;10;Остальные грузы
641186;ИЗДЕЛИЯ СЕРЕБРЯНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
641190;ИЗДЕЛИЯ ГАРДИННО-ТЮЛЕВЫЕ;10;Остальные грузы
641203;ИЗДЕЛИЯ ХРУСТАЛЬНЫЕ ГАЛАНТЕРЕЙНЫЕ;3;Черные металлы
641218;ИЗДЕЛИЯ ХУДОЖЕСТВЕН-НОЙ РУЧНОЙ ВЫШИВКИ;10;Остальные грузы
641222;ИЗДЕЛИЯ ХУДОЖЕСТВЕН-НЫХ ПРОМЫСЛОВ (ЛОЖКИ, ДОСКИ И ДР.), НЕ ПОИМЕ­НОВАННЫЕ В АЛФАВИТЕ;4;Лесные грузы
641237;ИЗДЕЛИЯ ЧЕРЕПАХОВЫЕ;10;Остальные грузы
641241;ИЗДЕЛИЯ ЮВЕЛИРНОЙ ПРОМЫШЛЕННОСТИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
641256;КАМНИ ИСКУССТВЕННЫЕ ЮВЕЛИРНЫЕ;10;Остальные грузы
641260;КОСТЬ ПОДЕЛОЧНАЯ МОРЖОВАЯ И СЛОНОВАЯ;10;Остальные грузы
641275;ЛЕЗВИЯ ДЛЯ БЕЗОПАСНЫХ БРИТВ;10;Остальные грузы
641288;МАШИНКИ ПАРИКМАХЕРСКИЕ ДЛЯ СТРИЖКИ ВОЛОС;10;Остальные грузы
641294;МЫЛЬНИЦЫ;10;Остальные грузы
641307;НЕСЕССЕРЫ;10;Остальные грузы
641311;ПЕРЧАТКИ, КРОМЕ ТРИКОТАЖНЫХ И РЕЗИНОВЫХ;10;Остальные грузы
641326;ПОЛОТНО ГАРДИННОЕ;10;Остальные грузы
641330;ПОРТФЕЛИ, РАНЦЫ;10;Остальные грузы
641345;САКВОЯЖИ;10;Остальные грузы
641354;СТАТУЭТКИ ГИПСОВЫЕ, ФАРФОРОВЫЕ И ДР.;5;Минерально-строит.
641364;СУМКИ;10;Остальные грузы
641379;ТЕРМОСЫ;10;Остальные грузы
641383;ТРОСТИ;10;Остальные грузы
641398;ТРУБКИ КУРИТЕЛЬНЫЕ;10;Остальные грузы
641400;ПОЛОТНО ТЮЛЕВОЕ;10;Остальные грузы
641415;ЦВЕТЫ ИСКУССТВЕННЫЕ;10;Остальные грузы
641420;ЧЕМОДАНЫ;10;Остальные грузы
641434;ЩЕТКИ БЫТОВЫЕ (ГОЛОВ-НЫЕ, ЗУБНЫЕ И Т.Д.);10;Остальные грузы
650005;ПРОДУКЦИЯ КОЖЕВЕННОЙ, МЕХОВОЙ И ОБУВНОЙ ПРОМЫШЛЕННОСТИ (ВКЛЮЧАЯ ОБУВЬ РЕЗИНОВУЮ);10;Остальные грузы
651008;МЕХА, КОЖИ И ШКУРЫ ВЫДЕЛАННЫЕ;10;Остальные грузы
651012;ЗАМША, КРОМЕ ИСКУССТВЕННОЙ;10;Остальные грузы
651027;КАРАКУЛЬ ВЫДЕЛАННЫЙ;10;Остальные грузы
651031;КОЖА ПОДОШВЕННАЯ, КРОМЕ ИСКУССТВЕННОЙ;10;Остальные грузы
651046;КОЖИ ЮФТЕВЫЕ (ЮФТЬ);10;Остальные грузы
651050;КОЖИ ВЫДЕЛАННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
651065;МЕХА И ИЗДЕЛИЯ МЕХОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10;Остальные грузы
651074;МЕРЛУШКИ ВЫДЕЛАННЫЕ;10;Остальные грузы
